pkey,HRYEAR4,PWSSWGT,n_y1_teach,n_y2_obs,n_y2_nonsummer,leaver
052162360992495|79001|1|24058,2005,3562.7822,1,4.0,4.0,0
200962098523849|79001|2|24058,2005,2194.229,1,4.0,4.0,1
263298059600963|79001|1|24061,2005,2850.4119,4,4.0,4.0,0
562043034909393|79001|1|24059,2005,2116.9956,2,4.0,4.0,0
762304083001200|79001|1|24058,2005,2109.7588,1,4.0,4.0,0
806759760219201|79001|1|24061,2005,3588.9727,4,4.0,4.0,0
900056933239000|79001|2|24058,2005,3425.6272,1,4.0,4.0,0
024096114240420|79001|2|24059,2005,2071.2327,2,4.0,4.0,0
030152360975592|79001|1|24058,2005,2074.5312,1,4.0,4.0,0
070482560921893|79001|1|24060,2005,2955.7666,3,4.0,4.0,0
291956505037689|79001|2|24061,2005,2672.272,4,4.0,4.0,0
293983506003696|79001|2|24058,2005,2594.4104,1,4.0,4.0,0
543298639600409|79001|2|24059,2005,2547.6362,2,4.0,4.0,0
552290179600017|79001|1|24060,2005,2847.5217,3,4.0,4.0,0
620609955242621|79001|2|24061,2005,2906.9998,4,4.0,4.0,0
689880982400962|79001|2|24061,2005,3273.1548,2,4.0,4.0,0
726809230999208|79001|2|24058,2005,2901.2388,1,1.0,1.0,0
856469060709206|79001|2|24061,2005,1911.7621,4,4.0,4.0,0
962930095001200|79001|1|24060,2005,3225.1997,3,4.0,4.0,0
095702360997599|79001|1|24058,2005,2642.4734,1,4.0,4.0,0
296906100013609|79001|1|24061,2005,3393.3574,4,4.0,4.0,1
662154055001904|79001|2|24060,2005,2760.2717,3,4.0,4.0,0
966026983259010|79001|1|24060,2005,2554.917,3,4.0,4.0,0
986056994239160|79001|1|24058,2005,2279.2307,1,4.0,4.0,1
172432086909792|79001|1|24061,2005,1442.4188,4,4.0,4.0,1
560973078523479|79001|1|24058,2005,1573.4401,1,4.0,4.0,0
778067945239350|79001|2|24058,2005,1416.7103,1,4.0,4.0,0
007012370974191|79001|2|24058,2005,1542.1289,1,4.0,4.0,0
063012670954791|79001|1|24061,2005,1651.4302,4,4.0,4.0,1
157950240251209|79001|1|24059,2005,1779.5667,2,4.0,4.0,0
343272349700772|79001|1|24059,2005,1552.8033,2,4.0,4.0,0
420709910201691|79001|2|24059,2005,1351.7809,1,3.0,3.0,0
799800018720752|79001|2|24060,2005,1474.5377,3,4.0,4.0,0
850679093424199|79001|1|24059,2005,1552.8033,2,4.0,4.0,0
917289050877200|79001|2|24060,2005,1460.7255,3,4.0,4.0,0
972235086909892|79001|2|24061,2005,1524.0264,4,4.0,4.0,1
147077155260700|79001|1|24061,2005,1494.7903,4,4.0,4.0,0
167298649700912|79001|1|24061,2005,1494.7903,4,4.0,4.0,0
266454907071779|79001|2|24059,2005,1409.5471,2,4.0,4.0,0
772139006909762|79001|1|24061,2005,1311.9478,4,4.0,4.0,0
772139006909762|79001|2|24061,2005,1501.6731,4,4.0,4.0,0
949077961259860|79001|1|24060,2005,1217.4163,3,4.0,4.0,0
620707908651690|79001|2|24061,2005,1363.5502,4,4.0,4.0,0
799290123220732|79001|1|24058,2005,1294.3497,1,4.0,4.0,0
042332480019305|79001|2|24059,2005,2045.4739,2,4.0,4.0,0
006909902998658|79001|2|24061,2005,2508.6218,4,3.0,3.0,0
034372580992794|79001|3|24060,2005,2214.223,3,4.0,4.0,0
250989094823249|79001|2|24058,2005,2062.911,1,3.0,3.0,1
294924409042819|79001|1|24059,2005,2473.286,2,4.0,4.0,0
382446096909269|79001|2|24061,2005,2340.9333,4,4.0,4.0,0
620806937805390|79001|2|24061,2005,2555.0671,4,4.0,4.0,0
906608292998028|79001|2|24061,2005,1573.1206,4,4.0,4.0,0
938839930326201|79001|1|24058,2005,2382.5872,1,4.0,4.0,0
730089915239920|79001|1|24058,2005,2251.6433,1,4.0,4.0,0
984009955239840|79001|1|24058,2005,2634.5928,1,4.0,4.0,0
261279659900936|79001|1|24061,2005,2319.6836,4,4.0,4.0,0
713029904239120|79001|2|24058,2005,2696.7456,1,4.0,4.0,0
892262005908598|79001|1|24060,2005,1846.8202,3,4.0,4.0,0
992206024909495|79001|1|24059,2005,2558.334,2,4.0,4.0,0
999410581840952|79001|2|24060,2005,2648.694,3,4.0,4.0,0
999699530339208|79001|1|24058,2005,1978.1166,1,4.0,4.0,0
263995608023949|79001|1|24060,2005,1853.5128,3,4.0,4.0,0
264269959900968|79001|1|24061,2005,2636.0337,4,4.0,4.0,1
293926700016939|79001|1|24061,2005,2341.1846,4,4.0,4.0,0
406608992996259|79001|2|24061,2005,2160.1418,4,4.0,4.0,0
999120139220632|79001|1|24058,2005,2576.8706,1,4.0,4.0,0
999570781590662|79001|1|24061,2005,2176.6526,4,4.0,4.0,0
099400011530653|79001|1|24060,2005,640.8644,3,4.0,4.0,0
099400011530653|79001|2|24060,2005,600.633,3,4.0,4.0,0
306904533994530|79001|2|24061,2005,701.6135,4,4.0,4.0,0
363914806051059|79001|1|24059,2005,522.8731,2,4.0,4.0,0
430006983170993|79001|1|24059,2005,549.7946,2,4.0,4.0,0
506609943999850|79001|1|24061,2005,574.3805,4,4.0,4.0,0
630006991090190|79001|1|24061,2005,596.4123,4,3.0,3.0,0
643050986359840|79001|1|24060,2005,684.549,2,4.0,4.0,0
840900063333199|79001|2|24058,2005,903.9325,1,4.0,4.0,0
946398559000996|79001|1|24059,2005,678.0139,2,4.0,4.0,1
610060923339120|79001|1|24058,2005,940.0763,1,4.0,4.0,0
803016065908994|79001|1|24060,2005,695.1801,3,4.0,4.0,0
905901083896640|79001|2|24060,2005,933.6018,3,4.0,4.0,1
106909493996291|79001|2|24061,2005,745.0909,4,4.0,4.0,0
306085509070141|79001|2|24060,2005,802.1241,3,4.0,4.0,0
630107941982173|79001|1|24061,2005,930.7696,4,4.0,4.0,0
037693510992298|79001|2|24060,2005,773.5402,3,4.0,4.0,0
074633310996094|79001|2|24058,2005,811.2144,1,4.0,4.0,0
106909783995271|79001|2|24061,2005,897.6014,4,4.0,4.0,0
397906608007179|79001|2|24061,2005,718.5394,4,1.0,1.0,0
405600343948731|79001|2|24060,2005,773.5402,3,4.0,4.0,0
562396259100954|79001|2|24061,2005,889.4878,4,4.0,4.0,0
613349044909676|79001|1|24059,2005,857.5799,2,4.0,4.0,0
820914065133159|79001|2|24058,2005,811.2144,1,4.0,4.0,0
921359330679301|79001|1|24058,2005,611.277,1,4.0,4.0,0
199780137690753|79001|2|24060,2005,924.7114,3,4.0,4.0,0
220819092136239|79001|1|24061,2005,828.8281,4,4.0,4.0,0
690811074136949|79001|1|24061,2005,808.6708,4,4.0,4.0,0
821609540179309|79001|2|24059,2005,894.6201,2,4.0,4.0,0
881489760689307|79001|1|24061,2005,864.4292,4,4.0,4.0,0
004433420761694|79001|2|24059,2005,1207.5502,2,4.0,4.0,0
430200024593022|79001|1|24059,2005,1001.2775,2,4.0,4.0,0
104703023793452|79001|2|24059,2005,1132.4818,2,4.0,4.0,1
690825077636069|79001|1|24061,2005,1343.003,4,4.0,4.0,0
430209944506297|79001|1|24059,2005,1033.4875,2,4.0,4.0,0
932839950327301|79001|2|24060,2005,1078.611,2,4.0,4.0,0
086563630768992|79001|2|24061,2005,508.6398,4,4.0,4.0,1
770003538369540|79001|1|24061,2005,498.9195,4,4.0,4.0,1
050783530773490|79001|1|24060,2005,508.345,3,4.0,4.0,0
433257015905594|79001|2|24060,2005,524.9194,3,4.0,4.0,0
433286065906894|79001|1|24060,2005,451.1821,3,4.0,4.0,0
433286065906894|79001|2|24060,2005,524.9194,3,4.0,4.0,0
733551026904970|79001|1|24061,2005,488.1404,4,4.0,4.0,0
028963530991890|79001|1|24060,2005,498.7519,3,4.0,4.0,0
233412055906672|79001|2|24060,2005,485.311,3,4.0,4.0,0
333213084909563|79001|1|24059,2005,538.4241,2,2.0,2.0,0
399020689810953|79001|1|24060,2005,458.9138,3,3.0,3.0,0
633986023903578|79001|2|24058,2005,423.9603,1,4.0,4.0,0
744370779300955|79001|5|24059,2005,422.2399,2,4.0,4.0,0
960538092634859|79001|2|24059,2005,532.8827,2,4.0,4.0,0
086543330999291|79001|2|24058,2005,393.8876,1,4.0,4.0,0
751063394349820|79001|2|24059,2005,462.6967,2,4.0,4.0,0
913063784339120|79001|2|24058,2005,403.1941,1,4.0,4.0,0
032390639400862|79001|1|24058,2005,3018.2744,1,4.0,4.0,0
040395189400466|79001|1|24059,2005,3107.3396,2,4.0,4.0,0
043183340998599|79001|1|24058,2005,2788.5776,1,4.0,4.0,0
052903340977596|79001|3|24058,2005,2873.693,1,4.0,4.0,0
078663440016801|79001|1|24059,2005,2641.1892,2,4.0,4.0,0
237396219400872|79001|2|24058,2005,3018.2744,1,4.0,4.0,0
330409903206682|79001|3|24058,2005,2873.693,1,4.0,4.0,0
330409974675783|79001|1|24058,2005,2756.049,1,4.0,4.0,0
396906208052479|79001|2|24061,2005,3738.097,1,4.0,4.0,1
398963104013448|79001|1|24058,2005,3043.0215,1,4.0,4.0,0
398963104013448|79001|2|24058,2005,2613.1802,1,4.0,4.0,0
443641013908398|79001|2|24058,2005,2613.1802,1,4.0,4.0,0
489170686860963|79001|2|24061,2005,3236.8958,4,4.0,4.0,0
489600390240943|79001|2|24059,2005,2641.1892,2,4.0,4.0,0
489920317620963|79001|2|24061,2005,3189.5352,4,4.0,4.0,0
643496026909491|79001|1|24061,2005,3564.7495,4,4.0,4.0,0
743099065905692|79001|1|24060,2005,2841.52,3,4.0,4.0,0
843961055908598|79001|1|24060,2005,2997.4966,3,3.0,3.0,0
906908493990054|79001|1|24061,2005,3308.7854,3,4.0,4.0,0
908054942359380|79001|2|24060,2005,2841.52,3,4.0,4.0,1
934054979339480|79001|1|24058,2005,2625.4937,1,4.0,4.0,0
942004951359690|79001|1|24060,2005,3167.4436,1,4.0,4.0,0
943386063908598|79001|1|24058,2005,2264.5625,1,4.0,4.0,0
964889830749300|79001|2|24058,2005,2873.693,1,4.0,4.0,0
978044980339860|79001|2|24058,2005,2532.3813,1,4.0,4.0,0
992034979359280|79001|1|24060,2005,2689.7449,3,4.0,4.0,1
994589350329300|79001|2|24060,2005,3103.308,3,4.0,4.0,0
543869095908695|79001|1|24060,2005,3167.4436,3,4.0,4.0,0
914269050699306|79001|1|24060,2005,3227.619,3,4.0,4.0,0
057473350974590|79001|1|24058,2005,1562.1274,1,4.0,4.0,0
630509978592073|79001|2|24061,2005,1439.4819,4,4.0,4.0,0
995579850329300|79001|1|24060,2005,1496.1729,3,3.0,3.0,0
650450093735459|79001|2|24060,2005,1691.383,3,4.0,4.0,0
164392189500974|79001|1|24061,2005,1228.0743,4,4.0,4.0,0
404608143991645|79001|1|24059,2005,1119.3894,2,4.0,4.0,0
985949130329301|79001|1|24058,2005,1323.359,1,4.0,4.0,0
106602053996795|79001|1|24061,2005,1946.2747,2,3.0,3.0,0
945139130959305|79001|2|24058,2005,1623.1522,1,4.0,4.0,0
056394409600863|79001|2|24060,2005,3663.6187,3,2.0,2.0,1
063544045905596|79001|3|24060,2005,2755.1301,3,2.0,2.0,0
078313360996595|79001|2|24058,2005,3714.6973,1,4.0,4.0,1
330609977656257|79001|2|24058,2005,2952.2346,1,4.0,4.0,0
391965202077628|79001|1|24060,2005,3505.3352,3,4.0,4.0,0
392993405058610|79001|1|24058,2005,2985.3132,1,4.0,4.0,0
398993700090631|79001|1|24058,2005,2800.473,1,4.0,4.0,0
450069098036059|79001|3|24061,2005,3699.9902,4,4.0,4.0,0
480662097334519|79001|2|24059,2005,3386.36,2,4.0,4.0,0
563043033900393|79001|2|24058,2005,2839.6914,1,4.0,4.0,0
630609915607678|79001|1|24061,2005,4079.7517,4,4.0,4.0,0
646579240189303|79001|1|24059,2005,3325.3462,2,4.0,4.0,0
659890045500943|79001|1|24059,2005,3415.886,2,2.0,2.0,0
763252033905291|79001|1|24058,2005,3556.6257,1,4.0,4.0,0
826539160279302|79001|1|24061,2005,4018.2622,1,4.0,4.0,1
949398569600455|79001|2|24059,2005,3108.2373,2,4.0,4.0,0
958056200359940|79001|1|24060,2005,3443.0503,3,4.0,4.0,0
958056200359940|79001|3|24060,2005,3500.6821,3,4.0,4.0,0
958056500349940|79001|2|24059,2005,3325.3462,2,4.0,4.0,0
010013460980999|79001|3|24059,2005,2929.7327,2,4.0,4.0,0
063771085908192|79001|2|24060,2005,3193.0588,3,4.0,4.0,0
310768095735879|79001|2|24060,2005,3025.3923,3,4.0,4.0,0
393973809023698|79001|1|24058,2005,3044.3677,1,4.0,4.0,0
394975407030646|79001|2|24060,2005,3568.292,1,4.0,4.0,0
399964502028649|79001|1|24059,2005,3774.2493,2,4.0,4.0,0
399964502028649|79001|2|24059,2005,2834.7178,2,4.0,4.0,0
465398129600978|79001|2|24061,2005,2947.943,3,4.0,4.0,0
639393679600889|79001|1|24058,2005,2699.1216,1,4.0,4.0,0
663398063908997|79001|4|24058,2005,3363.3728,1,4.0,4.0,0
676989340399302|79001|2|24059,2005,3025.6636,2,3.0,3.0,0
699280138760953|79001|1|24060,2005,2770.5498,3,4.0,4.0,0
803902633699936|79001|2|24058,2005,3408.8962,1,4.0,4.0,0
816409540829304|79001|1|24059,2005,3144.6367,2,4.0,4.0,1
866599160239309|79001|2|24061,2005,3262.6567,4,4.0,4.0,0
896099140009301|79001|3|24059,2005,3309.8071,2,4.0,4.0,0
896099140009301|79001|4|24059,2005,3284.563,2,4.0,4.0,0
990967094133749|79001|1|24058,2005,3101.1797,1,4.0,4.0,0
990967094133749|79001|2|24058,2005,2966.7434,1,4.0,4.0,0
995066054369410|79001|2|24061,2005,2893.3552,3,4.0,4.0,0
126460560970304|79001|2|24061,2005,3091.2847,4,4.0,4.0,1
763226006909197|79001|4|24061,2005,3097.5896,4,4.0,4.0,0
856489940809305|79001|2|24059,2005,2645.8032,2,4.0,4.0,0
863397919600913|79001|2|24061,2005,3021.181,3,4.0,4.0,0
922036966359490|79001|2|24060,2005,3127.5784,3,1.0,1.0,0
929056930339440|79001|1|24058,2005,2803.4192,1,4.0,4.0,0
929056930339440|79001|2|24058,2005,3334.5957,1,4.0,4.0,0
988006845349950|79001|2|24059,2005,2549.694,2,3.0,3.0,0
002033460014906|79001|2|24059,2005,2811.583,2,1.0,1.0,0
054293360999393|79001|2|24058,2005,2425.8987,1,4.0,4.0,0
340965093933929|79001|1|24058,2005,2752.793,1,4.0,4.0,0
463789015908992|79001|1|24060,2005,3212.0017,3,4.0,4.0,1
705903683892706|79001|1|24060,2005,2992.0085,3,4.0,4.0,1
923046999339530|79001|1|24058,2005,2699.1216,1,4.0,4.0,0
986489330059302|79001|2|24058,2005,2862.113,1,4.0,4.0,0
306013607072781|79001|1|24058,2005,2907.3198,1,4.0,4.0,0
391924701043719|79001|1|24059,2005,2678.7114,2,4.0,4.0,0
393943205008738|79001|2|24058,2005,2840.298,1,4.0,4.0,1
399956905007779|79001|1|24061,2005,3182.8977,4,4.0,4.0,0
548396239700993|79001|1|24059,2005,2910.1033,2,4.0,4.0,0
091233670961390|79001|1|24061,2005,4014.0793,4,4.0,4.0,1
264399629700918|79001|1|24061,2005,3424.5344,4,4.0,4.0,0
406908963991227|79001|2|24061,2005,3424.5344,4,4.0,4.0,0
436390479700636|79001|1|24058,2005,3050.111,1,3.0,3.0,0
436390479700636|79001|2|24058,2005,3005.7356,1,3.0,3.0,0
006904113990467|79001|1|24061,2005,3105.866,4,4.0,4.0,0
040396469700937|79001|2|24059,2005,2910.7698,2,4.0,4.0,0
210978065733479|79001|2|24058,2005,2823.6975,1,4.0,4.0,1
361994706017719|79001|1|24059,2005,2503.6233,2,4.0,4.0,0
430709906764390|79001|1|24059,2005,2663.0554,2,4.0,4.0,0
799280230480633|79001|1|24058,2005,2890.3276,1,4.0,4.0,0
907729250729307|79001|1|24060,2005,3684.4167,3,4.0,4.0,0
710560814090043|79001|2|24059,2005,2926.8298,2,4.0,4.0,0
260987093433979|79001|2|24058,2005,325.5299,1,4.0,4.0,0
330809991273288|79001|2|24058,2005,364.293,1,3.0,3.0,0
390964708014849|79001|2|24059,2005,307.6605,2,4.0,4.0,0
483454056909493|79001|2|24061,2005,417.1328,4,4.0,4.0,0
662058914359780|79001|1|24060,2005,298.9735,3,4.0,4.0,0
883719034909698|79001|1|24059,2005,305.7923,2,4.0,4.0,0
608129240039301|79001|2|24059,2005,307.1915,2,4.0,4.0,0
889100920950743|79001|1|24059,2005,313.842,2,4.0,4.0,0
978959950959309|79001|2|24060,2005,368.6599,3,4.0,4.0,0
983386064907598|79001|2|24059,2005,315.7594,2,4.0,4.0,0
330900022486217|79001|1|24058,2005,3338.212,1,4.0,4.0,0
999920902630953|79001|2|24060,2005,3098.542,3,4.0,4.0,0
006373590994594|79001|1|24060,2005,2567.5388,3,4.0,4.0,0
006373590994594|79001|2|24060,2005,2902.8867,3,1.0,1.0,0
037391729900893|79001|2|24058,2005,3254.337,1,4.0,4.0,0
058293590993098|79001|2|24060,2005,2465.676,3,4.0,4.0,0
060492099933329|79001|1|24058,2005,3462.6333,1,4.0,4.0,0
093262055908494|79001|1|24060,2005,2592.938,3,4.0,4.0,0
093262055908494|79001|2|24060,2005,2820.1084,3,4.0,4.0,0
304055903081981|79001|1|24060,2005,2925.8918,3,4.0,4.0,0
430906998120296|79001|1|24059,2005,2326.1733,2,4.0,4.0,0
489169750799309|79001|1|24060,2005,2502.0598,3,3.0,3.0,0
630909946449975|79001|1|24061,2005,3159.9204,4,4.0,4.0,0
679939640719306|79001|1|24059,2005,2413.857,2,4.0,4.0,0
679939640719306|79001|2|24059,2005,2569.3975,2,4.0,4.0,0
759699450509302|79001|2|24060,2005,2567.5388,3,4.0,4.0,0
770699091034629|79001|2|24059,2005,2598.548,2,4.0,4.0,0
829709560129303|79001|2|24061,2005,2696.1958,4,4.0,4.0,1
830692092936799|79001|2|24061,2005,2890.3743,4,4.0,4.0,0
893039086907295|79001|2|24061,2005,2890.3743,3,4.0,4.0,0
893470064909497|79001|2|24059,2005,2413.857,2,4.0,4.0,0
959180163440943|79001|2|24059,2005,3185.2993,2,4.0,4.0,1
969190072760943|79001|2|24059,2005,3029.8467,2,4.0,4.0,0
969259750099306|79001|2|24060,2005,3378.9524,3,4.0,4.0,0
979490941790933|79001|1|24058,2005,2523.4304,1,4.0,4.0,0
304607853999449|79001|2|24059,2005,2292.8481,2,4.0,4.0,0
593924085908192|79001|2|24060,2005,2542.9248,3,4.0,4.0,0
688079920369010|79001|2|24061,2005,2328.8672,4,4.0,4.0,0
694069902359410|79001|1|24060,2005,2456.4597,3,4.0,4.0,0
710992097733949|79001|2|24058,2005,3336.0635,1,4.0,4.0,0
947019997339270|79001|1|24058,2005,2960.585,1,4.0,4.0,0
989220194680663|79001|1|24061,2005,2844.2,4,4.0,4.0,0
989710186730943|79001|1|24059,2005,2866.8972,2,4.0,4.0,1
999060964830653|79001|2|24060,2005,2542.9248,3,4.0,4.0,0
070992096933969|79001|2|24058,2005,3092.8672,1,4.0,4.0,0
910769530839402|79001|1|24058,2005,2500.8,1,4.0,4.0,0
704269005906195|79001|2|24060,2005,2427.2104,3,4.0,4.0,0
930309730909409|79001|2|24058,2005,2229.7083,1,4.0,4.0,0
304705934999490|79001|3|24059,2005,1921.8755,1,4.0,4.0,0
504608814997420|79001|2|24059,2005,1447.5729,2,4.0,4.0,0
506604454991730|79001|1|24061,2005,2424.9158,4,1.0,1.0,1
910907096243459|79001|2|24058,2005,2096.8828,1,3.0,3.0,0
036469139000990|79001|1|24058,2005,2448.7166,1,4.0,4.0,0
008524310998290|79001|2|24058,2005,2055.5803,1,4.0,4.0,0
092194610782590|79001|2|24061,2005,1568.2727,4,4.0,4.0,0
189900827900944|79001|2|24059,2005,1798.8132,2,4.0,4.0,0
199280836440954|79001|5|24060,2005,2209.557,3,4.0,4.0,0
821099040799408|79001|1|24059,2005,1757.2334,2,4.0,4.0,0
705902624897211|79001|1|24060,2005,2182.567,3,4.0,4.0,0
746498589100946|79001|2|24059,2005,1758.039,2,4.0,4.0,0
000764510994596|79001|1|24060,2005,2166.3848,3,4.0,4.0,0
069354310790895|79001|2|24058,2005,1825.2021,1,4.0,4.0,0
340915093943929|79001|2|24058,2005,2098.2598,1,4.0,4.0,0
639492489100847|79001|2|24058,2005,1925.2545,1,4.0,4.0,0
940915079445309|79001|2|24060,2005,1879.0112,3,4.0,4.0,0
045394510997894|79001|2|24060,2005,2113.959,3,4.0,4.0,0
189940851380744|79001|1|24059,2005,1700.6093,2,4.0,4.0,1
024285086909492|79001|2|24061,2005,2993.772,4,4.0,4.0,0
540209953544434|79001|1|24060,2005,3789.2532,3,4.0,4.0,0
540209953544434|79001|2|24060,2005,3662.6304,3,4.0,4.0,1
053644420980399|79001|1|24059,2005,2933.41,2,4.0,4.0,0
250490329200511|79001|1|24060,2005,2947.4382,3,4.0,4.0,0
406065507046271|79001|2|24060,2005,2855.2598,3,4.0,4.0,0
465495799200911|79001|1|24061,2005,2939.8882,4,4.0,4.0,0
491923102098246|79001|1|24058,2005,2819.5654,1,4.0,4.0,1
495986905096269|79001|1|24061,2005,2926.9868,4,4.0,4.0,0
503906984691582|79001|1|24058,2005,2523.0952,1,4.0,4.0,0
535499889200616|79001|2|24058,2005,3033.1414,1,4.0,4.0,0
543492759200915|79001|1|24059,2005,2738.5288,2,4.0,4.0,0
545499889200416|79001|2|24059,2005,2722.4731,2,4.0,4.0,0
624294034909797|79001|1|24059,2005,3694.5696,2,4.0,4.0,1
724244065001905|79001|1|24060,2005,2878.3523,3,4.0,4.0,0
724511046909599|79001|2|24061,2005,2882.2395,4,4.0,4.0,0
803904224699112|79001|1|24058,2005,3153.0215,1,4.0,4.0,0
850724094945739|79001|1|24060,2005,3236.3513,3,4.0,4.0,0
907072796439900|79001|1|24058,2005,3238.1082,1,4.0,4.0,0
907072796439900|79001|2|24058,2005,3389.006,1,4.0,4.0,0
299980530650654|79001|1|24060,2005,3118.6685,3,4.0,4.0,0
440209915983193|79001|2|24059,2005,2547.2495,2,4.0,4.0,0
498996106057209|79001|1|24061,2005,2969.5344,4,4.0,4.0,0
912149750789403|79001|1|24060,2005,2830.151,3,4.0,4.0,0
924319094909969|79001|2|24059,2005,2546.1768,2,4.0,4.0,1
967495599200907|79001|2|24061,2005,2947.9836,4,4.0,4.0,0
982029750909400|79001|1|24060,2005,3004.7175,3,4.0,4.0,1
076894520992692|79001|3|24060,2005,3346.906,2,4.0,4.0,0
142495039200914|79001|2|24059,2005,2512.3054,2,4.0,4.0,0
160820091046559|79001|2|24061,2005,3055.5146,4,4.0,4.0,1
289920028230964|79001|1|24061,2005,3167.048,4,4.0,4.0,0
641494569200959|79001|2|24059,2005,2641.0303,2,4.0,4.0,0
010842072546969|79001|2|24061,2005,509.1787,4,1.0,1.0,0
705902574891754|79001|2|24060,2005,392.2734,3,4.0,4.0,0
834491669400145|79001|1|24058,2005,510.6927,1,4.0,4.0,0
834491669400145|79001|2|24058,2005,490.0919,1,4.0,4.0,0
004934640761893|79001|1|24061,2005,491.4386,4,4.0,4.0,0
169054169440580|79001|1|24059,2005,386.3498,2,4.0,4.0,0
169054169440580|79001|2|24059,2005,344.427,2,4.0,4.0,0
169054169440580|79001|3|24059,2005,496.4575,2,4.0,4.0,0
340407997384487|79001|1|24058,2005,543.3335,1,4.0,4.0,0
340409988015689|79001|1|24058,2005,527.2276,1,4.0,4.0,0
344891016001315|79001|1|24061,2005,489.1862,4,1.0,1.0,0
439180010240944|79001|2|24059,2005,344.427,2,4.0,4.0,0
489810245680964|79001|1|24061,2005,491.4386,4,4.0,4.0,0
492905305043471|79001|2|24060,2005,379.5142,3,4.0,4.0,0
540401096829511|79001|1|24060,2005,438.3982,3,4.0,4.0,0
733054274439200|79001|2|24058,2005,439.0715,1,4.0,4.0,0
864449440829406|79001|2|24059,2005,342.3356,2,4.0,4.0,0
340500010201611|79001|2|24058,2005,2018.679,1,4.0,4.0,0
249406210500123|79001|2|24059,2005,2639.4958,2,4.0,4.0,0
354274066909596|79001|1|24061,2005,2079.8792,4,4.0,4.0,0
354274066909596|79001|2|24061,2005,2062.1018,4,4.0,4.0,1
354641064909975|79001|2|24059,2005,2746.8694,2,4.0,4.0,0
767065994439700|79001|1|24058,2005,1970.3883,1,4.0,4.0,0
495966502052549|79001|1|24061,2005,2122.834,4,4.0,4.0,0
599130152040954|79001|2|24060,2005,2853.203,3,4.0,4.0,0
854231064909798|79001|2|24059,2005,2862.6345,2,4.0,4.0,0
854843006909894|79001|1|24061,2005,2375.3113,4,4.0,4.0,1
905605854945965|79001|1|24060,2005,1925.075,3,4.0,4.0,0
059434350790694|79001|2|24058,2005,1756.8955,1,4.0,4.0,0
106702524999095|79001|2|24061,2005,3629.1755,4,4.0,4.0,0
850955099943669|79001|1|24058,2005,1762.0046,1,4.0,4.0,0
056004660115906|79001|1|24061,2005,427.3847,3,4.0,4.0,0
095324360998097|79001|2|24058,2005,366.2884,1,4.0,4.0,1
440609979165990|79001|1|24059,2005,391.1208,2,4.0,4.0,0
740496599600991|79001|1|24059,2005,345.6392,2,4.0,4.0,0
936649830969409|79001|1|24058,2005,366.2884,1,4.0,4.0,0
996076944439520|79001|1|24058,2005,313.3241,1,4.0,4.0,0
196770040271408|79001|1|24059,2005,469.9482,2,4.0,4.0,0
490924706033657|79001|1|24059,2005,476.1902,2,4.0,4.0,0
630413380600134|79001|1|24058,2005,392.4926,1,4.0,4.0,0
076004470989194|79001|1|24059,2005,2732.8137,2,4.0,4.0,0
340709921946684|79001|1|24058,2005,3369.1833,1,4.0,4.0,0
490916807008729|79001|1|24061,2005,2961.2817,4,4.0,4.0,0
574977024909990|79001|1|24059,2005,3293.3025,2,4.0,4.0,0
090974095543059|79001|1|24058,2005,2833.6633,1,4.0,4.0,0
090974095543059|79001|2|24058,2005,3324.728,1,4.0,4.0,0
971047814449560|79001|1|24059,2005,3212.8306,2,4.0,4.0,0
440706979205691|79001|1|24059,2005,2790.9426,2,4.0,4.0,1
498934204086749|79001|2|24059,2005,2953.9268,2,4.0,4.0,0
197440160150408|79001|1|24061,2005,3159.8105,4,4.0,4.0,0
799380957090954|79001|2|24060,2005,2771.127,3,4.0,4.0,0
091794480986692|79001|1|24059,2005,3109.0493,2,2.0,2.0,0
091794480986692|79001|2|24059,2005,3314.7632,2,2.0,2.0,0
178860140470403|79001|2|24059,2005,3041.8875,2,4.0,4.0,0
184561004909092|79001|1|24059,2005,2923.2302,2,4.0,4.0,0
493924700024879|79001|1|24059,2005,3999.588,2,4.0,4.0,1
496976106026819|79001|1|24061,2005,3569.204,1,4.0,4.0,1
584083034909097|79001|2|24059,2005,2923.2302,2,4.0,4.0,0
640809912902472|79001|1|24061,2005,3500.2085,4,4.0,4.0,1
858679740769402|79001|2|24059,2005,2953.8594,2,4.0,4.0,0
899140983390954|79001|1|24060,2005,2881.6,3,4.0,4.0,0
899170689670954|79001|2|24060,2005,3288.9648,3,4.0,4.0,0
918098772439630|79001|2|24058,2005,4261.6357,1,4.0,4.0,0
921028994459200|79001|2|24060,2005,3083.917,3,4.0,4.0,0
938098914439165|79051|1|24058,2005,3230.642,1,4.0,4.0,0
938599150659400|79001|2|24060,2005,3224.8457,3,4.0,4.0,1
945098917439290|79001|2|24058,2005,2744.1768,1,4.0,4.0,0
947493249800939|79001|1|24059,2005,3512.3296,1,1.0,1.0,0
963098987459650|79001|1|24060,2005,3224.8457,3,4.0,4.0,0
984218055908893|79001|2|24060,2005,3040.4976,2,4.0,4.0,0
