PERIDNUM,cohort,MARZO,leaver,OCCUP,PEIOOCC,leaver_MARCH
1003109407402098000101,2005,0,0.0,,,
1004000215310188000102,2005,0,0.0,,,
1006000642775198000102,2005,0,0.0,,,
1006098406136818000101,2005,0,,,,
1006098406136818000102,2005,0,,,,
1009079968295818000101,2005,0,,,,
1009099021886898000102,2005,0,0.0,,,
1009099245930828000101,2005,0,1.0,,,
1010755080953818000101,2005,0,0.0,,,
1019020548967998000102,2005,0,0.0,,,
1020976070503917900102,2005,1,0.0,,,
1023309509601018000101,2005,0,,,,
1029021642949888000102,2005,0,0.0,,,
1029031559904018000102,2005,0,0.0,,,
1029053339970998000101,2005,0,0.0,,,
1029055019952328000101,2005,0,1.0,,,
1029094739994998026101,2005,0,,,,
1032205204701058000102,2005,0,0.0,,,
1040339010613618000102,2005,0,0.0,,,
1040632070416018000101,2005,0,0.0,,,
1040773090858717900101,2005,1,0.0,,,
1059051603958368000103,2005,0,1.0,,,
1066049309967557900101,2005,1,0.0,,,
1067025249990957900102,2005,1,0.0,,,
1069076429928747900102,2005,1,1.0,,,
1069094939962917900102,2005,1,0.0,,,
1069097839952717900102,2005,1,0.0,,,
1069802609500067900101,2005,1,,,,
1070000311071007900102,2005,1,0.0,,,
1070879040475317900102,2005,1,0.0,,,
1079049525984167900102,2005,1,0.0,,,
1089020149961027900101,2005,1,0.0,,,
1089039337924697900101,2005,1,0.0,,,
1089048839954117900102,2005,1,,,,
1090275040392417900102,2005,1,1.0,,,
1102069259864928000102,2005,0,0.0,,,
1102099839792338000101,2005,0,0.0,,,
1102505797700458000101,2005,0,0.0,,,
1103099848729888000101,2005,0,0.0,,,
1103099848729888000102,2005,0,0.0,,,
1103099848729888000103,2005,0,0.0,,,
1105079968295518000102,2005,0,0.0,,,
1105099401643148000101,2005,0,0.0,,,
1107099464369868000102,2005,0,0.0,,,
1108170961421998000101,2005,0,0.0,,,
1150927499005308000101,2005,0,0.0,,,
1160191971602307900101,2005,1,0.0,,,
1160191971602307900102,2005,1,0.0,,,
1185707174409617900101,2005,1,,,,
1204099878358688000102,2005,0,0.0,,,
1205099740878628000103,2005,0,,,,
1208099142861878000102,2005,0,,,,
1209010634531898000101,2005,0,0.0,,,
1209010634531898000102,2005,0,0.0,,,
1209240759095628000101,2005,0,0.0,,,
1209780941114798000101,2005,0,1.0,,,
1210931486007108000101,2005,0,0.0,,,
1264605609703047900102,2005,1,1.0,,,
1282304600604057900101,2005,1,,,,
1302099629079868000102,2005,0,,,,
1304099835920838000103,2005,0,,,,
1306099140273858000102,2005,0,0.0,,,
1306099140273858000103,2005,0,,,,
1306099604506878000104,2005,0,,,,
1308000688396158000101,2005,0,0.0,,,
1308500646046198000101,2005,0,1.0,,,
1313607599009508000102,2005,0,0.0,,,
1335201208113008000101,2005,0,1.0,,,
1378204402104098000101,2005,0,0.0,,,
1383990093006988000102,2005,0,0.0,,,
1402099330965868000101,2005,0,,,,
1402099330965868000102,2005,0,,,,
1402170957114788000102,2005,0,1.0,,,
1408098951977898000101,2005,0,0.0,,,
1408099314080808000101,2005,0,0.0,,,
1409910759110598000101,2005,0,0.0,,,
1443921894007748000103,2005,0,0.0,,,
1452916090009058000102,2005,0,,,,
1454710489072917900102,2005,1,0.0,,,
1470771552607007900101,2005,1,0.0,,,
1500950289096927900102,2005,1,,,,
1504000444626188000102,2005,0,0.0,,,
1508140922382497900101,2005,1,,,,
1508480986380997900102,2005,1,0.0,,,
1549420649095678000101,2005,0,0.0,,,
1562205701002037900102,2005,1,0.0,,,
1601510099423008000102,2005,0,,,,
1603280649094918000102,2005,0,0.0,,,
1607460984355498000101,2005,0,0.0,,,
1608200910465597900102,2005,1,1.0,,,
1608380956588797900101,2005,1,,,,
1609660984135498000102,2005,0,0.0,,,
1609910720150298000103,2005,0,1.0,,,
1619086040940897900102,2005,1,0.0,,,
1623503208204098000101,2005,0,0.0,,,
1629683030393697900102,2005,1,0.0,,,
1632140739033918000101,2005,0,0.0,,,
1638030689099907900102,2005,1,1.0,,,
1639927060840388000102,2005,0,0.0,,,
1643921895009747900101,2005,1,0.0,,,
1664207708802087900101,2005,1,0.0,,,
1671997998009967900102,2005,1,0.0,,,
1672986497009127900101,2005,1,0.0,,,
1707320909113798000102,2005,0,1.0,,,
1724320869097927900101,2005,1,1.0,,,
1742727394008517900102,2005,1,0.0,,,
1742727394008517900103,2005,1,0.0,,,
1748211070351068000101,2005,0,0.0,,,
1750181873208308000101,2005,0,0.0,,,
1809720922277497900102,2005,1,0.0,,,
1813280669094917900101,2005,1,0.0,,,
1814100101705158000102,2005,0,0.0,,,
1835204203205048000101,2005,0,0.0,,,
1919382080423897900103,2005,1,,,,
1919685020397397900101,2005,1,0.0,,,
1919735080953888000103,2005,0,,,,
1919735080953888000104,2005,0,,,,
1919745080148278000102,2005,0,0.0,,,
1929074090802637900101,2005,1,0.0,,,
1929624000427978000101,2005,0,,,,
1949221070351098000102,2005,0,0.0,,,
1959582000313297900101,2005,1,,,,
1959616040938558000102,2005,0,0.0,,,
1959821030135998000102,2005,0,0.0,,,
1959821030136978000101,2005,0,1.0,,,
1959831030136958000102,2005,0,0.0,,,
1969218060532568000102,2005,0,1.0,,,
1969219020302288000101,2005,0,0.0,,,
1969720070543898000102,2005,0,,,,
1969783010328197900102,2005,1,0.0,,,
1974401601504087900101,2005,1,0.0,,,
1978677090507617900101,2005,1,0.0,,,
1979145040770498000101,2005,0,0.0,,,
1979318050887808000102,2005,0,0.0,,,
1979782080897297900101,2005,1,,,,
1984203403201078000101,2005,0,0.0,,,
1988413050647818000101,2005,0,0.0,,,
1989119050900388000102,2005,0,,,,
1989225010773498000101,2005,0,0.0,,,
1989362070186697900102,2005,1,0.0,,,
1989666040577197900102,2005,1,,,,
1990302247109757900101,2005,1,0.0,,,
1991506087609138000102,2005,0,1.0,,,
1991604694009558000101,2005,0,1.0,,,
1991901207807528000101,2005,0,0.0,,,
1991901207807528000102,2005,0,0.0,,,
1992504826909108000101,2005,0,0.0,,,
1993300045006428000102,2005,0,0.0,,,
1994204620909558000101,2005,0,0.0,,,
1994309972309528000101,2005,0,,,,
1997003275909727900102,2005,1,0.0,,,
1998102456807328000101,2005,0,,,,
1999200282309737900102,2005,1,0.0,,,
1999503429909737900101,2005,1,0.0,,,
2000959090026318000101,2005,0,0.0,,,
2006099561028428000102,2005,0,0.0,,,
2006099654631998000102,2005,0,,,,
2006099823295288000102,2005,0,1.0,,,
2010418060253818000102,2005,0,1.0,,,
2026095559995208000102,2005,0,0.0,,,
2029067739901908000102,2005,0,,,,
2039008425998868000102,2005,0,0.0,,,
2046015549925008000102,2005,0,1.0,,,
2046052759923148000101,2005,0,0.0,,,
2047030719995198000101,2005,0,0.0,,,
2049032504947668000101,2005,0,0.0,,,
2051030711095198000101,2005,0,0.0,,,
2057059305902498000102,2005,0,1.0,,,
2059044308869948000102,2005,0,0.0,,,
2066016329951937900101,2005,1,1.0,,,
2067022159910157900101,2005,1,,,,
2067055329958437900101,2005,1,0.0,,,
2069020659960347900101,2005,1,0.0,,,
2069039949909067900101,2005,1,,,,
2069070839952647900103,2005,1,,,,
2070093401093567900101,2005,1,0.0,,,
2070515080132618000101,2005,0,,,,
2071026551050137900102,2005,1,1.0,,,
2086069349462467900101,2005,1,0.0,,,
2089099609951757900101,2005,1,,,,
2100099245930428000101,2005,0,0.0,,,
2102099686959208000101,2005,0,,,,
2105099401643948000102,2005,0,0.0,,,
2111767481003408000101,2005,0,0.0,,,
2120931496005988000101,2005,0,0.0,,,
2138910450013018000101,2005,0,0.0,,,
2138910450013018000102,2005,0,0.0,,,
2146370750013188000102,2005,0,0.0,,,
2157550549092648000101,2005,0,,,,
2157550549092648000102,2005,0,,,,
2193986297008148000102,2005,0,0.0,,,
2194208009609817900102,2005,1,0.0,,,
2200099379264978000101,2005,0,0.0,,,
2202099344170938000102,2005,0,0.0,,,
2205301267300518000102,2005,0,1.0,,,
2206099710346978000101,2005,0,0.0,,,
2206099710346978000102,2005,0,0.0,,,
2208190921362397900101,2005,1,0.0,,,
2209050703577197900102,2005,1,1.0,,,
2218110569095947900102,2005,1,0.0,,,
2219500759083988000101,2005,0,,,,
2231940296009178000102,2005,0,,,,
2240946176004698000102,2005,0,0.0,,,
2245612790008708000101,2005,0,,,,
2245612790008708000102,2005,0,,,,
2263951396009028000102,2005,0,0.0,,,
2273612297009428000101,2005,0,1.0,,,
2273612297009428000102,2005,0,0.0,,,
2275967095007448000102,2005,0,0.0,,,
2290962196009238000101,2005,0,0.0,,,
2291665299009168000102,2005,0,0.0,,,
2302099586981958000102,2005,0,0.0,,,
2304099063559918000101,2005,0,,,,
2304099944113968000101,2005,0,0.0,,,
2306099315272728000101,2005,0,0.0,,,
2308079077558968000101,2005,0,1.0,,,
2309530983111598000101,2005,0,0.0,,,
2314440519068928000102,2005,0,0.0,,,
2324986597008498000101,2005,0,0.0,,,
2330980596008638000101,2005,0,0.0,,,
2353930569093647900102,2005,1,0.0,,,
2402099245930728000102,2005,0,1.0,,,
2402099395551908000102,2005,0,0.0,,,
2402099761868728000102,2005,0,,,,
2406079458060938000102,2005,0,0.0,,,
2408000675332288000102,2005,0,0.0,,,
2408098664981978000102,2005,0,0.0,,,
2408099580765438000101,2005,0,,,,
2408099763087908000102,2005,0,1.0,,,
2408099925988938000101,2005,0,0.0,,,
2421993495009058000102,2005,0,0.0,,,
2496500592709148000101,2005,0,0.0,,,
2500099224861998000101,2005,0,0.0,,,
2504099961120908000102,2005,0,0.0,,,
2505099065933918000101,2005,0,0.0,,,
2506420569098997900102,2005,1,0.0,,,
2509000673229748000101,2005,0,0.0,,,
2509000673229748000102,2005,0,0.0,,,
2510330419081758000103,2005,0,,,,
2510330419081758000104,2005,0,,,,
2529430689070907900101,2005,1,0.0,,,
2572005505701048000102,2005,0,1.0,,,
2574967092008448000102,2005,0,0.0,,,
2600180570012067900101,2005,1,,,,
2605230429076998000101,2005,0,0.0,,,
2606280914169597900102,2005,1,0.0,,,
2607550529042948000101,2005,0,,,,
2608350703343398000101,2005,0,0.0,,,
2608980914089597900101,2005,1,0.0,,,
2609430040661388000101,2005,0,0.0,,,
2609430040661388000102,2005,0,0.0,,,
2609470734219798000101,2005,0,0.0,,,
2612796599009367900101,2005,1,0.0,,,
2632690870012007900101,2005,1,0.0,,,
2632690870012007900102,2005,1,0.0,,,
2632980596009637900101,2005,1,0.0,,,
2642699599009687900101,2005,1,1.0,,,
2643996297009187900101,2005,1,0.0,,,
2649359010618698000101,2005,0,0.0,,,
2652959395209777902101,2005,1,0.0,,,
2654041000279398000101,2005,0,0.0,,,
2654041000279398000102,2005,0,0.0,,,
2655230489096997900102,2005,1,0.0,,,
2660972796009957900102,2005,1,0.0,,,
2676797700991057900101,2005,1,0.0,,,
2709150909576197900102,2005,1,1.0,,,
2713810358033998000101,2005,0,0.0,,,
2715584502271058000101,2005,0,0.0,,,
2729162020470297900102,2005,1,,,,
2739575030433487900101,2005,1,,,,
2742912795006707900102,2005,1,1.0,,,
2746330579089917900102,2005,1,0.0,,,
2791509375809717900101,2005,1,0.0,,,
2794983299003977900102,2005,1,,,,
2799689080689797900103,2005,1,0.0,,,
2806270270017017900101,2005,1,,,,
2812791697007047900101,2005,1,0.0,,,
2847590179083927900102,2005,1,0.0,,,
2854759395009777900102,2005,1,0.0,,,
2890509865009847900102,2005,1,0.0,,,
2899200282309647900101,2005,1,0.0,,,
2908940944281297900102,2005,1,0.0,,,
2909381030550297900102,2005,1,,,,
2909640944211298000101,2005,0,0.0,,,
2919565050376897900102,2005,1,0.0,,,
2929013080999658000103,2005,0,0.0,,,
2929144030653698000102,2005,0,0.0,,,
2929228000547898000101,2005,0,,,,
2939124080979078000102,2005,0,0.0,,,
2939267000169397900101,2005,1,0.0,,,
2949862020432597900101,2005,1,1.0,,,
2959383040926997900101,2005,1,,,,
2959588040592997900102,2005,1,,,,
2969061000136097900101,2005,1,1.0,,,
2979438060590588000101,2005,0,0.0,,,
2989336090655868000102,2005,0,0.0,,,
2989463050643897900102,2005,1,,,,
2989463050644877900103,2005,1,1.0,,,
2995209870509128000102,2005,0,1.0,,,
2997907355909747900101,2005,1,0.0,,,
2999173040985287900102,2005,1,,,,
2999466060714077900101,2005,1,0.0,,,
3004099311455598000101,2005,0,0.0,,,
3006097492523368000101,2005,0,,,,
3006099397509858000101,2005,0,0.0,,,
3006099492258548000101,2005,0,,,,
3009770909313998000101,2005,0,0.0,,,
3017071928936338000101,2005,0,0.0,,,
3017071928936338000102,2005,0,0.0,,,
3019091608981868000103,2005,0,0.0,,,
3019500219062948000102,2005,0,0.0,,,
3029024519908588000102,2005,0,1.0,,,
3029034229926918000102,2005,0,0.0,,,
3037047828936008000101,2005,0,,,,
3040779030351417900102,2005,1,,,,
3047022239912918000102,2005,0,0.0,,,
3049065837915768000101,2005,0,,,,
3056041059416908000102,2005,0,0.0,,,
3059000048911628000101,2005,0,0.0,,,
3067047829936017900101,2005,1,0.0,,,
3067080559927957900101,2005,1,0.0,,,
3069045339945307900102,2005,1,0.0,,,
3069057909917417900101,2005,1,,,,
3070911060786818000101,2005,0,1.0,,,
3070911060786818000102,2005,0,0.0,,,
3079083228913937900102,2005,1,0.0,,,
3086059209907857900102,2005,1,0.0,,,
3089014559984337900101,2005,1,,,,
3089014559984337900102,2005,1,,,,
3089077549988587900102,2005,1,0.0,,,
3089077549988587900103,2005,1,0.0,,,
3100705484300657900102,2005,1,0.0,,,
3103000825237128000101,2005,0,0.0,,,
3104807806000627900101,2005,1,,,,
3104908198008048000101,2005,0,0.0,,,
3106099762082868000101,2005,0,0.0,,,
3108640929048288000102,2005,0,,,,
3109099458060838000102,2005,0,0.0,,,
3134705294006478000101,2005,0,0.0,,,
3153962991008808000101,2005,0,1.0,,,
3161947592006218000102,2005,0,0.0,,,
3201069003446868000101,2005,0,0.0,,,
3204000762080108000101,2005,0,0.0,,,
3213880619059988000103,2005,0,0.0,,,
3216290979088937900102,2005,1,0.0,,,
3222200539086968000102,2005,0,0.0,,,
3224944098009238000101,2005,0,0.0,,,
3263947598009218000102,2005,0,0.0,,,
3304099401643848000102,2005,0,0.0,,,
3306099839792838000102,2005,0,0.0,,,
3308099912732888000101,2005,0,0.0,,,
3322606793009428000102,2005,0,,,,
3404948598009908000106,2005,0,0.0,,,
3408000664552128000101,2005,0,0.0,,,
3408000664552128000102,2005,0,0.0,,,
3408099664552328000101,2005,0,,,,
3409100647285647900101,2005,1,,,,
3409610976410798000101,2005,0,0.0,,,
3409610976410798000102,2005,0,0.0,,,
3448910160013157900101,2005,1,,,,
3505000629975108000102,2005,0,0.0,,,
3508870139088928000101,2005,0,0.0,,,
3509850639474797900102,2005,1,0.0,,,
3512710597006518000102,2005,0,0.0,,,
3523906794008428000101,2005,0,,,,
3542740669095967900101,2005,1,0.0,,,
3542740669095967900102,2005,1,1.0,,,
3564873407690058000101,2005,0,0.0,,,
3591505590909458000102,2005,0,0.0,,,
3601660418081908000101,2005,0,,,,
3602926496009527900103,2005,1,,,,
3609380949516998000101,2005,0,0.0,,,
3609680671439798000101,2005,0,0.0,,,
3619112010939588000101,2005,0,0.0,,,
3634984392009597900102,2005,1,,,,
3636290949048938000101,2005,0,,,,
3639248030353198000102,2005,0,1.0,,,
3639918020035588000102,2005,0,0.0,,,
3644915030428898000102,2005,0,0.0,,,
3646290949098738000101,2005,0,0.0,,,
3655440549093938000101,2005,0,0.0,,,
3692100381509438000101,2005,0,0.0,,,
3708460901084387900101,2005,1,0.0,,,
3709000684370297900101,2005,1,0.0,,,
3709090920270597900101,2005,1,1.0,,,
3709460901274397900101,2005,1,0.0,,,
3709582070198597900101,2005,1,0.0,,,
3712980469096947900101,2005,1,,,,
3719253060413888000101,2005,0,0.0,,,
3719670050523287900101,2005,1,,,,
3733830729074978000101,2005,0,0.0,,,
3739025000371498000101,2005,0,0.0,,,
3741620489096907900101,2005,1,,,,
3799536060263268000101,2005,0,,,,
3809320954575297900102,2005,1,0.0,,,
3824460969092697900102,2005,1,0.0,,,
3890705484309458000101,2005,0,0.0,,,
3891663293009367900101,2005,1,,,,
3896806359809438000102,2005,0,,,,
3909672030063087900101,2005,1,0.0,,,
3916290970018037900102,2005,1,,,,
3919545050378898000102,2005,0,0.0,,,
3929784010726597900101,2005,1,0.0,,,
3929885000974597900101,2005,1,,,,
3939128060516578000101,2005,0,1.0,,,
3939138060516558000101,2005,0,0.0,,,
3939432050087388000101,2005,0,,,,
3939485040446597900101,2005,1,0.0,,,
3939485040446597900102,2005,1,0.0,,,
3941007013006438000101,2005,0,,,,
