PERIDNUM,cohort,MARZO,leaver,OCCUP,PEIOOCC,leaver_MARCH
3104406682400418100102,2006,1,0.0,,,
3107099326633898100103,2006,1,0.0,,,
3107099776695108100101,2006,1,0.0,,,
3107099776695108100102,2006,1,1.0,,,
3108640929048288100102,2006,1,0.0,,,
3109500249092948100101,2006,1,0.0,,,
3109690903311298200101,2006,0,1.0,,,
3109690903311298200103,2006,0,0.0,,,
3109880957378798100101,2006,0,,,,
3153210169097978100101,2006,0,,,,
3156030269095958100102,2006,0,0.0,,,
3162860108790008200101,2006,0,0.0,,,
3172684598008558200102,2006,0,0.0,,,
3200079604783838100102,2006,1,0.0,,,
3203064863522948100102,2006,1,1.0,,,
3203079030919868100102,2006,1,0.0,,,
3204955992009158100102,2006,1,1.0,,,
3206099477165828100101,2006,1,0.0,,,
3207079634162568100101,2006,1,0.0,,,
3209079704200868100102,2006,1,,,,
3239198405673048100101,2006,1,0.0,,,
3272926790009498100101,2006,1,1.0,,,
3303944394008318100102,2006,1,0.0,,,
3305000523847148100101,2006,1,,,,
3305250994120698100101,2006,1,,,,
3305250994120698100102,2006,1,,,,
3306099064644848100101,2006,1,,,,
3326000219086708200101,2006,0,0.0,,,
3332632998009188100102,2006,1,0.0,,,
3394784094003318100101,2006,1,,,,
3408069656296988100101,2006,1,0.0,,,
3408099003446868100101,2006,1,0.0,,,
3408099574920868100101,2006,1,,,,
3409670987279198100101,2006,0,0.0,,,
3409830950135998100102,2006,1,0.0,,,
3413951799009248100101,2006,1,,,,
3442130849095738100102,2006,1,0.0,,,
3482912194009418100101,2006,1,,,,
3482912194009418100102,2006,1,,,,
3484984794002938100101,2006,1,0.0,,,
3500069392149888100101,2006,1,0.0,,,
3500069888640878100101,2006,1,0.0,,,
3501099998693808100102,2006,1,0.0,,,
3509360915176098100103,2006,0,1.0,,,
3509690777559598100101,2006,0,0.0,,,
3509890687479398100101,2006,0,,,,
3509890687479398100102,2006,0,,,,
3535632946009188100101,2006,0,0.0,,,
3546410649099758100102,2006,1,1.0,,,
3551994893008448100101,2006,0,0.0,,,
3601660480021008100101,2006,0,0.0,,,
3606000259086908100102,2006,0,,,,
3608250722029698100102,2006,1,0.0,,,
3609229090879098100102,2006,1,0.0,,,
3609510992533898100101,2006,1,1.0,,,
3609860949434698100101,2006,1,0.0,,,
3609860949434698100102,2006,1,0.0,,,
3615726195009488100101,2006,0,0.0,,,
3629587010840998100101,2006,0,,,,
3639248030353198100101,2006,1,0.0,,,
3671771699009698100101,2006,0,0.0,,,
3671771699009698100102,2006,0,0.0,,,
3689125040067298100102,2006,1,,,,
3689827050460698100101,2006,1,,,,
3692100381509438100102,2006,1,0.0,,,
3709220964414398200101,2006,0,,,,
3709360901334398100102,2006,1,,,,
3719372010083558100101,2006,0,,,,
3729455020263168100101,2006,0,0.0,,,
3742945894005688100101,2006,0,0.0,,,
3759413070263188200102,2006,0,0.0,,,
3793694141009318100101,2006,0,0.0,,,
3809520754535298100102,2006,1,1.0,,,
3832658699009218100102,2006,0,0.0,,,
3842080769097938100101,2006,0,0.0,,,
3871906892004708100101,2006,0,,,,
3909217060339588200101,2006,0,0.0,,,
3909740672432998100102,2006,1,,,,
3909920700216798200101,2006,0,0.0,,,
3909920700216798200102,2006,0,0.0,,,
3919789060967498100101,2006,0,,,,
3919815010474488200101,2006,0,1.0,,,
3929482080354798100102,2006,0,,,,
3929842060194498100101,2006,1,,,,
3939383080667398100101,2006,0,0.0,,,
3941006011206228100102,2006,1,0.0,,,
3942201003106228100102,2006,1,,,,
3942201003106228100103,2006,1,,,,
3948303253106628100101,2006,0,0.0,,,
3949026020797798100101,2006,1,0.0,,,
3949175060496588100105,2006,0,0.0,,,
3949745020525598100102,2006,1,0.0,,,
3949811060179258200101,2006,0,1.0,,,
3959142010776478100102,2006,1,0.0,,,
3959150020481468100102,2006,0,,,,
3959232090646068100102,2006,1,0.0,,,
3959629020764798100105,2006,1,,,,
3959860070196898100101,2006,0,0.0,,,
3959969040407398100101,2006,0,0.0,,,
3969062080524798100102,2006,0,0.0,,,
3969164010007498100101,2006,0,0.0,,,
3969219020301288200101,2006,0,0.0,,,
3979027060464998100101,2006,1,0.0,,,
3979086030147098100103,2006,0,0.0,,,
3979545080136678100102,2006,1,0.0,,,
3989648040074878100102,2006,1,0.0,,,
3990201501609118200103,2006,0,0.0,,,
3991504090409718100102,2006,0,,,,
3995309682306528100101,2006,0,,,,
3999469030626498100102,2006,0,0.0,,,
3999509865606328100102,2006,1,0.0,,,
3999549050070798100102,2006,1,0.0,,,
3999645020286498100101,2006,1,0.0,,,
3999645020286498100102,2006,1,0.0,,,
4000637080142418100102,2006,1,0.0,,,
4000637080142418100103,2006,1,1.0,,,
4006099655960908100101,2006,1,0.0,,,
4008079579636798100102,2006,1,1.0,,,
4009079946913708100102,2006,1,0.0,,,
4010059531092998200102,2006,0,0.0,,,
4010076040941818100102,2006,0,0.0,,,
4011470549097978100102,2006,1,1.0,,,
4020390149097798100102,2006,1,1.0,,,
4026001249972708100103,2006,1,,,,
4029016434934028100101,2006,1,,,,
4029042129971858100103,2006,1,0.0,,,
4039075146951018100101,2006,1,1.0,,,
4047071549957868100102,2006,1,0.0,,,
4047081429916478100101,2006,1,,,,
4050256070492418100102,2006,0,0.0,,,
4050634030071818100102,2006,1,0.0,,,
4056800849097788100102,2006,1,0.0,,,
4066095339927678100101,2006,0,0.0,,,
4067094609962188100102,2006,0,,,,
4069087704950668100101,2006,0,,,,
4069892109590068200102,2006,0,0.0,,,
4070057931092578100102,2006,0,0.0,,,
4079036426908008100102,2006,0,0.0,,,
4079084238978368100102,2006,0,0.0,,,
4079084238978368100103,2006,0,1.0,,,
4081016432034028100102,2006,0,0.0,,,
4086051619448698100101,2006,0,,,,
4089082027914608100102,2006,0,,,,
4090750020975018100101,2006,0,0.0,,,
4101706868600438100102,2006,1,0.0,,,
4103099812945908100102,2006,1,0.0,,,
4109079564897708100101,2006,1,0.0,,,
4109620994379798100102,2006,0,0.0,,,
4126140149097758100103,2006,1,,,,
4130659030986218100102,2006,0,0.0,,,
4164056108001458200102,2006,0,0.0,,,
4200099105160958100101,2006,1,0.0,,,
4201079151644978100101,2006,1,1.0,,,
4203069200630968100101,2006,1,0.0,,,
4207079351105918100102,2006,1,0.0,,,
4235194105493078200101,2006,0,0.0,,,
4240390149077998100103,2006,1,0.0,,,
4240390149077998100104,2006,1,0.0,,,
4274618792009318100101,2006,1,,,,
4304099121901928100102,2006,1,0.0,,,
4306099231993498100101,2006,1,,,,
4307000569108148100101,2006,1,0.0,,,
4307099533629988100101,2006,1,,,,
4311902595008338100101,2006,1,0.0,,,
4315310689093988100101,2006,0,0.0,,,
4350928096003228100102,2006,1,,,,
4352913295006668100101,2006,1,0.0,,,
4352913295006668100102,2006,1,0.0,,,
4399906423409808100101,2006,0,0.0,,,
4401099858459938100102,2006,1,0.0,,,
4402069425717928100102,2006,1,0.0,,,
4406099205859998100101,2006,1,0.0,,,
4406099205859998100102,2006,1,0.0,,,
4406099534703958100102,2006,1,0.0,,,
4407099712569988100102,2006,1,0.0,,,
4408099026511908100102,2006,1,0.0,,,
4408099312122938100102,2006,1,0.0,,,
4425998493009778100101,2006,1,0.0,,,
4426090104670018200101,2006,0,0.0,,,
4434906596009088100101,2006,1,0.0,,,
4435774396009728100102,2006,1,0.0,,,
4471996693009418100101,2006,1,0.0,,,
4482938199009868100101,2006,1,0.0,,,
4486699509094048100102,2006,0,0.0,,,
4493999094009388100102,2006,1,,,,
4498806195007348100102,2006,1,0.0,,,
4501069964696928100101,2006,1,0.0,,,
4505079204674978100102,2006,1,0.0,,,
4505099684333908100101,2006,1,0.0,,,
4509280636438498100101,2006,1,0.0,,,
4509510935331998100102,2006,1,0.0,,,
4516130419014908200101,2006,0,0.0,,,
4516130419014908200102,2006,0,0.0,,,
4520890629074918100101,2006,1,0.0,,,
4526720839031978100102,2006,1,0.0,,,
4532945395003818100102,2006,0,,,,
4554300250015148100102,2006,0,,,,
4561931297008828100101,2006,0,0.0,,,
4573018307001908100101,2006,0,,,,
4584696702594028100102,2006,0,0.0,,,
4603990379032958100104,2006,0,0.0,,,
4605950839039958100102,2006,1,0.0,,,
4612736791009628100101,2006,0,0.0,,,
4619326080268098100102,2006,1,0.0,,,
4623998496009778100101,2006,0,0.0,,,
4659088080927398100102,2006,0,,,,
4669042080527798100101,2006,1,1.0,,,
4669989090368898100103,2006,0,0.0,,,
4671795195009508100102,2006,0,0.0,,,
4672968391009588100101,2006,0,1.0,,,
4674963599009088100101,2006,0,,,,
4679083060426298100102,2006,0,0.0,,,
4683962496009648100102,2006,0,0.0,,,
4689422030758998100102,2006,1,1.0,,,
4694003644109848100101,2006,0,0.0,,,
4719129060905398100101,2006,1,1.0,,,
4719664090140998100101,2006,0,0.0,,,
4719664090140998100102,2006,0,0.0,,,
4733745398008818100101,2006,0,0.0,,,
4748090849092988100101,2006,1,0.0,,,
4769163090606098100101,2006,0,0.0,,,
4769163090606098100102,2006,0,0.0,,,
4774995194001508100101,2006,0,0.0,,,
4798604146509538100101,2006,0,0.0,,,
4803420023027508100101,2006,1,0.0,,,
4809100904510598200103,2006,0,1.0,,,
4835950869099958100101,2006,0,0.0,,,
4881940892004558100102,2006,0,,,,
4895996109593058200101,2006,0,,,,
4899406311609838100101,2006,0,0.0,,,
4899406311609838100102,2006,0,0.0,,,
4899408513809838100102,2006,0,0.0,,,
4909151000718988100101,2006,0,,,,
4909151000718988100102,2006,0,,,,
4909168070087298100102,2006,0,1.0,,,
4909247050379978100102,2006,1,,,,
4909864080166998100102,2006,0,0.0,,,
4909986020308498100101,2006,0,0.0,,,
4919719060961468200101,2006,0,0.0,,,
4919884080515498100102,2006,0,0.0,,,
4929062010564928100102,2006,0,0.0,,,
4929062010564928100103,2006,0,0.0,,,
4929771020938588100101,2006,0,1.0,,,
4929811050162768200103,2006,0,0.0,,,
4929929080838598100103,2006,1,0.0,,,
4929931000858488100101,2006,1,,,,
4939165020818478100101,2006,0,0.0,,,
4939486030546998100101,2006,0,,,,
4946410139063988100102,2006,1,0.0,,,
4949528030528598100102,2006,1,,,,
4949528030528598100103,2006,1,,,,
4959270010607858100101,2006,0,0.0,,,
4959363040927998100102,2006,0,0.0,,,
4959462040885698100102,2006,0,,,,
4959470000872388100101,2006,0,0.0,,,
4960991100093018200102,2006,0,1.0,,,
4969246010258598100101,2006,1,0.0,,,
4969424090958478100101,2006,1,0.0,,,
4979185040774498100102,2006,0,0.0,,,
4979340000998798100102,2006,1,0.0,,,
4979813040984388200102,2006,0,0.0,,,
4981985309794078100101,2006,1,0.0,,,
4981985309794078100102,2006,1,0.0,,,
4989151020004408100103,2006,0,,,,
4990306026209738100101,2006,0,0.0,,,
4991009209506308100101,2006,1,0.0,,,
4991209794809738100101,2006,0,0.0,,,
4992809247209558100101,2006,0,,,,
4993203693606558100101,2006,0,0.0,,,
4994003644107128200101,2006,0,0.0,,,
4994105844506858100101,2006,0,0.0,,,
4994908245206758100102,2006,0,0.0,,,
4995404923809158200101,2006,0,0.0,,,
4995405722509538100101,2006,0,0.0,,,
4996908545509158200102,2006,0,0.0,,,
4997501577207348100101,2006,1,0.0,,,
4997902663609138200102,2006,0,0.0,,,
4998103239809758100101,2006,0,0.0,,,
4999569050072798100102,2006,0,0.0,,,
5001640049061408100101,2006,0,0.0,,,
5006097978001698100101,2006,0,0.0,,,
5006099140311118100101,2006,0,0.0,,,
5007940992356598100101,2006,0,0.0,,,
5008064248319928100102,2006,0,,,,
5009560644454598100101,2006,0,0.0,,,
5009690939317598200101,2006,0,0.0,,,
5010071711069668200102,2006,0,0.0,,,
5017045028944638200102,2006,0,0.0,,,
5026052459971408100101,2006,1,,,,
5027046549973048100101,2006,1,0.0,,,
5029007219988538100102,2006,1,,,,
5029092659941838100101,2006,1,0.0,,,
5047069809915898100102,2006,1,1.0,,,
5050075001093968100101,2006,0,0.0,,,
5059049418943838100102,2006,0,1.0,,,
5066088849957708100101,2006,0,0.0,,,
5066088849957708100102,2006,0,0.0,,,
5067083939966838100102,2006,0,0.0,,,
5079069806915898100101,2006,0,,,,
5081692800694038100101,2006,0,0.0,,,
5086034458902408100102,2006,0,,,,
5087034407902498100103,2006,0,0.0,,,
5087069817915858100101,2006,0,0.0,,,
5089064919903538100101,2006,0,1.0,,,
5102102692300448100102,2006,1,0.0,,,
5103704276900848100101,2006,0,0.0,,,
5107707278400858100101,2006,0,0.0,,,
5125120550012008100101,2006,0,0.0,,,
5132058702001168200102,2006,0,0.0,,,
5191998992008078200102,2006,0,0.0,,,
5200099234927638100101,2006,0,0.0,,,
5204079968295818100102,2006,0,,,,
5207450960477998100101,2006,0,,,,
5207550960177998100101,2006,0,0.0,,,
5207690943012678200105,2006,0,0.0,,,
5209060982133498100101,2006,1,,,,
5209099315061678100101,2006,0,,,,
5209790943432698100101,2006,1,,,,
5209800699469098100102,2006,0,0.0,,,
5211615993009088100101,2006,1,0.0,,,
5220672495009558100101,2006,1,0.0,,,
5245390089091968100101,2006,0,,,,
5250998899007168100101,2006,1,0.0,,,
5251978198009988100102,2006,1,0.0,,,
5273631895009788100101,2006,1,0.0,,,
5293608890009238100102,2006,1,0.0,,,
5296098205892028100101,2006,1,0.0,,,
5301099054124688100101,2006,0,,,,
5307099128837688100101,2006,0,0.0,,,
5308030954324398100101,2006,1,0.0,,,
5308099431458638100102,2006,0,,,,
5309340685225248100101,2006,1,1.0,,,
5310131208001828100102,2006,1,1.0,,,
5315390049091968100102,2006,1,0.0,,,
5318790430013048100101,2006,1,0.0,,,
5329610749094788100102,2006,1,0.0,,,
5374921892006748100102,2006,1,1.0,,,
5400099056279618100101,2006,0,0.0,,,
5402099401643648100101,2006,0,0.0,,,
5402099401643648100102,2006,0,0.0,,,
5406064828205948100102,2006,0,0.0,,,
5428420849090738100102,2006,1,0.0,,,
5440740319063728200101,2006,0,1.0,,,
5441944392009458100101,2006,1,0.0,,,
5450798899009168100101,2006,1,0.0,,,
5480999776004148100102,2006,1,,,,
5497506669009318100101,2006,1,0.0,,,
5500099373849688100101,2006,0,1.0,,,
5504920923237898100101,2006,1,,,,
5520662595008548100102,2006,0,,,,
5524180489073938100104,2006,0,,,,
5549150449098928100101,2006,1,0.0,,,
5557810739066908100101,2006,1,1.0,,,
5571014706001748100101,2006,0,0.0,,,
5602340749042968100102,2006,1,0.0,,,
5606220669094948100101,2006,0,,,,
5608540849097928100101,2006,1,0.0,,,
5609670972076798100101,2006,0,0.0,,,
5609890962332698100103,2006,1,0.0,,,
5619050439087918100102,2006,1,0.0,,,
5619545050374898100102,2006,1,0.0,,,
5669437020674788100101,2006,1,,,,
5669437020674788100102,2006,1,,,,
5673921897009748100101,2006,0,0.0,,,
5679840040131098100102,2006,1,0.0,,,
5705950907064498100101,2006,0,0.0,,,
5729585050920998100101,2006,0,0.0,,,
5739285040295998100102,2006,0,0.0,,,
5739980010965098100101,2006,0,0.0,,,
5740260749091698100102,2006,1,0.0,,,
5779762080513998100102,2006,0,0.0,,,
5851978193007988100101,2006,0,,,,
5869295602692048100102,2006,0,0.0,,,
5891905623109658100102,2006,0,0.0,,,
5906470359055708100101,2006,0,0.0,,,
5909863040390178100101,2006,0,0.0,,,
5926190779080998100101,2006,0,0.0,,,
5929727090505098100102,2006,1,0.0,,,
5929923070751998100102,2006,1,0.0,,,
5930260779061998100102,2006,0,,,,
5939261070540198100102,2006,0,0.0,,,
5989570090876688100101,2006,0,0.0,,,
5990309961006338100102,2006,1,0.0,,,
5990806501609528100101,2006,0,0.0,,,
5991201865706338100103,2006,1,0.0,,,
5991207883809708100102,2006,0,0.0,,,
5991506087609148200102,2006,0,0.0,,,
5991807241409558100101,2006,0,0.0,,,
5992404617009118200101,2006,0,,,,
5992809923506608100102,2006,0,0.0,,,
5995403080807158200101,2006,0,0.0,,,
5995403080807158200103,2006,0,0.0,,,
5996003902409728100102,2006,0,0.0,,,
5996700078709158200101,2006,0,0.0,,,
5998206095906108200102,2006,0,0.0,,,
5998707868409148200101,2006,0,0.0,,,
5999223000283798100101,2006,1,0.0,,,
5999243090761398100102,2006,1,0.0,,,
5999606157709748100101,2006,0,,,,
5999721070024698100101,2006,1,0.0,,,
6000670943063498100101,2006,0,,,,
6006099124902748100101,2006,0,0.0,,,
6008079594243998100102,2006,0,0.0,,,
6010068831081998200101,2006,0,0.0,,,
6019022735910898200101,2006,0,0.0,,,
6019043618994678200102,2006,0,0.0,,,
6019059048931188200102,2006,0,,,,
6024550850019078100102,2006,0,,,,
6026076619996238100101,2006,1,0.0,,,
6029021419905828100102,2006,1,0.0,,,
6029090712996208100102,2006,1,0.0,,,
6029092019968998100101,2006,1,0.0,,,
6030439132593408100101,2006,0,0.0,,,
6035470469093608100102,2006,0,0.0,,,
6036080859413708100102,2006,1,0.0,,,
6039006136937448100101,2006,1,0.0,,,
6046006929967538100101,2006,1,0.0,,,
6050014221025228100102,2006,0,0.0,,,
6057066308927998100101,2006,0,0.0,,,
6059090715996208100101,2006,0,1.0,,,
6060889824392908100101,2006,1,0.0,,,
6067009129990348100102,2006,0,0.0,,,
6079014236925238100102,2006,0,0.0,,,
6086022709998318100101,2006,0,0.0,,,
6086048859978748100101,2006,0,0.0,,,
6089034559902348100101,2006,0,0.0,,,
6090059013191908200101,2006,0,,,,
6102810944457798100101,2006,0,0.0,,,
6105079444626988100102,2006,0,0.0,,,
6105099629079268100101,2006,0,0.0,,,
6107408121100408100101,2006,1,,,,
6109079577011928100101,2006,0,0.0,,,
6109109623500848100101,2006,0,0.0,,,
6123260489091978100101,2006,0,0.0,,,
6123911199008018200101,2006,0,0.0,,,
6131919392005378200101,2006,0,0.0,,,
6132908592008038200101,2006,0,,,,
6150279623695908100102,2006,0,,,,
6168205289309108200101,2006,0,,,,
6170409185195108200102,2006,0,0.0,,,
6170719603399708100102,2006,1,0.0,,,
6180229012390608100101,2006,1,0.0,,,
6190139663594308100101,2006,0,0.0,,,
6190139663594308100102,2006,0,0.0,,,
6196401144809208100101,2006,1,0.0,,,
6201079521422968100101,2006,0,0.0,,,
6203920259056958100101,2006,0,,,,
6204079653080938100101,2006,0,0.0,,,
6209090938410598200102,2006,0,0.0,,,
6209610953433998100101,2006,1,0.0,,,
6209610953433998100102,2006,1,0.0,,,
6209750938437998100102,2006,1,0.0,,,
6210339152849608100101,2006,0,0.0,,,
6222530789093908100101,2006,0,0.0,,,
6238998405573078100102,2006,1,,,,
6242940349097978100101,2006,1,0.0,,,
6250399173396408100101,2006,1,0.0,,,
6280914996007248100102,2006,1,1.0,,,
6301069806812978100102,2006,0,0.0,,,
6301150040438708100101,2006,1,0.0,,,
6301150040438708100102,2006,1,0.0,,,
6301910199185208100102,2006,0,0.0,,,
6304099514814778100101,2006,0,,,,
6304133806001348100102,2006,1,,,,
6306720933146998100102,2006,1,0.0,,,
6308069720795908100102,2006,0,0.0,,,
6309099991399798100101,2006,0,0.0,,,
6309870756039998100101,2006,1,0.0,,,
6309870756039998100102,2006,1,0.0,,,
6310000389509178100101,2006,0,,,,
6310339913245808100101,2006,1,1.0,,,
6310479413598608100101,2006,0,,,,
6350369445593508100101,2006,0,0.0,,,
6384624490009688100102,2006,1,,,,
6390609174542408100101,2006,0,0.0,,,
6395807371809408100102,2006,1,0.0,,,
6405570982227198100101,2006,1,0.0,,,
6406069184217948100101,2006,0,,,,
6406079360196908100101,2006,0,0.0,,,
6407200943351498100101,2006,0,,,,
6423911191009018100101,2006,1,1.0,,,
6431395406793028100101,2006,1,0.0,,,
6440914496007188100102,2006,1,0.0,,,
6470519610598908100101,2006,0,,,,
6480059345597208100101,2006,0,0.0,,,
6482409321809108200101,2006,0,,,,
6496309151209308100103,2006,1,,,,
6502795207791018100102,2006,1,0.0,,,
6522840359081918100102,2006,0,0.0,,,
6540329664592108100101,2006,0,0.0,,,
6545220689096798100102,2006,0,1.0,,,
6550819892591708100102,2006,0,0.0,,,
6590908496008618100101,2006,0,0.0,,,
6590908496008618100102,2006,0,0.0,,,
6601020489099948100101,2006,0,0.0,,,
6601550839081938100101,2006,1,0.0,,,
6609050149097988100102,2006,1,,,,
6610559713392808100101,2006,1,1.0,,,
6626490689090988100101,2006,0,0.0,,,
6631998397009248100104,2006,0,,,,
6635620729077978100102,2006,1,0.0,,,
6637190559088908100102,2006,0,1.0,,,
6637190559088908100103,2006,0,1.0,,,
6642530749073908100101,2006,1,0.0,,,
6664956999009228100102,2006,0,0.0,,,
6695505622409408100101,2006,1,0.0,,,
6696406098109608100102,2006,0,0.0,,,
6700089194190208200101,2006,0,,,,
6706140924160188100102,2006,0,0.0,,,
6709340924370198100101,2006,0,0.0,,,
6710539892845308100101,2006,0,0.0,,,
6731919387000378100102,2006,0,0.0,,,
6733320979088918100102,2006,0,,,,
6744755996008858100102,2006,0,0.0,,,
6750189442391808100101,2006,1,0.0,,,
6760398472295708100102,2006,1,0.0,,,
6790409629909538100101,2006,0,0.0,,,
6790409888709308100101,2006,1,0.0,,,
6796605415909708100101,2006,0,0.0,,,
6802696597009058100101,2006,0,0.0,,,
6830829540496008100101,2006,1,,,,
6830940739086978100102,2006,1,0.0,,,
6840508153292908100102,2006,1,1.0,,,
6849440439035938100101,2006,1,1.0,,,
6860419865844208100101,2006,0,,,,
6884709750109208100101,2006,1,1.0,,,
6888305576409208100102,2006,1,0.0,,,
6892300485309438100101,2006,1,,,,
6895807326009438100102,2006,1,0.0,,,
6898409782809638100101,2006,0,0.0,,,
6899109106309438100101,2006,1,0.0,,,
6908250976380698100102,2006,0,0.0,,,
6908610984261398100102,2006,0,0.0,,,
6909110741319498200101,2006,0,0.0,,,
6914170929093728100102,2006,1,0.0,,,
6960592403893048100102,2006,1,1.0,,,
6992503510209508100102,2006,0,0.0,,,
6995204207609148200101,2006,0,0.0,,,
6995300836909548100102,2006,0,1.0,,,
6996003738409738100103,2006,0,0.0,,,
6996003891006528100101,2006,0,,,,
6996104685909738100101,2006,0,1.0,,,
6996700078709138200101,2006,0,0.0,,,
6997504470709108200101,2006,0,0.0,,,
6997805145706338100101,2006,1,0.0,,,
6998300114709758100102,2006,0,0.0,,,
6998800674809538100102,2006,0,0.0,,,
6999406311606158200101,2006,0,0.0,,,
6999507086909508100102,2006,0,1.0,,,
7000959295192408200101,2006,0,0.0,,,
7001890042069908100102,2006,0,0.0,,,
7006620981367198100102,2006,0,0.0,,,
7009180759417698200101,2006,0,0.0,,,
7010083121075888200103,2006,0,1.0,,,
7020338113692008100102,2006,0,0.0,,,
7026048649922288100102,2006,1,0.0,,,
7029009609951888100102,2006,1,0.0,,,
7029011839934718100102,2006,1,,,,
7029016439956818100102,2006,1,,,,
7029075519909938100102,2006,1,0.0,,,
7036024729493538100102,2006,1,0.0,,,
7036093409959628100102,2006,1,,,,
7036093409959628100103,2006,1,,,,
7040659075798808100101,2006,0,0.0,,,
7046016429941598100101,2006,1,,,,
7047083527991538100102,2006,1,,,,
7049063927900298100102,2006,1,0.0,,,
7049092547937098100101,2006,1,0.0,,,
7049092547937098100102,2006,1,0.0,,,
7062093102693068200102,2006,0,0.0,,,
7068691504493098100101,2006,0,,,,
7069048137945148100102,2006,0,0.0,,,
7084992302890028100102,2006,1,0.0,,,
7089018947996798100102,2006,0,0.0,,,
7089094149949208100102,2006,0,0.0,,,
7090148634294908100101,2006,1,,,,
7100218294699508100101,2006,0,0.0,,,
7102099315061878100102,2006,0,,,,
7104409540100438100101,2006,1,0.0,,,
7104409540100438100102,2006,1,0.0,,,
7107106374000838100101,2006,0,1.0,,,
7108000475614198100101,2006,0,0.0,,,
7109320947135298100101,2006,1,0.0,,,
7133926099008358200101,2006,0,0.0,,,
7151935981006798200102,2006,0,0.0,,,
7152940396008568200101,2006,0,0.0,,,
7161969580008608200102,2006,0,0.0,,,
7194807806009818100101,2006,0,,,,
7203000030919168100101,2006,0,0.0,,,
7204979292007508100101,2006,1,0.0,,,
7211390079067928100102,2006,0,0.0,,,
7217430429040948100101,2006,1,0.0,,,
7218080789092948100101,2006,0,0.0,,,
7219950669070928100101,2006,0,0.0,,,
7262490105890028200102,2006,0,1.0,,,
7264975095009188100101,2006,1,,,,
7270957594009128100101,2006,1,0.0,,,
7301000944733158100101,2006,0,0.0,,,
7302000534534138100101,2006,0,0.0,,,
7303079948538818100101,2006,0,0.0,,,
7303099318264818100102,2006,0,1.0,,,
7307000654631198100103,2006,0,,,,
7307990509093038100101,2006,0,0.0,,,
7309780985116298200102,2006,0,0.0,,,
7310194301190018100102,2006,1,,,,
7313948296008358100101,2006,1,0.0,,,
7371099102193038200102,2006,0,1.0,,,
7400799470795508100101,2006,0,,,,
7402099773072878100102,2006,0,,,,
7402800024416708200102,2006,0,,,,
7404099212627878100102,2006,0,0.0,,,
7408020919468998100101,2006,0,,,,
7408099252075848100102,2006,0,0.0,,,
7409099369716878100101,2006,0,0.0,,,
7409520989035098100101,2006,1,,,,
7422150129094738100101,2006,1,0.0,,,
7423997097009878100101,2006,1,0.0,,,
7433440619063928200102,2006,0,,,,
7440990629076728100101,2006,1,0.0,,,
7450975412293008100101,2006,1,,,,
7452964990009088100102,2006,1,0.0,,,
7457760029095688100101,2006,1,0.0,,,
7460438892291008100102,2006,1,0.0,,,
7460906798009498100102,2006,1,0.0,,,
7464969595009608100101,2006,1,0.0,,,
7475734491009608100102,2006,1,1.0,,,
7502520389092918100101,2006,0,0.0,,,
7502520389092918100102,2006,0,0.0,,,
7503010012655128100104,2006,0,,,,
7506064426136958100102,2006,0,1.0,,,
7509440977376398100101,2006,0,0.0,,,
7509440977376398100102,2006,0,0.0,,,
7509780953315298200102,2006,0,0.0,,,
7510438573294208100101,2006,1,0.0,,,
7514290349097658100101,2006,1,0.0,,,
7515210769027758100103,2006,0,,,,
7570594970799308100101,2006,0,,,,
7601880955480398100101,2006,0,0.0,,,
7602520350012018100101,2006,0,0.0,,,
7602520350012018100102,2006,0,0.0,,,
7609870954472798100101,2006,0,0.0,,,
7630638053893908100101,2006,0,0.0,,,
7630639053393908100102,2006,1,0.0,,,
7642690049091658100102,2006,1,0.0,,,
7652150169094638100102,2006,0,,,,
7686797700970058100101,2006,0,0.0,,,
7693006357109628100101,2006,0,0.0,,,
7706660905348498100102,2006,1,,,,
7708640743424098100102,2006,1,0.0,,,
7709190970036198100101,2006,1,0.0,,,
7720925676005438100102,2006,0,0.0,,,
7730649942197208200102,2006,0,0.0,,,
7733910570011058100101,2006,0,0.0,,,
7740919855393008100101,2006,1,0.0,,,
7741200869098908100101,2006,0,1.0,,,
7750135908001798100102,2006,0,0.0,,,
7790619235192108200102,2006,0,0.0,,,
7802260049091778100102,2006,1,0.0,,,
7802290289094988100101,2006,0,0.0,,,
7802290289094988100102,2006,0,0.0,,,
7809110951012498200101,2006,0,0.0,,,
7823625699009438100103,2006,0,,,,
7830692895009058100102,2006,0,0.0,,,
7849170918089958200102,2006,0,0.0,,,
7864769594009608100101,2006,0,0.0,,,
7890359225791708100101,2006,0,,,,
7893303057109848100101,2006,0,1.0,,,
7909120982514098200101,2006,0,0.0,,,
7930419135191908200102,2006,0,,,,
7935240349098968100101,2006,1,,,,
7946406098106628100102,2006,0,1.0,,,
7990802258609148200101,2006,0,,,,
7991403257009518100101,2006,0,0.0,,,
7992700572209718100101,2006,0,,,,
7994409540109138200102,2006,0,0.0,,,
7996501693409518100102,2006,0,0.0,,,
7996906667406728100101,2006,0,0.0,,,
7999406311607328100101,2006,1,0.0,,,
8001820059085708100101,2006,0,0.0,,,
8004098740613768100102,2006,0,1.0,,,
8005099128837788100101,2006,0,0.0,,,
8006099362574988100102,2006,0,1.0,,,
8008820759045798100102,2006,1,,,,
8017697207893008100102,2006,1,0.0,,,
8019005508972818200101,2006,0,0.0,,,
