pid,pre,post,full,n_pre_obs,n_pre_T,pre_flips
913769350397203|80001|1,TTTT,.T.E,TTTT-.T.E,4,4,0
914024633449500|80001|2,TNTT,TTTT,TNTT-TTTT,4,3,2
914024833389500|80001|2,T...,TTTT,T...-TTTT,1,1,0
914024933339500|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
914024933339500|82001|3,TTT.,....,TTT.-....,3,3,0
914025033129500|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
914025233119500|82001|2,EENT,EEEE,EENT-EEEE,4,1,2
914025733138500|83001|1,TTTT,....,TTTT-....,4,4,0
914036866069010|83001|2,TTT.,....,TTT.-....,3,3,0
914039832149690|80001|1,T.EE,....,T.EE-....,3,1,1
914039932379690|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
914056448239190|82001|2,TTTT,EE..,TTTT-EE..,4,4,0
914056930379010|80001|3,TTTT,.T.N,TTTT-.T.N,4,4,0
914079098909794|82001|2,TTTT,....,TTTT-....,4,4,0
914089945259180|82001|1,TTTT,....,TTTT-....,4,4,0
914098759200622|82001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
915011904559860|80001|2,ETTT,TTTT,ETTT-TTTT,4,3,1
915012828489230|80001|2,TTTT,TT.T,TTTT-TT.T,4,4,0
915012828489230|83001|1,T...,....,T...-....,1,1,0
915027926179540|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
915028648429310|81001|2,NTNN,NNNE,NTNN-NNNE,4,1,2
915029710429207|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
915049967139280|83001|1,TTTT,....,TTTT-....,4,4,0
915419810029100|81001|3,TTTT,....,TTTT-....,4,4,0
915459770749307|81001|1,TTTT,EEEE,TTTT-EEEE,4,4,0
916046174289940|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
916054995379640|82001|2,TTTT,....,TTTT-....,4,4,0
916092855489680|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
916179530149508|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
916239910846509|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
916299230769403|80001|2,TTTT,TTNN,TTTT-TTNN,4,4,0
916419850029000|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
916429550717407|82001|1,TTTT,....,TTTT-....,4,4,0
916459830679204|80001|2,TTTT,TTTE,TTTT-TTTE,4,4,0
916459830679204|82001|2,TTTT,....,TTTT-....,4,4,0
916497619100694|83001|1,ENET,....,ENET-....,4,1,3
916569170579405|79001|2,NTTT,TTTT,NTTT-TTTT,4,3,1
916649010139006|80001|1,TTTU,EEEE,TTTU-EEEE,4,3,1
916905572991203|83011|2,T...,....,T...-....,1,1,0
917032946139590|80001|2,ETTT,TTTT,ETTT-TTTT,4,3,1
917032946139590|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
917046918539510|83001|1,TTTT,....,TTTT-....,4,4,0
917046918539510|83001|2,TTTT,....,TTTT-....,4,4,0
917049370789309|81001|2,TTTT,....,TTTT-....,4,4,0
917052992179850|83001|1,T...,....,T...-....,1,1,0
917073960159970|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
917469310667202|83001|1,TTTT,....,TTTT-....,4,4,0
917519010569300|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
917589470609102|79001|1,TTTT,EEEE,TTTT-EEEE,4,4,0
917729270489202|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
917869410449201|81001|1,TTTT,..EE,TTTT-..EE,4,4,0
918009971139270|80001|2,T.ET,EE..,T.ET-EE..,3,2,2
918042970479310|83001|1,TT..,....,TT..-....,2,2,0
918042972479760|83001|3,TT..,....,TT..-....,2,2,0
918044872369760|80001|2,TTTT,NTNT,TTTT-NTNT,4,4,0
918046970579310|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
918046997279730|83001|2,TT..,....,TT..-....,2,2,0
918047970379310|82001|1,TTTT,....,TTTT-....,4,4,0
918048772379760|82001|2,TTTT,....,TTTT-....,4,4,0
918061955559310|83001|1,ET..,....,ET..-....,2,1,1
918066055029310|80001|1,TTTN,....,TTTN-....,4,3,1
918066855369310|80001|1,TNNN,NNNN,TNNN-NNNN,4,1,1
918289050877000|83001|1,TTTT,....,TTTT-....,4,4,0
918519010569100|80001|2,TTTT,EEEE,TTTT-EEEE,4,4,0
918569110579305|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
918819870579401|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
918819870579401|82001|2,T.EE,....,T.EE-....,3,1,1
918849410879402|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
918869410449001|82001|2,EUTT,EEEE,EUTT-EEEE,4,2,2
918949770069400|83001|2,TT..,....,TT..-....,2,2,0
919014866389430|79001|1,TTTT,EEEE,TTTT-EEEE,4,4,0
919032988259450|82001|1,TTTT,....,TTTT-....,4,4,0
919032988259450|82001|2,TTTT,....,TTTT-....,4,4,0
919035588249450|82001|1,T.EE,....,T.EE-....,3,1,1
919039988379450|79001|1,ETTT,TTTE,ETTT-TTTE,4,3,1
919059110547109|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
919059130549109|80001|1,NTTT,T.EE,NTTT-T.EE,4,3,1
919076977079650|81001|1,TTT.,....,TTT.-....,3,3,0
919077877169650|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
919077977259650|82001|1,TTTT,....,TTTT-....,4,4,0
919077977259650|82001|2,TTTT,....,TTTT-....,4,4,0
919090077600518|83001|3,TTTT,....,TTTT-....,4,4,0
919094885329620|82001|1,TTT.,EEE.,TTT.-EEE.,3,3,0
919095885169620|82001|2,TTTT,....,TTTT-....,4,4,0
919309270779309|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
919393999900891|81001|3,TNEE,.NNT,TNEE-.NNT,4,1,2
919494409800872|80001|4,TTTT,TTTT,TTTT-TTTT,4,4,0
919499410619403|83001|1,TTN.,....,TTN.-....,3,2,1
919829530549303|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
920016813369930|80001|2,TT.T,TTTT,TT.T-TTTT,3,3,0
920017713319930|82001|1,TTTT,EE.E,TTTT-EE.E,4,4,0
920019430579103|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
920019430579103|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
920052825169160|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
920053925539160|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
920064926379300|82001|2,TTTT,....,TTTT-....,4,4,0
920066526329300|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
920068626449300|83001|3,TTTT,....,TTTT-....,4,4,0
920096799359460|83001|2,TTTT,....,TTTT-....,4,4,0
920177009522620|81001|2,TEEN,....,TEEN-....,4,1,2
920199149500236|82001|2,TETT,TTT.,TETT-TTT.,4,3,2
920269149300936|83001|2,TTTT,....,TTTT-....,4,4,0
920291589300993|82001|1,TTTT,....,TTTT-....,4,4,0
920291589400793|82001|1,TNTT,EEE.,TNTT-EEE.,4,3,2
920297129200962|82001|1,TTTT,NNT.,TTTT-NNT.,4,4,0
920318077016538|79001|1,TTTT,EE..,TTTT-EE..,4,4,0
920459870717207|79001|2,TT..,TTTT,TT..-TTTT,2,2,0
920529370367209|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
920529370367209|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
920536038904996|79001|2,TTNN,NNNN,TTNN-NNNN,4,2,1
920709510126503|82001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
920709510126503|83001|2,TTTT,....,TTTT-....,4,4,0
920813098048539|82001|1,TTTT,....,TTTT-....,4,4,0
920898077006539|81001|1,T.TT,TTTT,T.TT-TTTT,3,3,0
920913054921379|80001|1,TTEE,....,TTEE-....,4,2,1
920918097011539|81001|2,TTTT,T...,TTTT-T...,4,4,0
920938067022534|82001|2,EEET,EEE.,EEET-EEE.,4,1,1
920950096327409|79001|2,T...,....,T...-....,1,1,0
920958067013539|81001|4,TTTT,TT..,TTTT-TT..,4,4,0
920958097021539|83001|1,TTTT,....,TTTT-....,4,4,0
920960066358404|82001|2,TTTT,....,TTTT-....,4,4,0
920979030759303|83001|1,T.TT,....,T.TT-....,3,3,0
920979030759303|83001|2,T.TT,....,T.TT-....,3,3,0
920998077001539|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
921001941359350|82001|2,TTTT,....,TTTT-....,4,4,0
921002911459290|83001|1,TUU.,....,TUU.-....,3,1,1
921005941459350|80001|2,TTT.,TTTT,TTT.-TTTT,3,3,0
921018956439900|82001|1,TTTT,T...,TTTT-T...,4,4,0
921026894389200|82001|1,EE.T,....,EE.T-....,3,1,1
921026994479200|83001|1,TE..,....,TE..-....,2,1,1
921028494439200|81001|2,TTEE,EEEE,TTEE-EEEE,4,2,1
921034815349960|82001|1,TTTT,E...,TTTT-E...,4,4,0
921069895389790|81001|1,TTTT,EETT,TTTT-EETT,4,4,0
921069995479790|79001|2,TTTT,TTTE,TTTT-TTTE,4,4,0
921079960379970|82001|1,NTN.,....,NTN.-....,3,1,2
921209170166203|81001|3,TTTT,TTTT,TTTT-TTTT,4,4,0
921214047906294|82001|1,TTTT,....,TTTT-....,4,4,0
921249050589002|82001|2,TTTT,....,TTTT-....,4,4,0
921295349500988|80001|1,TTNN,....,TTNN-....,4,2,1
921296749700974|87001|1,T...,....,T...-....,1,1,0
921372968200758|87001|2,T...,....,T...-....,1,1,0
921392969200258|80001|1,TTTT,EEEE,TTTT-EEEE,4,4,0
921392969200258|82001|2,TTTT,TTT.,TTTT-TTT.,4,4,0
921393149000966|80001|2,TNNN,NNNN,TNNN-NNNN,4,1,1
921393149000966|81001|2,TTTT,....,TTTT-....,4,4,0
921429008909092|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
921739540056210|82001|1,TTTT,T...,TTTT-T...,4,4,0
921739540056210|82001|2,TTTT,T...,TTTT-T...,4,4,0
921739540056210|83001|1,TTTT,....,TTTT-....,4,4,0
921805056907396|82001|1,TEEE,....,TEEE-....,4,1,1
921819310956200|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
922016389056430|81001|3,ETUE,EEEE,ETUE-EEEE,4,1,3
922016389056430|83001|1,TTTT,....,TTTT-....,4,4,0
922016389056430|83001|2,NNNT,....,NNNT-....,4,1,1
922031966079490|81001|1,NTNT,ETTT,NTNT-ETTT,4,2,3
922031966079490|83001|2,TT..,....,TT..-....,2,2,0
922032750379490|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
922032750379490|79001|2,TTTT,....,TTTT-....,4,4,0
922032859189890|83001|1,T...,....,T...-....,1,1,0
922034650269490|80001|2,TTTT,EEEE,TTTT-EEEE,4,4,0
922035050189490|83001|5,T...,....,T...-....,1,1,0
922035250179490|83001|2,TT..,....,TT..-....,2,2,0
922089675429600|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
922109940386205|80001|1,NNTT,TTTT,NNTT-TTTT,4,2,1
922197119200997|83001|1,TTUT,....,TTUT-....,4,3,2
922208098909790|83001|2,T...,....,T...-....,1,1,0
922309510369403|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
922519070099209|82001|1,TTTT,....,TTTT-....,4,4,0
922590419100949|87001|1,T...,....,T...-....,1,1,0
922899630199405|80001|1,TTTT,..EE,TTTT-..EE,4,4,0
922899630199405|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
922979050759403|83001|1,TTTT,....,TTTT-....,4,4,0
923059945139270|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
923064924259700|83001|2,TTTT,....,TTTT-....,4,4,0
923066824529700|81001|2,TTTT,ETTT,TTTT-ETTT,4,4,0
923066824529700|87001|1,T...,....,T...-....,1,1,0
923076952358120|82001|1,UUET,....,UUET-....,4,1,2
923092895489340|83001|1,T...,....,T...-....,1,1,0
923109820301185|83001|1,EENT,....,EENT-....,4,1,2
923173062907373|83001|2,TTTT,....,TTTT-....,4,4,0
923173064907393|82001|1,TTTT,T...,TTTT-T...,4,4,0
923173064907393|82001|2,TTTT,T...,TTTT-T...,4,4,0
923184360536203|82001|1,TTTT,....,TTTT-....,4,4,0
923209130219101|82001|1,TTTT,....,TTTT-....,4,4,0
923497849800932|83001|1,TTTT,....,TTTT-....,4,4,0
923894660196205|80001|1,EUTT,TTTT,EUTT-TTTT,4,2,2
924007894169260|83001|2,TTT.,....,TTT.-....,3,3,0
924012957479270|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
924012957479270|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
924013857569270|82001|2,TNNT,....,TNNT-....,4,2,2
924017957379270|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
924019470579403|83001|2,TT..,....,TT..-....,2,2,0
924038927439620|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
924038927439620|82001|2,TTTT,T...,TTTT-T...,4,4,0
924092814169420|82001|1,TTTT,....,TTTT-....,4,4,0
924229850479509|82001|4,TTTT,....,TTTT-....,4,4,0
924285091903196|81001|1,TTTT,TTTU,TTTT-TTTU,4,4,0
924519050099209|83001|4,TTTT,....,TTTT-....,4,4,0
924589650369505|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
924589650369505|81001|2,TTTN,TTTN,TTTN-TTTN,4,3,1
924683097908099|83001|2,TT..,....,TT..-....,2,2,0
924819065908797|82001|2,TUUU,....,TUUU-....,4,1,1
925016871269700|79001|2,TTT.,....,TTT.-....,3,3,0
925019430576303|81001|2,TTTT,....,TTTT-....,4,4,0
925019430579003|80001|1,TETT,TTTT,TETT-TTTT,4,3,2
925020730439410|81001|1,TEEE,....,TEEE-....,4,1,1
925021755159470|83001|2,TTTT,....,TTTT-....,4,4,0
925023918179600|82001|1,TT..,....,TT..-....,2,2,0
925024955359470|82001|2,TTTT,....,TTTT-....,4,4,0
925025955059470|83001|1,TTTT,....,TTTT-....,4,4,0
925026045029560|81001|1,TTTT,UT.U,TTTT-UT.U,4,4,0
925026918339600|81001|1,ETNE,EEEE,ETNE-EEEE,4,1,3
925027930259410|80001|1,TUEE,....,TUEE-....,4,1,2
925027930259410|82001|1,TTTT,....,TTTT-....,4,4,0
925027930259410|82001|2,TNUT,....,TNUT-....,4,2,3
925028918079600|79001|2,TNTT,NN..,TNTT-NN..,4,3,2
925038917239640|80001|1,EETT,TTTT,EETT-TTTT,4,2,1
925054999379250|81001|2,T...,....,T...-....,1,1,0
925059999279250|83001|1,TT..,....,TT..-....,2,2,0
925061930559010|82001|2,TT..,....,TT..-....,2,2,0
925066807349830|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
925379640256004|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
925899650199205|83001|1,TTT.,....,TTT.-....,3,3,0
925899870559207|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
926006742019180|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
926009945379780|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
926029570496406|79001|2,TTTT,....,TTTT-....,4,4,0
926051876569180|81001|2,T...,....,T...-....,1,1,0
926058442479650|82001|2,TTTT,....,TTTT-....,4,4,0
926109930389205|82001|2,TTTT,TT..,TTTT-TT..,4,4,0
926149410299204|82001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
926199850609302|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
926199850609302|82001|1,TTTT,....,TTTT-....,4,4,0
926259670639300|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
926296259500777|83001|1,TT..,....,TT..-....,2,2,0
926389210899505|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
926396259400977|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
926396259400977|82001|1,TTTT,TTT.,TTTT-TTT.,4,4,0
926419810416507|82001|2,ETTT,EE.E,ETTT-EE.E,4,3,1
926499969800938|80001|3,TTET,....,TTET-....,4,3,2
926578559000796|80001|1,TTNU,EEEE,TTNU-EEEE,4,2,2
926591149300934|80001|1,TTTU,....,TTTU-....,4,3,1
926659210079404|82001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
926659270079104|82001|4,NTTT,....,NTTT-....,4,3,1
926769630536204|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
926769830949204|82001|2,TTTT,TT..,TTTT-TT..,4,4,0
926769870949304|83001|2,TT..,....,TT..-....,2,2,0
926869570869204|80001|2,TTUT,TNTT,TTUT-TNTT,4,3,2
926869570869204|81001|2,TTTT,.EEE,TTTT-.EEE,4,4,0
926889150399403|82001|2,TTTT,....,TTTT-....,4,4,0
926889230409205|80001|2,TUUT,.NUT,TUUT-.NUT,4,2,2
927062818469680|81001|1,TTT.,TTEN,TTT.-TTEN,3,3,0
927075908539480|83001|2,NTTT,....,NTTT-....,4,3,1
927079708079480|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
927079708079480|81001|2,TTTE,TTTT,TTTE-TTTT,4,3,1
927195599300907|81001|2,TTTT,....,TTTT-....,4,4,0
927369870789301|80001|1,TTTT,....,TTTT-....,4,4,0
927369870789301|81001|2,NUUT,....,NUUT-....,4,1,2
927492909700980|83001|1,T.TT,....,T.TT-....,3,3,0
927492909700980|83001|2,E.TT,....,E.TT-....,3,2,1
927579070369303|81001|2,UTTT,UTTT,UTTT-UTTT,4,3,1
927589630369305|83001|1,TNTT,....,TNTT-....,4,3,2
927989750219304|83001|1,TTTT,....,TTTT-....,4,4,0
928027980159060|82001|2,TTTT,....,TTTT-....,4,4,0
928058989439380|81001|2,TTTT,NNNN,TTTT-NNNN,4,4,0
928058989439380|83001|1,TTTT,....,TTTT-....,4,4,0
928076804069030|83001|1,TTT.,....,TTT.-....,3,3,0
928085839549500|80001|1,TUTT,TTTT,TUTT-TTTT,4,3,2
928109370479002|83001|1,TT..,....,TT..-....,2,2,0
928219270629403|79001|1,TT..,....,TT..-....,2,2,0
928219270629403|83001|1,TT..,....,TT..-....,2,2,0
928495209800942|81001|2,TTTT,EEEN,TTTT-EEEN,4,4,0
928495209800942|82001|2,NNTT,TTT.,NNTT-TTT.,4,2,1
928519070096209|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
928669530896416|83001|1,TTTT,....,TTTT-....,4,4,0
928709530129103|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
928769610536204|82001|1,TTTT,....,TTTT-....,4,4,0
929015979239170|80001|1,TTNT,TTTT,TTNT-TTTT,4,3,2
929015979239170|83001|1,T.NT,....,T.NT-....,3,2,2
929056930339440|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
929081922559760|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
929096630249090|80001|2,TTTT,TT..,TTTT-TT..,4,4,0
929096630249090|83001|2,TTTT,....,TTTT-....,4,4,0
929149470299304|80001|1,TTTT,T...,TTTT-T...,4,4,0
929189350537003|81001|1,UTTT,EEEE,UTTT-EEEE,4,3,1
929209770177106|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
929229970329301|81001|1,UUUT,UUUT,UUUT-UUUT,4,1,1
929459810716307|81001|2,TEEE,TTTT,TEEE-TTTT,4,1,1
929499759800771|80001|1,TTTT,....,TTTT-....,4,4,0
929809730729109|82001|1,TTTT,EE..,TTTT-EE..,4,4,0
929809730729109|83001|2,TTT.,....,TTT.-....,3,3,0
929899870559407|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
929899870559407|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
930011947539400|81001|2,TEET,....,TEET-....,4,2,2
930024072034529|81001|1,TEE.,....,TEE.-....,3,1,1
930037944239630|82001|2,TTTT,....,TTTT-....,4,4,0
930045801589780|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
930062633149520|82001|1,TTTT,T...,TTTT-T...,4,4,0
930074941038630|80001|3,TTTT,NNN.,TTTT-NNN.,4,4,0
930074941279630|81001|2,TTTT,TTNT,TTTT-TTNT,4,4,0
930082815429920|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
930087935139100|82001|3,TTTT,....,TTTT-....,4,4,0
930089935259100|80001|1,TTT.,TTTT,TTT.-TTTT,3,3,0
930091589800893|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
930099019600310|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
930168002902520|83001|1,TT..,....,TT..-....,2,2,0
930197129200862|82001|3,TTTT,TT..,TTTT-TT..,4,4,0
930199149500036|80001|2,UTT.,NNNN,UTT.-NNNN,3,2,1
930302260600132|80001|3,TTTT,TTTT,TTTT-TTTT,4,4,0
930324002038520|81001|1,TNNT,.EEE,TNNT-.EEE,4,2,2
930491619200893|80001|3,TTTT,...N,TTTT-...N,4,4,0
930491619200893|80001|4,UUTU,...N,UUTU-...N,4,1,2
930504092016529|80001|3,TTTT,TTTT,TTTT-TTTT,4,4,0
930704092015529|83001|2,TTTT,....,TTTT-....,4,4,0
930744092035529|80001|2,NT..,....,NT..-....,2,1,1
930744092035529|81001|1,TTNT,TTTT,TTNT-TTTT,4,3,2
930754072013529|83001|3,TTT.,....,TTT.-....,3,3,0
930836090312519|83001|1,EEET,....,EEET-....,4,1,1
930889770859408|83001|1,TT..,....,TT..-....,2,2,0
930894065438829|83001|1,T...,....,T...-....,1,1,0
930964095401829|80001|1,TNNN,NNNN,TNNN-NNNN,4,1,1
930968092937529|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
930975097617419|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
930979830769401|81001|1,TTTT,....,TTTT-....,4,4,0
930984092011529|82001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
930986070333519|82001|2,TTTT,TT..,TTTT-TT..,4,4,0
931003701359600|83001|2,TTTT,....,TTTT-....,4,4,0
931031591189580|79001|1,TTTT,...E,TTTT-...E,4,4,0
931031991157580|82001|1,TTT.,....,TTT.-....,3,3,0
931032991159580|83001|3,TTTT,....,TTTT-....,4,4,0
931035991079580|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
931039891049580|81001|2,TEEE,TTTT,TEEE-TTTT,4,1,1
931044941379860|83001|1,TT..,....,TT..-....,2,2,0
931044941379860|83001|2,TT..,....,TT..-....,2,2,0
931090689200815|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
931139050579406|83001|1,ETTT,....,ETTT-....,4,3,1
931192969000658|80001|1,TTTT,.TTT,TTTT-.TTT,4,4,0
931192969000658|83001|1,TTTT,....,TTTT-....,4,4,0
931362044909799|83001|1,TEEE,....,TEEE-....,4,1,1
931395349900888|80001|2,ENUT,TTT.,ENUT-TTT.,4,1,3
931428086909395|82001|1,TTTT,....,TTTT-....,4,4,0
931460038909595|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
931493096909295|83001|1,TTT.,....,TTT.-....,3,3,0
931529110819000|82001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
931619670059505|82001|2,TTEE,....,TTEE-....,4,2,1
931805057001306|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
931847056909096|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
931847056909096|82001|1,TTTT,....,TTTT-....,4,4,0
931855068909196|81001|2,TTTT,NNNN,TTTT-NNNN,4,4,0
932002871129240|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
932006936079580|81001|1,TNNT,.TTT,TNNT-.TTT,4,2,2
932017995179430|82001|1,T.TT,....,T.TT-....,3,3,0
932021821369920|82001|1,TTTT,....,TTTT-....,4,4,0
932022754279480|82001|2,TTTT,....,TTTT-....,4,4,0
932259230119408|83001|1,TTTT,....,TTTT-....,4,4,0
932299279600356|80001|2,TTTT,ETTT,TTTT-ETTT,4,4,0
932309710909409|81001|1,TTTT,EEEE,TTTT-EEEE,4,4,0
932619630059205|80001|2,TTTT,NNNE,TTTT-NNNE,4,4,0
932959470329203|83001|1,TT..,....,TT..-....,2,2,0
933024981359930|82001|2,TTTT,....,TTTT-....,4,4,0
933025881589930|81001|1,TTTT,EEEE,TTTT-EEEE,4,4,0
933044795319380|82001|2,TTT.,....,TTT.-....,3,3,0
933068822449900|80001|1,NNNT,TTTT,NNNT-TTTT,4,1,1
933071940379410|83001|1,TT..,....,TT..-....,2,2,0
933071940379410|83001|2,TT..,....,TT..-....,2,2,0
933078940259410|80001|2,ETTT,EEEE,ETTT-EEEE,4,3,1
933078940259410|82001|1,TTTT,....,TTTT-....,4,4,0
933095938059240|80001|1,TTTT,.T..,TTTT-.T..,4,4,0
933095938059240|80001|2,TETT,.T..,TETT-.T..,4,3,2
933095938059240|83001|1,TTTT,....,TTTT-....,4,4,0
933529150817300|81001|1,TTTN,NNNN,TTTN-NNNN,4,3,1
934021991379180|83001|2,TT..,....,TT..-....,2,2,0
934022991179180|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
934026791339180|81001|1,TT..,....,TT..-....,2,2,0
934028103469670|83001|2,TTT.,....,TTT.-....,3,3,0
934040927439370|83001|1,TTTT,....,TTTT-....,4,4,0
934042927179370|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
934045927339370|82001|2,TTTT,TT..,TTTT-TT..,4,4,0
934047027169370|83001|2,ETE.,....,ETE.-....,3,1,2
934052618469340|82001|1,TTTT,....,TTTT-....,4,4,0
934054818349340|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
934056979359480|83001|1,NNTE,....,NNTE-....,4,1,2
934058979439480|82001|2,TTTT,TT..,TTTT-TT..,4,4,0
934066780359500|82001|2,TEEE,....,TEEE-....,4,1,1
934839950329301|83001|1,TTTT,....,TTTT-....,4,4,0
935022993279430|82001|3,TTTT,....,TTTT-....,4,4,0
935023193549430|81001|2,TTTT,.TTT,TTTT-.TTT,4,4,0
935024993259430|80001|2,ETTN,EEEE,ETTN-EEEE,4,2,2
935034844289350|82001|2,TTTT,....,TTTT-....,4,4,0
935037144188350|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
935066890229380|81001|1,NTTT,NNNN,NTTT-NNNN,4,3,1
935068105489870|82001|2,TTTU,....,TTTU-....,4,3,1
935086961339750|81001|2,TTTT,EEEE,TTTT-EEEE,4,4,0
935292589500878|80001|2,TTTT,....,TTTT-....,4,4,0
935297039500815|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
935649950799302|82001|3,NNTT,....,NNTT-....,4,2,1
935649980796002|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
936005941239910|83001|4,TTTT,....,TTTT-....,4,4,0
936008841069910|79001|2,TTTT,EEEE,TTTT-EEEE,4,4,0
936023932159940|83001|1,TTTT,....,TTTT-....,4,4,0
936028532129940|82001|1,TTTT,TTT.,TTTT-TTT.,4,4,0
936028732119940|81001|2,TTTT,....,TTTT-....,4,4,0
936051988579840|83001|2,TT..,....,TT..-....,2,2,0
936079330449008|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
936082943279070|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
936086943379070|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
936086943379070|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
936091973539310|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
936091973539310|80001|2,TTTN,EEEE,TTTN-EEEE,4,3,1
936094873229310|83001|3,EEUT,....,EEUT-....,4,1,2
936094873229310|83001|4,TTUE,....,TTUE-....,4,2,2
936097373169310|83001|1,TTT.,....,TTT.-....,3,3,0
936097473158310|82001|1,TTTT,....,TTTT-....,4,4,0
936103350200140|82001|1,TT.T,TT..,TT.T-TT..,3,3,0
936399969900638|82001|2,TTTT,TT..,TTTT-TT..,4,4,0
