group,dlog
stayer,-133.5
stayer,-42.7
stayer,-69.31
stayer,0.0
stayer,12.5
stayer,5.74
stayer,4.22
stayer,65.39
stayer,-9.91
stayer,10.54
stayer,4.65
stayer,26.24
stayer,-55.4
stayer,14.31
stayer,2.3
stayer,325.81
stayer,-37.61
stayer,3.42
stayer,3.77
stayer,-57.15
stayer,-2.53
stayer,4.08
stayer,-60.61
stayer,-18.23
stayer,27.82
stayer,75.38
stayer,6.45
stayer,-19.11
stayer,-236.2
stayer,22.32
stayer,-8.24
stayer,18.23
stayer,20.43
stayer,-18.23
stayer,-12.68
stayer,16.91
stayer,0.0
stayer,62.86
stayer,4.88
stayer,0.0
stayer,6.25
stayer,-62.86
stayer,5.51
stayer,-15.42
stayer,-84.73
stayer,47.45
stayer,69.31
stayer,-5.56
stayer,10.48
stayer,-20.48
stayer,63.6
stayer,-4.88
stayer,123.22
stayer,-7.41
stayer,2.76
stayer,-99.77
stayer,5.26
stayer,0.0
stayer,23.64
stayer,-58.78
stayer,19.24
stayer,6.45
stayer,-12.26
stayer,133.5
stayer,-105.94
stayer,-14.31
stayer,-218.75
stayer,-1.98
stayer,33.1
stayer,-9.53
stayer,221.92
stayer,-8.34
stayer,13.35
stayer,111.92
stayer,6.71
stayer,41.49
stayer,-23.45
stayer,-4.08
stayer,-32.05
stayer,-178.38
stayer,-5.61
stayer,78.85
stayer,102.96
stayer,-71.67
stayer,-4.08
stayer,0.0
stayer,-22.31
stayer,13.59
stayer,-77.32
stayer,18.23
stayer,113.94
stayer,-8.7
stayer,2.82
stayer,-8.22
stayer,14.31
stayer,-26.24
stayer,0.0
stayer,2.2
stayer,6.9
stayer,55.34
stayer,2.41
stayer,22.49
stayer,-55.34
stayer,-3.33
stayer,15.42
stayer,-4.08
stayer,-43.08
stayer,10.54
stayer,0.0
stayer,-60.61
stayer,-11.89
stayer,0.0
stayer,2.2
stayer,38.14
stayer,-186.08
stayer,69.31
stayer,230.26
stayer,0.0
stayer,7.7
stayer,4.55
stayer,13.35
stayer,-9.53
stayer,-2.9
stayer,-75.38
stayer,-22.31
stayer,60.61
stayer,-28.77
stayer,-8.41
stayer,-10.54
stayer,6.9
stayer,0.0
stayer,-12.51
stayer,1.55
stayer,17.19
stayer,6.9
stayer,32.9
stayer,-77.57
stayer,4.88
stayer,-1.83
stayer,-199.24
stayer,-6.9
stayer,-47.0
stayer,-41.94
stayer,124.32
stayer,-8.0
stayer,-2.41
stayer,13.35
stayer,-20.91
stayer,0.0
stayer,12.26
stayer,9.31
stayer,-5.31
stayer,18.23
stayer,0.0
stayer,10.54
stayer,0.01
stayer,6.9
stayer,-0.01
stayer,14.95
stayer,-2.82
stayer,18.23
stayer,9.81
stayer,-3.08
stayer,17.44
stayer,1.51
stayer,9.53
stayer,25.22
stayer,0.0
stayer,9.84
stayer,16.25
stayer,-10.32
stayer,6.9
stayer,-54.52
stayer,0.0
stayer,-2.25
stayer,0.0
stayer,-5.83
stayer,98.08
stayer,-33.65
stayer,11.33
stayer,-6.45
stayer,-10.26
stayer,-3.28
stayer,6.06
stayer,5.88
stayer,40.55
stayer,13.35
stayer,45.2
stayer,1.24
stayer,69.31
stayer,-27.44
stayer,1.5
stayer,-2.82
stayer,11.78
stayer,-8.7
stayer,10.01
stayer,18.23
stayer,158.41
stayer,11.78
stayer,9.53
stayer,-28.77
stayer,-1.29
stayer,-48.18
stayer,22.31
stayer,3.92
stayer,-1.04
stayer,-4.16
stayer,74.44
stayer,-26.96
stayer,35.67
stayer,13.98
stayer,8.0
stayer,26.24
stayer,79.85
stayer,1.74
stayer,-3.7
stayer,-16.99
stayer,33.19
stayer,16.51
stayer,0.0
stayer,16.03
stayer,-1.9
stayer,-6.45
stayer,6.45
stayer,-14.46
stayer,16.25
stayer,6.45
stayer,-0.8
stayer,13.82
stayer,-49.06
stayer,2.09
stayer,31.85
stayer,-30.42
stayer,-106.09
stayer,-4.26
stayer,0.0
stayer,11.55
stayer,26.24
stayer,22.58
stayer,3.08
stayer,1.16
stayer,29.3
stayer,-31.61
stayer,31.67
stayer,2.35
stayer,3.92
stayer,-28.77
stayer,126.37
stayer,-8.34
stayer,-17.44
stayer,-14.84
stayer,-44.63
stayer,38.6
stayer,107.04
stayer,24.85
stayer,0.0
stayer,40.55
stayer,7.19
stayer,8.0
stayer,2.06
stayer,9.53
stayer,-27.63
stayer,1.47
stayer,8.0
stayer,-11.78
stayer,1.53
stayer,-89.38
stayer,4.51
stayer,-83.7
stayer,3.28
stayer,2.41
stayer,2.82
stayer,109.86
stayer,-26.18
stayer,-20.29
stayer,-54.52
stayer,20.59
stayer,-15.82
stayer,-53.9
stayer,87.55
stayer,56.91
stayer,-212.03
stayer,46.87
stayer,2.35
stayer,2.05
stayer,3.64
stayer,76.73
stayer,6.45
stayer,0.0
stayer,3.19
stayer,40.55
stayer,-27.96
stayer,2.02
stayer,-13.35
stayer,4.08
stayer,0.0
stayer,3.68
stayer,-3.51
stayer,8.7
stayer,2.02
stayer,-7.15
stayer,-10.54
stayer,240.02
stayer,-16.36
stayer,0.0
stayer,-45.68
stayer,31.85
stayer,-31.59
stayer,8.52
stayer,18.23
stayer,41.28
stayer,13.9
stayer,-283.07
stayer,11.39
stayer,70.5
stayer,7.23
stayer,20.76
stayer,-41.2
stayer,-73.4
stayer,-142.71
stayer,4.65
stayer,0.0
stayer,18.4
stayer,0.39
stayer,0.0
stayer,31.24
stayer,-1.34
stayer,-17.44
stayer,35.1
stayer,-6.45
stayer,109.86
stayer,70.97
stayer,31.85
stayer,11.12
stayer,-10.54
stayer,0.0
stayer,-230.26
stayer,-116.32
stayer,-18.23
stayer,-10.01
stayer,-0.33
stayer,-0.9
stayer,-3.7
stayer,6.45
stayer,-23.97
stayer,0.0
stayer,0.0
stayer,142.71
stayer,-17.59
stayer,-9.94
stayer,40.55
stayer,-27.54
stayer,4.35
stayer,-26.24
stayer,-87.55
stayer,-33.65
stayer,-61.09
stayer,-11.78
stayer,37.16
stayer,-26.24
stayer,0.0
stayer,-12.78
stayer,-6.45
stayer,11.93
stayer,40.55
stayer,24.12
stayer,14.95
stayer,1.53
stayer,9.1
stayer,110.34
stayer,18.24
stayer,-32.16
stayer,0.0
stayer,0.0
stayer,0.0
stayer,11.44
stayer,-3.92
stayer,73.4
stayer,10.31
stayer,40.55
stayer,16.25
stayer,-1.02
stayer,31.85
stayer,0.0
stayer,22.31
stayer,12.78
stayer,16.66
stayer,135.81
stayer,47.0
stayer,-116.15
stayer,16.55
stayer,6.45
stayer,0.0
stayer,-207.94
stayer,0.0
stayer,15.15
stayer,8.22
stayer,-26.24
stayer,-58.78
stayer,-1.57
stayer,-184.58
stayer,0.17
stayer,8.91
stayer,0.0
stayer,-36.46
stayer,6.9
stayer,-49.02
stayer,-15.42
stayer,-34.83
stayer,-33.65
stayer,2.2
stayer,-44.63
stayer,0.0
stayer,-404.84
stayer,-26.24
stayer,183.26
stayer,15.42
stayer,-675.36
stayer,18.23
stayer,-2.33
stayer,3.7
stayer,-145.86
stayer,120.4
stayer,6.45
stayer,14.46
stayer,-40.55
stayer,-11.55
stayer,21.22
stayer,-15.42
stayer,-23.64
stayer,35.53
stayer,61.38
stayer,173.84
stayer,0.59
stayer,58.78
stayer,20.61
stayer,12.78
stayer,2.44
stayer,0.0
stayer,74.19
stayer,-175.34
stayer,-4.2
stayer,-65.49
stayer,-3.39
stayer,28.77
stayer,-375.34
stayer,-19.57
stayer,6.45
stayer,1.4
stayer,79.85
stayer,1.12
stayer,104.98
stayer,3.92
stayer,-9.53
stayer,82.67
stayer,-40.55
stayer,-25.38
stayer,-75.77
stayer,-22.31
stayer,0.0
stayer,74.66
stayer,3.79
stayer,-6.9
stayer,0.0
stayer,131.22
stayer,0.0
stayer,31.85
stayer,-2.15
stayer,13.58
stayer,0.0
stayer,26.97
stayer,-117.87
stayer,-11.33
stayer,-10.54
stayer,-238.37
stayer,-234.8
stayer,-11.78
stayer,62.86
stayer,35.67
stayer,6.45
stayer,-216.91
stayer,7.98
stayer,6.13
stayer,-9.53
stayer,5.13
stayer,25.13
stayer,0.0
stayer,5.61
stayer,-127.3
stayer,9.53
stayer,-15.42
stayer,-48.77
stayer,1.83
stayer,-4.88
stayer,0.0
stayer,4.35
stayer,-4.45
stayer,17.44
stayer,-62.42
stayer,-111.16
stayer,52.13
stayer,-28.77
stayer,-69.31
stayer,7.6
stayer,-147.59
stayer,23.11
stayer,33.65
stayer,48.55
stayer,0.0
stayer,11.56
stayer,-6.11
stayer,8.0
stayer,-3.13
stayer,-0.5
stayer,16.91
stayer,72.21
stayer,2.07
stayer,7.64
stayer,-55.96
stayer,2.66
stayer,228.24
stayer,4.08
stayer,16.36
stayer,85.02
stayer,-15.42
stayer,2.15
stayer,-3.17
stayer,4.88
stayer,26.24
stayer,10.32
stayer,-10.35
stayer,5.48
stayer,117.87
stayer,-38.57
stayer,1.44
stayer,-3.92
stayer,88.55
stayer,13.35
stayer,15.42
stayer,-103.89
stayer,3.39
stayer,58.46
stayer,-2.15
stayer,1.63
stayer,166.75
stayer,0.0
stayer,1.23
stayer,27.3
stayer,6.45
stayer,-120.4
stayer,-29.41
stayer,8.0
stayer,-120.4
stayer,62.86
stayer,4.2
stayer,10.92
stayer,40.55
stayer,-42.85
stayer,-32.16
stayer,-20.07
stayer,40.55
stayer,0.87
stayer,-5.41
stayer,4.7
stayer,-5.41
stayer,179.19
stayer,-11.03
stayer,33.65
stayer,-19.04
stayer,3.05
stayer,-36.77
stayer,18.92
stayer,-2.67
stayer,67.48
stayer,28.77
stayer,-51.08
stayer,84.73
stayer,-27.82
stayer,-2.38
stayer,49.25
stayer,-338.88
stayer,-5.72
stayer,1.65
stayer,15.42
stayer,33.65
stayer,7.41
stayer,69.31
stayer,20.07
stayer,5.35
stayer,7.02
stayer,13.58
stayer,-1.98
stayer,2.2
stayer,8.0
stayer,-3.92
stayer,-1.32
stayer,-10.54
stayer,21.51
stayer,43.45
stayer,-74.72
stayer,69.31
stayer,6.9
stayer,0.0
stayer,-41.38
stayer,24.12
stayer,0.0
stayer,-55.96
stayer,18.23
stayer,-29.4
stayer,49.47
stayer,22.31
stayer,19.42
stayer,-8.03
stayer,1.33
stayer,-19.23
stayer,6.64
stayer,34.83
stayer,-84.73
stayer,-117.01
stayer,16.55
stayer,6.35
stayer,6.9
stayer,-10.54
stayer,0.0
stayer,4.38
stayer,0.0
stayer,26.4
stayer,10.54
stayer,177.5
stayer,40.55
stayer,-20.25
stayer,-47.63
stayer,35.94
stayer,14.46
stayer,12.51
stayer,2.35
stayer,5.11
stayer,7.02
stayer,109.06
stayer,5.77
stayer,-109.86
stayer,69.31
stayer,-52.81
stayer,-44.99
stayer,-40.55
stayer,154.88
stayer,-82.67
stayer,-69.31
stayer,12.78
stayer,1.38
stayer,-39.3
stayer,-6.67
stayer,-4.08
stayer,11.78
stayer,12.36
stayer,-11.98
stayer,6.45
stayer,-15.42
stayer,2.67
stayer,-40.55
stayer,-3.57
stayer,1.65
stayer,34.83
stayer,9.53
stayer,4.38
stayer,-57.98
stayer,117.01
stayer,6.9
stayer,373.77
stayer,51.08
stayer,-54.91
stayer,-6.9
stayer,-51.08
stayer,99.04
stayer,-108.91
stayer,-78.85
stayer,4.55
stayer,5.72
stayer,0.0
stayer,116.32
stayer,-47.69
stayer,-51.08
stayer,11.33
stayer,26.24
stayer,20.25
stayer,0.0
stayer,14.31
stayer,-26.42
stayer,6.06
stayer,98.08
stayer,-1.06
stayer,-78.85
stayer,-69.31
stayer,47.0
stayer,-237.16
stayer,-249.18
stayer,-27.26
stayer,144.24
stayer,-66.04
stayer,18.23
stayer,0.0
stayer,7.41
stayer,6.22
stayer,57.54
stayer,-40.55
stayer,-95.55
stayer,0.0
stayer,11.33
stayer,-43.08
stayer,64.54
stayer,-9.18
stayer,67.63
stayer,41.17
stayer,55.62
stayer,-6.45
stayer,-32.45
stayer,-4.58
stayer,0.0
stayer,64.66
stayer,-6.45
stayer,0.0
stayer,18.23
stayer,13.58
stayer,69.31
stayer,-6.45
stayer,-9.53
stayer,37.19
stayer,11.77
stayer,82.1
stayer,55.96
stayer,27.39
stayer,-18.23
stayer,43.08
stayer,0.0
stayer,2.82
stayer,-14.46
stayer,29.38
stayer,14.46
stayer,0.2
stayer,-162.14
stayer,11.78
stayer,6.9
stayer,-5.13
stayer,27.29
stayer,15.76
stayer,-15.82
stayer,8.7
stayer,-61.31
stayer,-18.92
stayer,-6.67
stayer,-225.13
stayer,25.13
stayer,-10.23
stayer,-4.88
stayer,7.12
stayer,21.62
stayer,3.77
stayer,-45.68
stayer,6.45
stayer,17.64
stayer,72.75
stayer,40.72
stayer,2.13
stayer,4.08
stayer,-126.11
stayer,-16.36
stayer,-95.55
stayer,6.9
stayer,11.51
stayer,66.42
stayer,-49.64
stayer,-5.0
stayer,25.13
stayer,7.7
stayer,1.48
stayer,-2.74
stayer,6.45
stayer,7.41
stayer,4.17
stayer,0.0
stayer,259.03
stayer,47.54
stayer,-5.04
stayer,0.0
stayer,0.0
stayer,18.23
stayer,17.24
stayer,27.76
stayer,-77.3
stayer,1.79
stayer,-6.64
stayer,-5.61
stayer,0.0
stayer,-18.23
stayer,-3.44
stayer,21.57
stayer,40.55
stayer,104.98
stayer,-60.61
stayer,9.53
stayer,6.37
stayer,0.0
stayer,9.31
stayer,-11.78
stayer,23.77
stayer,11.78
stayer,-33.65
stayer,-18.23
stayer,-4.3
stayer,86.5
stayer,133.75
stayer,5.13
stayer,38.24
stayer,0.0
stayer,51.08
stayer,12.41
stayer,-58.42
stayer,4.2
stayer,-87.55
stayer,299.57
stayer,8.0
stayer,18.23
stayer,11.61
stayer,-107.51
stayer,-87.55
stayer,47.0
stayer,7.41
stayer,2.25
stayer,38.57
stayer,-82.81
stayer,-8.81
stayer,-8.41
stayer,201.49
stayer,-3.39
stayer,27.91
stayer,-10.11
stayer,-2.84
stayer,28.77
stayer,1.9
stayer,368.89
stayer,6.9
stayer,-40.55
stayer,-9.53
stayer,-387.12
stayer,102.17
stayer,33.65
stayer,-12.06
stayer,0.0
stayer,115.2
stayer,7.2
stayer,-1.49
stayer,-42.49
stayer,10.11
stayer,-23.64
stayer,18.23
stayer,186.32
stayer,1.32
stayer,5.97
stayer,0.98
stayer,1.46
stayer,1.44
stayer,21.06
stayer,113.78
stayer,0.0
stayer,-48.21
stayer,31.02
stayer,-6.45
stayer,4.65
stayer,-3.92
stayer,13.72
stayer,-4.08
stayer,-1.52
stayer,22.96
stayer,4.55
stayer,-41.65
stayer,-1.26
stayer,-45.43
stayer,4.65
stayer,0.0
stayer,335.86
stayer,1.8
stayer,-11.78
stayer,0.0
stayer,40.55
stayer,0.0
stayer,63.91
stayer,1.82
stayer,8.12
stayer,-12.52
stayer,-5.13
stayer,0.0
stayer,4.16
stayer,-7.55
stayer,1.14
stayer,30.99
stayer,-233.55
stayer,-16.36
stayer,0.0
stayer,21.51
stayer,22.31
stayer,0.0
stayer,7.7
stayer,-10.01
stayer,-24.12
stayer,-119.21
stayer,-4.88
stayer,6.45
stayer,53.77
stayer,-3.17
stayer,11.78
stayer,-36.01
stayer,2.41
stayer,9.76
stayer,31.85
stayer,-8.46
stayer,22.32
stayer,3.92
stayer,-26.97
stayer,0.0
stayer,11.78
stayer,18.23
stayer,0.0
stayer,189.71
stayer,24.81
stayer,102.68
stayer,2.47
stayer,306.57
stayer,13.61
stayer,0.0
stayer,10.01
stayer,216.91
stayer,-109.86
stayer,4.38
stayer,1.86
stayer,4.88
stayer,4.55
stayer,11.08
stayer,14.55
stayer,-219.72
stayer,-69.31
stayer,-5.61
stayer,4.18
stayer,6.9
stayer,-18.23
stayer,-21.2
stayer,6.45
stayer,0.0
stayer,15.42
stayer,0.0
stayer,11.78
stayer,53.06
stayer,-91.63
stayer,40.55
stayer,39.59
stayer,-18.4
stayer,-11.78
stayer,17.03
stayer,-102.63
stayer,38.44
stayer,28.31
stayer,62.86
stayer,-223.8
stayer,36.98
stayer,0.0
stayer,-7.41
stayer,-28.22
stayer,-30.4
stayer,-44.47
stayer,41.87
stayer,-8.96
stayer,-62.86
stayer,6.67
stayer,-36.77
stayer,299.57
stayer,0.0
stayer,-48.34
stayer,10.54
stayer,13.13
stayer,3.39
stayer,6.9
stayer,-170.83
stayer,-22.31
stayer,5.59
stayer,-10.54
stayer,-11.78
stayer,72.21
stayer,51.08
stayer,0.0
stayer,-60.7
stayer,15.55
stayer,10.76
stayer,2.82
stayer,-24.61
stayer,-95.43
stayer,0.0
stayer,4.88
stayer,12.71
stayer,-58.78
stayer,3.75
stayer,9.53
stayer,64.77
stayer,51.08
stayer,1.74
stayer,8.0
stayer,-19.08
stayer,-142.71
stayer,-108.76
stayer,4.08
stayer,0.0
stayer,24.12
stayer,-37.57
stayer,47.54
stayer,3.11
stayer,-9.53
stayer,6.19
stayer,-33.66
stayer,212.03
stayer,0.0
stayer,6.45
stayer,13.72
stayer,17.44
stayer,37.76
stayer,66.5
stayer,-1.9
stayer,4.76
stayer,3.47
stayer,230.26
stayer,-1.94
stayer,2.25
stayer,382.5
stayer,6.45
stayer,-6.67
stayer,17.52
stayer,133.12
stayer,18.23
stayer,-51.08
stayer,40.55
stayer,-431.75
stayer,54.11
stayer,17.03
stayer,-41.17
stayer,18.23
stayer,0.0
stayer,-17.59
stayer,35.67
stayer,18.93
stayer,-34.69
stayer,109.86
stayer,0.0
stayer,10.01
stayer,-4.88
stayer,-5.13
stayer,0.0
stayer,-20.08
stayer,36.77
stayer,28.77
stayer,31.85
stayer,39.3
stayer,4.55
stayer,-7.41
stayer,-29.58
stayer,-1.55
stayer,14.31
stayer,8.96
stayer,32.85
stayer,-58.31
stayer,6.9
stayer,-2.28
stayer,0.51
stayer,8.89
stayer,11.78
stayer,-25.38
stayer,-47.0
stayer,-69.31
stayer,0.0
stayer,-9.53
stayer,-12.63
stayer,0.41
stayer,5.41
stayer,-4.88
stayer,11.33
stayer,4.88
stayer,-1.57
stayer,-8.22
stayer,-1.98
stayer,32.05
stayer,-25.42
stayer,-7.41
stayer,51.08
stayer,18.23
stayer,285.26
stayer,-1.79
stayer,62.86
stayer,-12.14
stayer,3.7
stayer,-75.59
stayer,44.18
stayer,18.23
stayer,101.86
stayer,3.51
stayer,-23.36
stayer,13.13
stayer,-15.42
stayer,-62.87
stayer,-15.42
stayer,0.0
stayer,-1.46
stayer,212.03
stayer,21.96
stayer,33.9
stayer,51.08
stayer,4.45
stayer,-4.08
stayer,314.99
stayer,-7.23
stayer,-8.96
stayer,23.84
stayer,-13.35
stayer,-464.44
stayer,10.54
stayer,0.0
stayer,-18.23
stayer,-15.08
stayer,10.54
stayer,13.35
stayer,-14.2
stayer,0.0
stayer,12.26
stayer,11.39
stayer,-4.08
stayer,4.88
stayer,11.33
stayer,21.68
stayer,17.7
stayer,5.48
stayer,335.24
stayer,15.51
stayer,6.45
stayer,3.68
stayer,-4.88
stayer,-4.88
stayer,152.92
stayer,-19.28
stayer,0.0
stayer,0.0
stayer,4.26
stayer,-2.82
stayer,62.76
stayer,100.33
stayer,-54.16
stayer,40.55
stayer,-48.07
stayer,88.73
stayer,4.73
stayer,7.41
stayer,0.0
stayer,33.65
stayer,2.87
stayer,-27.76
stayer,-5.13
stayer,8.7
stayer,-36.36
stayer,-5.61
stayer,0.0
stayer,446.21
stayer,7.0
stayer,-2.86
stayer,5.97
stayer,0.0
stayer,-27.44
stayer,-3.23
stayer,-44.63
stayer,-16.25
stayer,-31.02
stayer,6.9
stayer,136.89
stayer,-64.44
stayer,-5.56
stayer,16.25
stayer,35.67
stayer,54.54
stayer,9.53
stayer,43.94
stayer,419.97
stayer,20.25
stayer,-28.77
stayer,29.38
stayer,-5.87
stayer,7.15
stayer,-25.13
stayer,-1.65
stayer,22.31
stayer,100.33
stayer,3.92
stayer,12.52
stayer,28.77
stayer,17.19
stayer,20.07
stayer,17.69
stayer,-0.72
stayer,-2.47
stayer,40.55
stayer,34.09
stayer,-20.43
stayer,70.82
stayer,-109.86
stayer,-16.89
stayer,7.7
stayer,-2.41
stayer,27.19
stayer,-15.82
stayer,-4.2
stayer,-20.76
stayer,13.31
stayer,28.77
stayer,66.5
stayer,8.0
stayer,8.18
stayer,9.8
stayer,31.24
stayer,55.96
stayer,165.29
stayer,15.96
stayer,-26.57
stayer,5.88
stayer,2.82
stayer,25.93
stayer,-8.7
stayer,117.34
stayer,0.0
stayer,-63.94
stayer,42.2
stayer,12.68
stayer,4.88
stayer,-90.29
stayer,192.26
stayer,113.68
stayer,3.92
stayer,-2.31
stayer,-17.34
stayer,-4.18
stayer,15.42
stayer,33.21
stayer,12.63
stayer,6.06
stayer,-8.7
stayer,18.23
stayer,-666.66
stayer,9.53
stayer,5.72
stayer,-1.21
stayer,10.82
stayer,5.65
stayer,-37.47
stayer,34.68
stayer,44.63
stayer,0.82
stayer,69.21
stayer,-230.26
stayer,127.3
stayer,6.9
stayer,-13.98
stayer,124.51
stayer,44.8
stayer,-78.85
stayer,-33.65
stayer,-69.31
stayer,-113.94
stayer,0.0
stayer,1.16
stayer,35.81
stayer,-40.55
stayer,29.73
stayer,-31.02
stayer,-118.38
stayer,-22.31
stayer,-94.26
stayer,3.68
stayer,14.14
stayer,-28.77
stayer,0.55
stayer,-6.77
stayer,-15.22
stayer,0.0
stayer,-5.83
stayer,6.45
stayer,-113.94
stayer,7.23
stayer,-11.78
stayer,-3.17
stayer,1.71
stayer,-62.25
stayer,1.48
stayer,125.28
stayer,17.19
stayer,24.78
stayer,13.35
stayer,-22.31
stayer,109.86
stayer,57.12
stayer,-26.02
stayer,2.3
stayer,0.0
stayer,34.61
stayer,35.67
stayer,11.78
stayer,-5.41
stayer,97.83
stayer,9.68
stayer,91.63
stayer,-628.36
stayer,0.0
stayer,-128.09
stayer,4.4
stayer,0.0
stayer,-20.97
stayer,169.64
stayer,-130.41
stayer,67.95
stayer,-48.77
stayer,-83.62
stayer,-83.29
stayer,2.53
stayer,-3.92
stayer,146.63
stayer,8.0
stayer,95.55
stayer,60.61
stayer,8.0
stayer,6.45
stayer,-17.03
stayer,49.43
stayer,8.0
stayer,106.09
stayer,23.23
stayer,-26.24
stayer,0.0
stayer,-290.14
stayer,-153.15
stayer,-4.26
stayer,-61.52
stayer,10.54
stayer,87.55
stayer,-15.08
stayer,-31.02
stayer,12.41
stayer,-10.54
stayer,-192.79
stayer,2.02
stayer,23.92
stayer,81.09
stayer,25.64
stayer,-8.22
stayer,85.97
stayer,-3.39
stayer,74.19
stayer,0.0
stayer,11.78
stayer,6.06
stayer,-26.93
stayer,6.9
stayer,-85.18
stayer,-20.43
stayer,6.45
stayer,53.9
stayer,43.61
stayer,69.31
stayer,10.82
stayer,4.69
stayer,48.73
stayer,14.11
stayer,2.2
stayer,2.2
stayer,26.57
stayer,51.08
stayer,123.79
stayer,107.04
stayer,0.0
stayer,-49.25
stayer,17.74
stayer,-48.55
stayer,7.41
stayer,17.88
stayer,26.83
stayer,19.42
stayer,2.53
stayer,-35.67
stayer,30.74
stayer,-16.99
stayer,11.61
stayer,3.77
stayer,-62.12
stayer,-18.23
stayer,-29.55
stayer,44.63
stayer,5.72
stayer,32.42
stayer,46.7
stayer,5.72
stayer,9.53
stayer,32.54
stayer,5.61
stayer,2.25
stayer,-7.8
stayer,-65.23
stayer,-18.23
stayer,0.0
stayer,11.78
stayer,24.42
stayer,-130.85
stayer,6.74
stayer,-1.74
stayer,-79.11
stayer,32.02
stayer,11.55
stayer,11.78
stayer,0.96
stayer,4.88
stayer,51.08
stayer,34.44
stayer,5.13
stayer,7.15
stayer,5.41
stayer,26.81
stayer,-83.62
stayer,10.33
stayer,18.81
stayer,-7.8
stayer,-3.13
stayer,7.15
stayer,-4.88
stayer,-49.25
stayer,-3.46
stayer,0.0
stayer,0.0
stayer,-60.51
stayer,0.0
stayer,2.14
stayer,3.7
stayer,136.15
stayer,9.02
stayer,0.0
stayer,-48.18
stayer,106.09
stayer,25.19
stayer,20.76
stayer,-6.06
stayer,-61.44
stayer,18.54
stayer,-14.84
stayer,91.2
stayer,69.31
stayer,5.88
stayer,-8.7
stayer,11.78
stayer,-17.33
stayer,-4.2
stayer,9.24
stayer,6.9
stayer,14.11
stayer,-24.61
stayer,37.81
stayer,14.51
stayer,36.77
stayer,-53.9
stayer,-22.31
stayer,5.72
stayer,114.65
stayer,67.54
stayer,350.66
stayer,8.0
stayer,-125.28
stayer,4.88
stayer,18.84
stayer,-83.62
stayer,100.33
stayer,360.88
stayer,4.35
stayer,-11.12
stayer,3.82
stayer,-0.39
stayer,-15.26
stayer,-91.63
stayer,6.06
stayer,-9.31
stayer,-33.65
stayer,42.29
stayer,-16.13
stayer,-26.24
stayer,-179.18
stayer,-270.81
stayer,-2.35
stayer,47.69
stayer,-0.0
stayer,6.9
stayer,28.77
stayer,135.33
stayer,4.65
stayer,22.31
stayer,-11.03
stayer,9.53
stayer,76.27
stayer,-6.45
stayer,-4.28
stayer,42.49
stayer,51.08
stayer,26.24
stayer,9.03
stayer,91.62
stayer,7.6
stayer,0.0
stayer,4.6
stayer,-36.0
stayer,0.0
stayer,49.9
stayer,-5.13
stayer,46.1
stayer,11.78
stayer,34.07
stayer,42.45
stayer,11.33
stayer,11.77
stayer,2.33
stayer,24.92
stayer,91.63
stayer,0.0
stayer,55.96
stayer,4.26
stayer,41.49
stayer,-77.32
stayer,-14.31
stayer,40.55
stayer,-58.49
stayer,10.25
stayer,-179.18
stayer,2.9
stayer,5.56
stayer,0.0
stayer,2.15
stayer,-120.4
stayer,43.08
stayer,22.31
stayer,46.97
stayer,125.28
stayer,7.41
stayer,-0.9
stayer,3.85
stayer,3.57
stayer,-4.08
stayer,122.08
stayer,0.0
stayer,129.1
stayer,-20.2
stayer,-10.54
stayer,-7.23
stayer,36.62
stayer,-54.23
stayer,-4.05
stayer,65.39
stayer,-9.53
stayer,-72.59
stayer,53.06
stayer,-28.77
stayer,-12.06
stayer,6.45
stayer,-1.68
stayer,-59.25
stayer,24.26
stayer,-41.99
stayer,-49.86
stayer,7.93
stayer,7.76
stayer,3.51
stayer,10.01
stayer,-10.01
stayer,-18.23
stayer,49.25
stayer,-131.22
stayer,0.0
stayer,54.86
stayer,-18.23
stayer,-87.81
stayer,-91.63
stayer,-69.31
stayer,44.9
stayer,0.0
stayer,25.45
stayer,-16.13
stayer,113.94
stayer,48.02
stayer,-54.94
stayer,44.63
stayer,-75.14
stayer,147.59
stayer,2.2
stayer,-9.73
stayer,12.14
stayer,0.0
stayer,-2.2
stayer,-14.66
stayer,-28.77
stayer,-5.61
stayer,-1.62
stayer,-52.41
stayer,76.21
stayer,0.0
stayer,224.2
stayer,0.0
stayer,0.0
stayer,1.63
stayer,0.0
stayer,24.04
stayer,0.0
stayer,2.7
stayer,9.53
stayer,73.0
stayer,0.0
stayer,-107.72
stayer,-9.53
stayer,0.0
stayer,-11.78
stayer,63.76
stayer,25.95
stayer,-27.33
stayer,-3.39
stayer,-248.49
stayer,-28.77
stayer,22.31
stayer,0.0
stayer,181.12
stayer,13.57
stayer,0.0
stayer,55.63
stayer,4.55
stayer,-33.65
stayer,313.19
stayer,347.67
stayer,0.12
stayer,13.61
stayer,40.55
stayer,-19.72
stayer,-99.99
stayer,-7.8
stayer,2.83
stayer,-0.96
stayer,-31.67
stayer,18.23
stayer,17.44
stayer,2.35
stayer,9.53
stayer,-2.46
stayer,-413.52
stayer,-181.92
stayer,5.72
stayer,5.26
stayer,-13.98
stayer,15.42
stayer,-45.2
stayer,51.08
stayer,25.13
stayer,-21.26
stayer,-4.08
stayer,-36.77
stayer,-181.01
stayer,-10.54
stayer,20.97
stayer,207.94
stayer,3.77
stayer,198.1
stayer,-18.23
