PERIDNUM,MARZO,leaver,OCCUP,PEIOOCC,leaver_MARCH
1003500614057581711101,0,,,,
1003523009522121701102,1,,2330.0,2330.0,0.0
1003611005892531601102,0,0.0,,,
1004151008246041701101,1,,2310.0,2310.0,0.0
1004400540913601501101,1,0.0,2310.0,2310.0,0.0
1005106800210101611101,0,,,,
1005611001822521601102,0,1.0,,,
1005644000219221611101,0,,,,
1006314008638421601101,0,0.0,,,
1006865003774211601102,0,0.0,,,
1009870511061081701102,0,,2320.0,2320.0,
1011005847721411601101,0,,,,
1011265009980221601101,0,,,,
1011603219170781501102,1,0.0,2310.0,2310.0,0.0
1011605359170591711101,0,,,,
1012789008341341701101,0,,,,
1012919006068851701101,0,,,,
1014090132916101601102,0,,,,
1017005083629091701101,1,,2320.0,2320.0,0.0
1020511042931031701102,1,,2310.0,2310.0,0.0
1020515003539951601101,0,0.0,2300.0,2300.0,
1021303964256261701101,0,,2310.0,2310.0,
1021603310516581601101,0,0.0,,,
1031204793546581601103,0,,,,
1031502858639861501101,1,0.0,2310.0,2310.0,0.0
1031600207974581601102,0,0.0,,,
1031603613955301501101,1,1.0,2435.0,2435.0,-1.0
1031603891615081701101,0,,,,
1031804442048921701101,0,,,,
1041804695585591601101,0,,,,
1048798530800191501102,1,0.0,2320.0,2320.0,0.0
1050601097873571611101,0,,,,
1051201303990731601102,0,,,,
1051201333453451601101,0,0.0,,,
1051201333453451601102,0,0.0,,,
1051204863014251601101,0,0.0,,,
1051204863014251601102,0,0.0,,,
1051303262242151501101,1,,,,
1051400652617791601101,0,,0.0,-1.0,
1051502419853891601102,0,0.0,,,
1051600667208271601102,0,0.0,,,
1051600853677701501102,1,0.0,2310.0,2310.0,0.0
1051803591554981701101,0,,,,
1061080151267801601102,0,,,,
1061501268907961511101,1,1.0,2320.0,230.0,1.0
1061501268907961511102,1,0.0,2310.0,2310.0,0.0
1061504851160211601102,0,,,,
1062020192110301701101,0,,,,
1071404804012411701101,1,,2310.0,2310.0,0.0
1071603666399891701101,1,,2360.0,2300.0,-1.0
1081003227402911601102,0,1.0,,,
1081103773318141601101,0,1.0,,,
1081600073650461701102,1,,2310.0,2310.0,0.0
1082020199504201711102,0,,,,
1082091016768901601101,0,0.0,,,
1085331340019181701102,0,,,,
1091005174595041511102,1,1.0,2545.0,2545.0,-1.0
1091103440567851701101,0,,,,
1091600384600361701101,0,,2320.0,2310.0,
1100178006491201701102,1,,2310.0,2310.0,0.0
1100506000826041701101,1,,2310.0,2310.0,0.0
1101806005785001601101,0,,,,
1101909000380631611101,0,,,,
1101974009811021601101,0,0.0,,,
1103329016408201701101,1,,2310.0,2310.0,0.0
1103675002380401701102,1,,2310.0,2310.0,0.0
1104190710052831701102,1,,2300.0,2300.0,0.0
1104357830911411701101,0,,,,
1104770713149841501101,1,0.0,2320.0,2320.0,0.0
1104908240612611501103,1,,,,
1105193004434631501101,1,0.0,2330.0,2330.0,0.0
1105217005834421711102,1,,2310.0,2310.0,0.0
1105549001519301611101,0,0.0,,,
1106519560818531501102,1,,2310.0,2310.0,0.0
1106993004426051701101,1,,2310.0,2310.0,0.0
1107368001142441601102,0,0.0,,,
1107578000259431601102,0,0.0,,,
1108169001312531511101,1,,,,
1109020011505471501101,1,0.0,2310.0,2310.0,0.0
1109882002046741501101,1,0.0,2320.0,2320.0,0.0
1111638007784931501102,1,0.0,2310.0,2310.0,0.0
1114169006352531701101,0,,,,
1114569306491581701101,0,,,,
1115127006574731501101,1,0.0,2310.0,2310.0,0.0
1118093006923741801102,0,,,,
1119736005659731701101,0,,,,
1120701055990871711101,1,,2310.0,2310.0,0.0
1125073137245501711102,1,,2310.0,2310.0,0.0
1130461027601641601102,0,0.0,2310.0,2310.0,
1144015196775701601101,0,,,,
1154063146503701701101,1,,2310.0,2310.0,0.0
1154063146503701701102,1,,2310.0,2310.0,0.0
1154067135503701701102,0,,,,
1164909007310611501102,1,0.0,2310.0,2310.0,0.0
1175559510600171601101,0,0.0,,,
1183180940900171701101,1,,2310.0,2310.0,0.0
1200851008421511801102,0,,,,
1201130115260801601102,0,0.0,,,
1201347830911101711102,1,,2310.0,2310.0,0.0
1201539560818701701102,0,,,,
1202060614160131701101,0,,,,
1202910815026071501101,1,0.0,2310.0,2310.0,0.0
1203970814037541601102,0,,,,
1204525007808441711102,0,,,,
1204920710228351601101,0,1.0,2205.0,2205.0,
1207743002600321701101,1,,2310.0,2310.0,0.0
1208353003499351701102,1,,2310.0,2310.0,0.0
1208353004429351701102,1,,2310.0,2310.0,0.0
1208422480016001501101,1,,2310.0,2310.0,0.0
1208652001914831701101,1,,2310.0,2310.0,0.0
1209035006701541711101,1,,2310.0,2310.0,0.0
1209456008502121601101,0,0.0,,,
1209462001953301611102,0,0.0,,,
1209520006762741601102,0,0.0,,,
1211614008285941601102,0,,,,
1213008259508461801101,0,,,,
1213043002533141601101,0,0.0,,,
1213316220001161501102,1,,2310.0,2310.0,0.0
1215841006199331701102,0,,,,
1216014006289231701102,0,,,,
1218000265656051601101,0,,2310.0,2310.0,
1218004030455281611101,0,0.0,,,
1220701084772621601102,0,,,,
1228043004573121701101,0,,,,
1234743008640341501102,1,0.0,2310.0,2310.0,0.0
1261600443114861601102,0,0.0,,,
1263020148350301501101,1,0.0,2310.0,2310.0,0.0
1274231130701111801101,0,,,,
1280561042133031501102,1,,,,
1285543016972601601102,0,0.0,,,
1300248007489611701105,0,,2310.0,2310.0,
1300711002614011701102,1,,2300.0,2300.0,0.0
1301162005577841501101,1,,2310.0,2310.0,0.0
1302942001643151701102,0,,2310.0,2310.0,
1303307009985111601101,0,1.0,,,
1303572000689421601102,0,,,,
1304942001643131701102,1,,2310.0,2310.0,0.0
1304942001643131701103,1,,2310.0,2310.0,0.0
1305048008425721811101,0,,,,
1305920009475221501102,1,1.0,2545.0,2545.0,-1.0
1306380911072691701102,1,,2310.0,2310.0,0.0
1306572000629421611101,0,1.0,,,
1306811003599321501102,1,0.0,2310.0,2310.0,0.0
1307623006550531701101,1,,2310.0,2310.0,0.0
1308860920052621701101,1,,2300.0,2300.0,0.0
1309560213036611601103,0,0.0,,,
1309585007445231601101,0,,,,
1311000045476521511101,1,,,,
1316007333097111701101,1,,2310.0,2310.0,0.0
1317009007654521701103,1,,2300.0,2300.0,0.0
1318250001612631601104,0,0.0,,,
1318661000534931501102,1,0.0,2310.0,2310.0,0.0
1318706006877401601101,0,1.0,,,
1318711003624051701102,0,,,,
1319070122763601601101,0,,,,
1322020132069301811101,0,,,,
1330366510900151601104,0,0.0,,,
1339080127341901601101,0,1.0,,,
1372056008812441701102,1,,2310.0,2310.0,0.0
1392060174075601601101,0,0.0,,,
1400614001610951701102,1,,2330.0,2330.0,0.0
1400860511128031601101,0,0.0,,,
1401449280612711801102,0,,,,
1402180006347101701101,1,,2330.0,2330.0,0.0
1402407520811611601102,0,0.0,,,
1403001101836601501102,1,,2300.0,2300.0,0.0
1403139000932851711101,1,,2320.0,2320.0,0.0
1403139001932831601102,0,,,,
1403180006377131501101,1,,2310.0,2310.0,0.0
1403391008524511701102,1,,2300.0,2300.0,0.0
1403536120018601701101,1,,2330.0,2330.0,0.0
1405110112055861501101,1,0.0,2300.0,2300.0,0.0
1405839009733801501102,1,0.0,2300.0,2300.0,0.0
1406664001724441811101,0,,,,
1406780414036881701101,0,,,,
1406920112031841711102,1,,2300.0,2300.0,0.0
1406994006513011611102,0,,,,
1407139000962851511101,1,,,,
1407161003468411701102,1,,2300.0,2300.0,0.0
1407540112072081501102,1,0.0,2320.0,2320.0,0.0
1408253005924951701101,0,,2310.0,2310.0,
1409637820612901701102,0,,,,
1413464006937121701101,1,,2310.0,2310.0,0.0
1416994002583011501101,1,,,,
1417040155214101601101,0,0.0,,,
1424994002553011701102,0,,,,
1436465409431381601101,0,,,,
1445030140604701611101,0,1.0,,,
1445196100302151701105,1,,2310.0,2310.0,0.0
1452554820800161601101,0,0.0,2320.0,2320.0,
1452554820800161601102,0,1.0,2320.0,-1.0,
1465697150300151701102,1,,2310.0,2310.0,0.0
1500508002787611701102,0,,,,
1501050315039361701102,0,,,,
1501539008119341701102,1,,2310.0,2310.0,0.0
1502122009452431701102,0,,,,
1502297006848551711101,1,,2310.0,2310.0,0.0
1503110010046381601102,0,0.0,,,
1503199003823031611101,0,,,,
1503465004699131601102,0,0.0,,,
1504446740810501611102,0,0.0,,,
1504952008462341501101,1,1.0,2310.0,-1.0,1.0
1505023009923221701102,1,,2330.0,2330.0,0.0
1505122001432451501101,1,0.0,2320.0,2320.0,0.0
1506186004820931701101,1,,2310.0,2310.0,0.0
1506684008023121701102,1,,2310.0,2310.0,0.0
1506895003695951501103,1,0.0,2300.0,2300.0,0.0
1506945000271831701101,1,,2310.0,2310.0,0.0
1507921001343501611101,0,0.0,,,
1508122009482411701101,0,,,,
1508232005311231711102,1,,2320.0,2320.0,0.0
1509520414003531701101,1,,2310.0,2310.0,0.0
1512011165536901701101,0,,,,
1515448005381321501102,1,0.0,2310.0,2310.0,0.0
1515707008682241601101,0,,,,
1516273004089751611101,0,0.0,,,
1516273004089751611102,0,0.0,,,
1516334004187551611101,0,0.0,,,
1516857008729111501101,1,,,,
1518388000718831711101,0,,,,
1519882005304021601102,0,1.0,230.0,230.0,
1530060168552301701102,1,,2300.0,2300.0,0.0
1536080143013001701102,0,,,,
1546637005024531501101,1,,2300.0,2300.0,0.0
1550301084174101811102,0,,,,
1562010172729301601101,0,0.0,,,
1570020127023001801101,0,,,,
1571021117430201601101,0,0.0,,,
1571021117430201601102,0,0.0,,,
1573178840500151711101,1,,2310.0,2310.0,0.0
1579428109091961601102,0,0.0,,,
1601585007334721601102,0,0.0,,,
1602190714107691501102,1,0.0,2310.0,2310.0,0.0
1602970214059571701101,1,,2310.0,2310.0,0.0
1602980211059671601101,0,0.0,,,
1603234004138131601102,0,0.0,,,
1603510813015671711103,1,,2330.0,2300.0,0.0
1603614006034901601101,0,0.0,,,
1604349006866911601101,0,0.0,,,
1605347830911101701101,0,,,,
1605941007616221701102,0,,,,
1606099002233241501101,1,0.0,2310.0,2310.0,0.0
1606482000178541801102,0,,,,
1606546120018201701101,0,,,,
1606585007394741501101,1,,,,
1606809542917601501101,1,0.0,2310.0,2310.0,0.0
1607234005709751601101,0,0.0,,,
1607749641816831601101,0,0.0,2320.0,2320.0,
1607915004800731511102,1,0.0,2310.0,2310.0,0.0
1607915005759231701101,1,,2320.0,2320.0,0.0
1607915005759231701102,1,,2310.0,2310.0,0.0
1608799007124621701102,0,,,,
1609349006856941701102,1,,2320.0,2320.0,0.0
1609585005304741701102,0,,,,
1609690213091391501101,1,0.0,2320.0,2320.0,0.0
1609760210243101501101,1,,2310.0,-1.0,1.0
1609915006840711511102,1,1.0,2205.0,2205.0,-1.0
1609915009759231701101,1,,2310.0,2310.0,0.0
1609915009759231701102,1,,2310.0,2310.0,0.0
1611843930400191701101,0,,,,
1612346007653031601101,0,,,,
1616915005719231601101,0,,,,
1619004162093561701101,0,,,,
1620901047291491801101,0,,,,
1625924006190801701102,0,,,,
1630032008972341701101,0,,,,
1647944018314541601101,0,0.0,,,
1669847007870011801101,0,,,,
1673598203431681601103,0,,,,
1673598203431681601104,0,0.0,,,
1690585016384701501101,1,0.0,2310.0,2310.0,0.0
1691426016139401601101,0,0.0,,,
1691426016139401601102,0,0.0,,,
1698426016199401501102,1,1.0,2205.0,2205.0,-1.0
1700254008216011701101,1,,2310.0,2310.0,0.0
1700432000521641711101,1,,2310.0,2310.0,0.0
1700878009480201701101,1,,2310.0,2310.0,0.0
1701016005516841511102,1,1.0,4120.0,2350.0,-1.0
1701046007013121701102,1,,2310.0,2310.0,0.0
1701735720715211611101,0,0.0,,,
1702432005551641801103,0,,,,
1702694007253831601102,0,0.0,,,
1703072000773751501101,1,,2320.0,2320.0,0.0
1703320514040621501101,1,0.0,2320.0,2320.0,0.0
1703507006594401701102,1,,2310.0,2310.0,0.0
1704865009540211501101,1,0.0,2310.0,-1.0,1.0
1704865009540211501102,1,0.0,2310.0,2310.0,0.0
1705196002637521811102,0,,,,
1705301009624311701101,0,,,,
1705571007522721501101,1,1.0,2435.0,2545.0,-1.0
1705815005074131701101,0,,,,
1706069002279641701101,1,,2310.0,2310.0,0.0
1706654002637641701102,1,,2310.0,2310.0,0.0
1707710006966221601102,0,0.0,,,
1708541005991501501101,1,,2320.0,2320.0,0.0
1708541005991501501102,1,,3230.0,3230.0,-1.0
1708742630818901601102,0,,,,
1708785001614721501101,1,,6355.0,6355.0,-1.0
1708879001719601701102,1,,2310.0,2310.0,0.0
1709459250016401701102,0,,,,
1710705006618401701102,1,,2300.0,2300.0,0.0
1710801006538901701101,1,,2310.0,2310.0,0.0
1710901064771441701101,1,,2310.0,2310.0,0.0
1710901064771441701102,1,,2310.0,2310.0,0.0
1713004105456161501102,1,0.0,2310.0,2310.0,0.0
1715215006321431601101,0,,,,
1716002011615591601101,0,0.0,,,
1716710009916241501102,1,1.0,2310.0,-1.0,1.0
1718165008135511601101,0,0.0,2310.0,2310.0,
1718705006628431601101,0,0.0,,,
1719507006544411501101,1,1.0,4600.0,4600.0,-1.0
1720016003516851701102,0,,,,
1730316102441281601102,0,0.0,,,
1739821720901111501101,1,,,,
1741534002672811601101,0,1.0,,,
1750601097373571501101,1,0.0,2310.0,2310.0,0.0
1765322402091261601102,0,0.0,2310.0,2310.0,
1778472730900151701101,0,,,,
1778472730900151701102,0,,,,
1789120710900111601101,0,0.0,,,
1800037002610941801102,0,,,,
1800187009526731501102,1,0.0,2300.0,2300.0,0.0
1800450410058081711102,1,,2310.0,2310.0,0.0
1800460410158181701101,0,,,,
1802270112093341701101,1,,2310.0,2310.0,0.0
1804325560817201501102,1,,,,
1804660420011541701101,1,,2300.0,2300.0,0.0
1804660420011541701102,1,,2300.0,2300.0,0.0
1805338490211101701102,1,,2310.0,2310.0,0.0
1806551002726321701101,1,,2320.0,2320.0,0.0
1807228001001661701101,1,,2330.0,2300.0,0.0
1807673006341711511101,1,1.0,2205.0,2205.0,-1.0
1807816008756621711101,0,,,,
1808887007784611701102,0,,,,
1808934001320301611101,0,0.0,,,
1809962001304351601102,0,1.0,,,
1809970011010671501102,1,0.0,2310.0,2310.0,0.0
1813818002986611601102,0,0.0,2310.0,2310.0,
1817000042672281601101,0,0.0,,,
1818816006726651701101,0,,,,
1826671004074451701102,0,,,,
1826673000381751701101,0,,,,
1828202006088531601101,0,0.0,,,
1845549530400141601102,0,0.0,,,
1845649550400141711101,1,,2310.0,2310.0,0.0
1861935930401121701105,0,,,,
1900244006491221501101,1,,,,
1900298001010701501101,1,1.0,0.0,-1.0,-1.0
1900855002620321711101,1,,2310.0,2310.0,0.0
1902308190315801701101,1,,2310.0,2310.0,0.0
1902871007240841701102,0,,2310.0,2310.0,
1902990005053201701102,1,,2320.0,2320.0,0.0
1905272005425641501101,1,,2330.0,2330.0,0.0
1905508005876721601101,0,0.0,2310.0,2320.0,
1905676007510621701101,1,,2300.0,2300.0,0.0
1906089003138411701101,0,,,,
1906745001917951801103,0,,,,
1906923009311931701101,1,,2310.0,2310.0,0.0
1906923009311931701103,1,,2310.0,2310.0,0.0
1907238008054241701101,1,,2310.0,2310.0,0.0
1907266008546821501101,1,0.0,2310.0,2310.0,0.0
1907557950013611501102,1,0.0,2320.0,2320.0,0.0
1908119001529521701102,1,,2320.0,2310.0,0.0
1908519560818511711101,0,,,,
1908900001316851701101,1,,2310.0,2310.0,0.0
1908981005822801511101,1,0.0,2310.0,2310.0,0.0
1909298001040741701101,1,,2320.0,2320.0,0.0
1909404060610201701102,1,,2310.0,2310.0,0.0
1909550514097591611101,0,0.0,,,
1910508000826751701102,0,,,,
1911298005020741601101,0,0.0,2310.0,2310.0,
1916009026671001511101,1,,,,
1916163006377331801102,0,,,,
1917014230600111811101,0,,,,
1918295002618141601102,0,,,,
1918632008476541601102,0,0.0,,,
1919226006550431701103,1,,2320.0,2320.0,0.0
1920701084992371701102,1,,2310.0,2310.0,0.0
1922676000560611501101,1,0.0,2310.0,2310.0,0.0
1940601000503411601101,0,0.0,,,
1945371040401151701102,1,,2310.0,2310.0,0.0
1948244002471211501102,1,1.0,2310.0,-1.0,1.0
1950301077373711601101,0,0.0,2320.0,2320.0,
1957139709431781801101,0,,,,
1970849100081861501101,1,0.0,2310.0,2310.0,0.0
1981206000900101701103,1,,2310.0,2310.0,0.0
1983163540101101801102,0,,,,
1986281401491481701102,0,,,,
2001501261907961711102,0,,,,
2001600542757401601102,0,0.0,2300.0,2300.0,
2004250212171571701101,0,,,,
2004310620814301701101,1,,2310.0,2310.0,0.0
2004680311110071501101,1,0.0,2310.0,2310.0,0.0
2005210315136651601102,0,0.0,,,
2009850510061681701101,1,,2310.0,2310.0,0.0
2012000095377131601101,0,,,,
2012002136812451701101,0,,,,
2021804624775201701101,0,,2330.0,2330.0,
2021804624775201701102,0,,2310.0,2310.0,
2031305432482521801102,0,,,,
2031509130200131501102,1,0.0,2310.0,2310.0,0.0
2031600129280461701102,0,,,,
2049868920601171601102,0,,,,
2051301132469181701102,0,,,,
2051600457327011701101,0,,2310.0,2310.0,
2060101037053221711101,1,,2310.0,2310.0,0.0
2060101037053221711102,1,,2320.0,2330.0,0.0
2061503632137401501101,1,0.0,2310.0,2310.0,0.0
2061600103190091601102,0,,,,
2081101778714451711101,1,,2320.0,2320.0,0.0
2081600352540671601101,0,0.0,,,
2081600352540671601102,0,0.0,,,
2093052127963601601101,0,,,,
2093052127963601601102,0,,,,
2095012122057401701101,0,,,,
2100431052351751711103,1,,2320.0,2320.0,0.0
2102200114016631711101,1,,2320.0,2320.0,0.0
2104010192396101501102,1,1.0,2545.0,2545.0,-1.0
2105706730810621501101,1,,,,
2108051172870301701102,0,,,,
2113007417872111501101,1,1.0,2545.0,2545.0,-1.0
2118003013191471711102,1,,2320.0,2320.0,0.0
2119021184278401601102,0,0.0,,,
2130032158659401701101,0,,,,
2139080143351101501102,1,,,,
2149051166958501501101,1,,,,
2171042101653201601102,0,0.0,,,
2173173240900161501101,1,0.0,2310.0,2310.0,0.0
2194062122269601501102,1,0.0,2310.0,2310.0,0.0
2202115790518801601102,0,0.0,,,
2202937490019901601102,0,0.0,2310.0,2310.0,
2207070165128101711101,0,,,,
2207940610231021701101,1,,2310.0,2310.0,0.0
2208837920311801701102,0,,,,
2210111005421651701101,1,,2300.0,2300.0,0.0
2210402020300171501102,1,1.0,2310.0,-1.0,1.0
2218080124906401601102,0,0.0,,,
2222050148190901601101,0,0.0,,,
2250201041854771601101,0,0.0,,,
2270080172247801611102,0,0.0,,,
2270101093951691701101,1,,2320.0,2320.0,0.0
2278080134950101611101,0,,,,
2290481023053901701101,0,,,,
2299070160338201711102,0,,2300.0,2300.0,
2300647110616811501103,1,0.0,0.0,-1.0,-1.0
2306018840513601701101,1,,2310.0,2310.0,0.0
2310005061338291701101,0,,,,
2314002096727451501101,1,0.0,2310.0,2310.0,0.0
2316110050000171601101,0,0.0,,,
2327053160956001701103,1,,0.0,2310.0,-1.0
2372051140757101611102,0,1.0,,,
2379007128626901501101,1,0.0,2310.0,2310.0,0.0
2379007128626901501102,1,1.0,2360.0,2360.0,-1.0
2398023124169501701101,1,,2320.0,2320.0,0.0
2401139430316111701102,0,,2310.0,2310.0,
2401360112025571801102,0,,,,
2403216760818901701101,0,,,,
2409170814044141601103,0,,,,
2413008011866521811101,0,,,,
2427060127953801701101,1,,2300.0,2300.0,0.0
2450921013315651711103,0,,,,
2460090143633501601102,0,1.0,,,
2479001134626901501101,1,0.0,2310.0,2310.0,0.0
2484080124114501601102,0,,,,
2495020156001901601101,0,,2310.0,2310.0,
2495330410900111501101,1,1.0,2310.0,-1.0,1.0
2497000158749901801101,0,,,,
2500140912092101501101,1,,,,
2503760211076331701101,1,,2310.0,2310.0,0.0
2505946230211501601101,0,0.0,,,
2506005560715601601102,0,0.0,2310.0,2310.0,
2506880011021341701101,1,,2310.0,2310.0,0.0
2507460315080641711101,1,,2320.0,2320.0,0.0
2511009072368091701102,1,,2310.0,2310.0,0.0
2512005031700351711102,0,,,,
2515000163992181601101,0,0.0,,,
2516004072307181701101,1,,2330.0,2330.0,0.0
2517005274275301501101,1,1.0,2205.0,2205.0,-1.0
2518000047167101601101,0,1.0,,,
2518005031363111501102,1,0.0,2320.0,2320.0,0.0
2529220920500151701101,1,,2330.0,2330.0,0.0
2578644930700111701101,1,,2300.0,2300.0,0.0
2580700340702181601101,0,1.0,2360.0,2360.0,
2600311006320061601101,0,,,,
2600920113139541811102,0,,,,
2605602750914801601102,0,,,,
2607260410047501501102,1,,2310.0,2310.0,0.0
2610005170216381701102,0,,,,
2612009014169241601102,0,0.0,,,
2616004007106151511101,1,0.0,2320.0,2320.0,0.0
2616008285398331601102,0,0.0,,,
2619004262292161501102,1,1.0,2360.0,2360.0,-1.0
2624422940400101701101,0,,,,
2624422940400101701102,0,,,,
2650511026592841501102,1,0.0,2310.0,2310.0,0.0
2660501067004851601102,0,,,,
2670811023750991501102,1,0.0,2310.0,2310.0,0.0
2690001000983941501102,1,,,,
2701733830510001811101,0,,,,
2703405830216501611101,0,0.0,2310.0,2310.0,
2703610910031131711101,1,,2310.0,2310.0,0.0
2719007061876051701104,0,,2310.0,2310.0,
2760201058353341701101,0,,2310.0,2310.0,
2800429140012211711101,0,,,,
2804060713157861601102,0,,,,
2804370511764281701101,0,,,,
2807090211092671601101,0,0.0,,,
2807090211092671601102,0,0.0,,,
2809080914204851701101,0,,,,
2817001051747311601101,0,0.0,,,
2817003034861491501103,1,0.0,2330.0,2330.0,0.0
2856995120000181701102,0,,2310.0,2310.0,
2867186700001121601101,0,,,,
2871381040700191501102,1,,2310.0,2310.0,0.0
2877554830400111501102,1,0.0,2310.0,2310.0,0.0
2902080514045581701101,1,,2310.0,2310.0,0.0
2907126870417511801102,0,,,,
2908480714118601501101,1,,,,
2909860510160021701102,1,,2310.0,2310.0,0.0
2910002091329251501101,1,0.0,2300.0,2310.0,0.0
2911003097742401701102,1,,2320.0,2320.0,0.0
2913003278140581601102,0,1.0,,,
2914001375306071501101,1,0.0,2310.0,2310.0,0.0
2917003080808291701101,0,,,,
2920611028474051701101,1,,2310.0,2310.0,0.0
2930801078461621701101,0,,,,
3000470611778781701102,0,,,,
3002750712088041611102,0,0.0,,,
3003380813049131701101,1,,2310.0,2310.0,0.0
3004522810313201711101,1,,2300.0,2300.0,0.0
3006330613059131711101,1,,2310.0,2310.0,0.0
3010009126498471701101,1,,2300.0,2300.0,0.0
3010701000782991701101,0,,,,
3013006010431581501103,1,,3603.0,3645.0,-1.0
3020901043254991711101,0,,,,
3031404568985691701101,0,,,,
3041101544757401711101,1,,0.0,2320.0,-1.0
3066121210000161601102,0,0.0,,,
3066594520301141601102,0,0.0,,,
3073350140301171801101,0,,,,
3081605461229571701101,0,,,,
3106210912050321501101,1,1.0,4220.0,-1.0,-1.0
3106752790510401701102,1,,2310.0,2310.0,0.0
3110871072851901711101,0,,,,
3111005051448461801101,0,,,,
3121030124529201701102,0,,,,
3169155200602111801102,0,,,,
3170654610900121601101,0,,,,
3182062410600161711102,0,,,,
3186080132691801801101,0,,,,
3187040108522301701102,1,,2310.0,2310.0,0.0
3201080712062171501102,1,,2310.0,2320.0,0.0
3201590212064151701102,1,,2310.0,2310.0,0.0
3201740515160591601101,0,0.0,,,
3202105220015101611101,0,,,,
3203032920216101811101,0,,,,
3203605421219691501101,1,0.0,2310.0,2310.0,0.0
3259031140597701701101,0,,2310.0,2330.0,
3274051100450701601102,0,0.0,2330.0,2330.0,
3285569910900141701101,0,,,,
3300607480217211501102,1,1.0,230.0,230.0,-1.0
3300930411049551701102,0,,,,
3303640812000851701104,1,,2310.0,2310.0,0.0
3308970211002521701102,1,,2330.0,2330.0,0.0
3308990613023111601102,0,0.0,,,
3310601007741311701102,0,,,,
3320511006433231501101,1,0.0,2310.0,2310.0,0.0
3350801072052901701102,1,,2320.0,2320.0,0.0
3351051134205201701101,0,,2310.0,2310.0,
3368091150582601601101,0,0.0,,,
3403019960114021501102,1,0.0,2320.0,2320.0,0.0
3403849700419801701101,1,,2320.0,2320.0,0.0
3403990111054021501102,1,1.0,2205.0,2205.0,-1.0
3406360213140581601101,0,0.0,2320.0,2320.0,
3406360213140581601102,0,0.0,2320.0,2320.0,
3408230811086871501102,1,0.0,2300.0,2300.0,0.0
3428560910119571801102,0,,,,
3447941630500181701101,0,,,,
3450621007540311701102,1,,2310.0,2310.0,0.0
3502500211157541601102,0,0.0,,,
3502510211657441811101,0,,,,
3503810213009831601101,0,0.0,2320.0,2320.0,
3505556570915401701101,1,,2330.0,2330.0,0.0
3508420014054081501101,1,0.0,2310.0,2310.0,0.0
3511128750400141701102,1,,2310.0,2310.0,0.0
3513000036462491601101,0,0.0,,,
3521012122813401801101,0,,,,
3524037420500131601103,0,0.0,,,
3553010108089901711101,0,,,,
3565872400809161701101,1,,2310.0,2310.0,0.0
3583002166356001601101,0,0.0,,,
3590211004213731701101,0,,2320.0,2320.0,
3604032920216111701101,0,,2310.0,2310.0,
3604540310713801701102,1,,2320.0,2320.0,0.0
3610901011713191701102,1,,2310.0,2310.0,0.0
3611006108537361601102,0,1.0,,,
3639386350500121701101,1,,2310.0,2310.0,0.0
3660521020530861501101,1,0.0,2310.0,2310.0,0.0
3669687240900131601101,0,0.0,,,
3680311044423771501101,1,,,,
3700756710813461711101,0,,,,
3701625420219701701102,1,,2310.0,2310.0,0.0
3701907590413101501104,1,,2300.0,2300.0,0.0
3707054310413001501101,1,0.0,2300.0,2300.0,0.0
3707522810313501601102,0,0.0,2320.0,2320.0,
3762835930801191601101,0,0.0,,,
3762835930801191601102,0,0.0,,,
3789532120800101711102,0,,2310.0,2310.0,
3790951032681311601101,0,0.0,,,
3800456680319111701102,0,,,,
3803770511020891801102,0,,,,
3804680714137611701102,1,,2310.0,2310.0,0.0
3810301035441031601102,0,0.0,,,
3812260110993841601102,0,0.0,2300.0,2300.0,
3816002114013231601101,0,0.0,,,
3820001097272801701101,1,,2310.0,2310.0,0.0
3900070711014191701101,1,,2310.0,2310.0,0.0
3900070711014191701102,1,,2310.0,2310.0,0.0
3901406410410911601101,0,0.0,,,
3902552100714601701101,1,,530.0,2330.0,-1.0
3904230611164111601101,0,0.0,,,
3904270612064811701104,0,,,,
3909436430017601501102,1,,2310.0,2330.0,0.0
3910801056901751701102,1,,2310.0,2310.0,0.0
3910901075281021701102,1,,2310.0,2310.0,0.0
3912005094050291711102,1,,2310.0,2310.0,0.0
3925064010301161701101,1,,2310.0,2310.0,0.0
3939161020001111501102,1,,,,
3950901032383311601101,0,0.0,,,
3958248320700161711101,0,,,,
3960601010004011601101,0,0.0,,,
3961955300201151601101,0,1.0,,,
3971454330201151501101,1,0.0,2310.0,2310.0,0.0
4002740714088241701101,1,,2320.0,2320.0,0.0
4004946150212001701101,1,,2310.0,2310.0,0.0
4008220512075981601102,0,0.0,2300.0,2300.0,
4011201943855561601101,0,,,,
4012005018314331801102,0,,,,
4015007099782491701102,1,,2300.0,2300.0,0.0
4018008487244561611102,0,0.0,,,
4020141064481091701102,0,,2300.0,2300.0,
4030131064281091601102,0,0.0,,,
4041503956735971601101,0,0.0,,,
4051001641252381701101,0,,,,
4059044139166501501102,1,1.0,4920.0,4920.0,-1.0
4060601082834521711101,0,,,,
4075000168477501511101,1,1.0,2310.0,-1.0,1.0
4075000168477501511102,1,0.0,2310.0,2310.0,0.0
4080321076231981501102,1,0.0,2310.0,2310.0,0.0
4088000172673101701101,1,,2310.0,2310.0,0.0
4096011105377101601102,0,,,,
4104222730516701701102,0,,,,
4104958680110301601102,0,0.0,,,
4106515020715701601101,0,0.0,,,
4110002048378091701101,0,,,,
4112008124167491801102,0,,,,
