GESTFIPS,abbr,survey_year,u_march
28,MS,2000,5.5
28,MS,2001,5.0
28,MS,2002,6.5
28,MS,2003,6.4
28,MS,2004,5.8
28,MS,2005,7.0
28,MS,2006,6.3
28,MS,2007,6.3
28,MS,2008,6.2
28,MS,2009,8.6
28,MS,2010,10.5
28,MS,2011,9.9
28,MS,2012,8.9
28,MS,2013,8.7
28,MS,2014,8.0
28,MS,2015,6.6
28,MS,2016,6.1
28,MS,2017,5.4
28,MS,2018,4.9
28,MS,2019,5.4
28,MS,2020,5.9
28,MS,2021,6.2
28,MS,2022,3.8
28,MS,2023,3.2
28,MS,2024,2.8
28,MS,2025,3.9
28,MS,2026,3.8
29,MO,1976,6.0
29,MO,1977,6.2
29,MO,1978,5.3
29,MO,1979,4.3
29,MO,1980,6.5
29,MO,1981,7.6
29,MO,1982,8.7
29,MO,1983,10.5
29,MO,1984,7.9
29,MO,1985,6.9
29,MO,1986,6.3
29,MO,1987,6.5
29,MO,1988,5.5
29,MO,1989,5.5
29,MO,1990,5.5
29,MO,1991,6.9
29,MO,1992,6.2
29,MO,1993,6.3
29,MO,1994,5.3
29,MO,1995,5.0
29,MO,1996,4.7
29,MO,1997,4.5
29,MO,1998,4.4
29,MO,1999,3.3
29,MO,2000,3.1
29,MO,2001,4.3
29,MO,2002,5.4
29,MO,2003,5.6
29,MO,2004,5.6
29,MO,2005,5.8
29,MO,2006,4.8
29,MO,2007,4.8
29,MO,2008,5.4
29,MO,2009,8.7
29,MO,2010,9.6
29,MO,2011,8.9
29,MO,2012,7.3
29,MO,2013,6.9
29,MO,2014,6.6
29,MO,2015,5.5
29,MO,2016,4.5
29,MO,2017,4.0
29,MO,2018,3.4
29,MO,2019,3.2
29,MO,2020,3.6
29,MO,2021,4.7
29,MO,2022,2.6
29,MO,2023,2.9
29,MO,2024,3.6
29,MO,2025,4.0
29,MO,2026,3.9
30,MT,1976,5.9
30,MT,1977,6.1
30,MT,1978,6.0
30,MT,1979,5.2
30,MT,1980,5.9
30,MT,1981,6.4
30,MT,1982,8.3
30,MT,1983,9.2
30,MT,1984,7.5
30,MT,1985,7.6
30,MT,1986,8.0
30,MT,1987,7.6
30,MT,1988,6.9
30,MT,1989,6.0
30,MT,1990,5.6
30,MT,1991,7.1
30,MT,1992,6.8
30,MT,1993,6.3
30,MT,1994,5.5
30,MT,1995,5.6
30,MT,1996,5.7
30,MT,1997,5.5
30,MT,1998,5.6
30,MT,1999,5.4
30,MT,2000,4.9
30,MT,2001,4.6
30,MT,2002,4.7
30,MT,2003,4.6
30,MT,2004,4.7
30,MT,2005,4.3
30,MT,2006,3.5
30,MT,2007,2.9
30,MT,2008,4.0
30,MT,2009,7.1
30,MT,2010,7.4
30,MT,2011,6.8
30,MT,2012,5.9
30,MT,2013,5.4
30,MT,2014,4.8
30,MT,2015,4.2
30,MT,2016,4.3
30,MT,2017,4.1
30,MT,2018,3.8
30,MT,2019,3.5
30,MT,2020,3.5
30,MT,2021,3.8
30,MT,2022,2.7
30,MT,2023,2.5
30,MT,2024,3.0
30,MT,2025,3.1
30,MT,2026,3.6
31,NE,1976,3.2
31,NE,1977,3.2
31,NE,1978,3.4
31,NE,1979,2.7
31,NE,1980,3.3
31,NE,1981,3.9
31,NE,1982,5.1
31,NE,1983,6.2
31,NE,1984,4.5
31,NE,1985,4.9
31,NE,1986,5.1
31,NE,1987,4.5
31,NE,1988,3.6
31,NE,1989,2.9
31,NE,1990,2.4
31,NE,1991,2.6
31,NE,1992,2.8
31,NE,1993,2.9
31,NE,1994,2.7
31,NE,1995,2.5
31,NE,1996,2.8
31,NE,1997,2.5
31,NE,1998,2.4
31,NE,1999,2.7
31,NE,2000,2.8
31,NE,2001,3.0
31,NE,2002,3.7
31,NE,2003,3.9
31,NE,2004,3.8
31,NE,2005,4.0
31,NE,2006,3.1
31,NE,2007,2.9
31,NE,2008,3.0
31,NE,2009,4.5
31,NE,2010,4.8
31,NE,2011,4.5
31,NE,2012,3.9
31,NE,2013,3.8
31,NE,2014,3.5
31,NE,2015,2.9
31,NE,2016,3.0
31,NE,2017,2.9
31,NE,2018,2.9
31,NE,2019,3.1
31,NE,2020,4.4
31,NE,2021,2.9
31,NE,2022,2.0
31,NE,2023,2.1
31,NE,2024,2.6
31,NE,2025,2.9
31,NE,2026,3.1
32,NV,1976,9.2
32,NV,1977,8.0
32,NV,1978,4.4
32,NV,1979,5.0
32,NV,1980,5.5
32,NV,1981,7.1
32,NV,1982,9.1
32,NV,1983,10.9
32,NV,1984,7.6
32,NV,1985,7.8
32,NV,1986,6.5
32,NV,1987,6.3
32,NV,1988,5.5
32,NV,1989,4.7
32,NV,1990,4.5
32,NV,1991,5.7
32,NV,1992,6.7
32,NV,1993,7.0
32,NV,1994,6.4
32,NV,1995,5.7
32,NV,1996,5.2
32,NV,1997,4.6
32,NV,1998,4.3
32,NV,1999,4.0
32,NV,2000,3.9
32,NV,2001,4.8
32,NV,2002,5.8
32,NV,2003,5.4
32,NV,2004,4.6
32,NV,2005,4.3
32,NV,2006,4.1
32,NV,2007,4.4
32,NV,2008,5.8
32,NV,2009,10.0
32,NV,2010,13.2
32,NV,2011,13.2
32,NV,2012,12.0
32,NV,2013,10.5
32,NV,2014,8.6
32,NV,2015,7.3
32,NV,2016,6.1
32,NV,2017,5.2
32,NV,2018,4.6
32,NV,2019,4.2
32,NV,2020,7.2
32,NV,2021,8.0
32,NV,2022,5.2
32,NV,2023,5.1
32,NV,2024,5.3
32,NV,2025,5.3
32,NV,2026,5.3
33,NH,1976,6.5
33,NH,1977,6.2
33,NH,1978,4.1
33,NH,1979,3.1
33,NH,1980,4.0
33,NH,1981,4.7
33,NH,1982,6.8
33,NH,1983,6.2
33,NH,1984,4.2
33,NH,1985,4.2
33,NH,1986,3.0
33,NH,1987,2.2
33,NH,1988,2.2
33,NH,1989,2.7
33,NH,1990,4.7
33,NH,1991,6.5
33,NH,1992,7.2
33,NH,1993,6.9
33,NH,1994,4.8
33,NH,1995,3.9
33,NH,1996,3.7
33,NH,1997,3.5
33,NH,1998,2.9
33,NH,1999,2.8
33,NH,2000,2.8
33,NH,2001,3.0
33,NH,2002,4.3
33,NH,2003,4.4
33,NH,2004,4.1
33,NH,2005,3.7
33,NH,2006,3.4
33,NH,2007,3.7
33,NH,2008,3.4
33,NH,2009,5.5
33,NH,2010,6.4
33,NH,2011,5.5
33,NH,2012,5.3
33,NH,2013,5.5
33,NH,2014,4.6
33,NH,2015,3.7
33,NH,2016,2.8
33,NH,2017,2.9
33,NH,2018,2.7
33,NH,2019,2.6
33,NH,2020,2.6
33,NH,2021,4.0
33,NH,2022,2.3
33,NH,2023,2.2
33,NH,2024,2.4
33,NH,2025,3.2
33,NH,2026,3.1
34,NJ,1976,10.2
34,NJ,1977,10.3
34,NJ,1978,7.4
34,NJ,1979,6.9
34,NJ,1980,6.7
34,NJ,1981,7.5
34,NJ,1982,8.6
34,NJ,1983,8.9
34,NJ,1984,6.6
34,NJ,1985,5.8
34,NJ,1986,5.4
34,NJ,1987,4.1
34,NJ,1988,3.7
34,NJ,1989,3.7
34,NJ,1990,4.6
34,NJ,1991,6.5
34,NJ,1992,8.1
34,NJ,1993,8.3
34,NJ,1994,7.1
34,NJ,1995,6.3
34,NJ,1996,6.4
34,NJ,1997,5.6
34,NJ,1998,4.9
34,NJ,1999,4.5
34,NJ,2000,3.6
34,NJ,2001,3.7
34,NJ,2002,5.7
34,NJ,2003,5.9
34,NJ,2004,5.2
34,NJ,2005,4.3
34,NJ,2006,4.9
34,NJ,2007,4.1
34,NJ,2008,4.7
34,NJ,2009,7.9
34,NJ,2010,9.9
34,NJ,2011,9.5
34,NJ,2012,9.4
34,NJ,2013,9.0
34,NJ,2014,6.9
34,NJ,2015,6.2
34,NJ,2016,5.0
34,NJ,2017,4.4
34,NJ,2018,4.3
34,NJ,2019,3.3
34,NJ,2020,4.1
34,NJ,2021,7.3
34,NJ,2022,4.3
34,NJ,2023,4.1
34,NJ,2024,4.5
34,NJ,2025,5.1
34,NJ,2026,4.9
35,NM,1976,8.6
35,NM,1977,8.6
35,NM,1978,6.1
35,NM,1979,6.5
35,NM,1980,7.1
35,NM,1981,7.5
35,NM,1982,8.3
35,NM,1983,10.5
35,NM,1984,7.6
35,NM,1985,8.5
35,NM,1986,9.0
35,NM,1987,9.3
35,NM,1988,8.2
35,NM,1989,6.5
35,NM,1990,6.5
35,NM,1991,7.5
35,NM,1992,7.4
35,NM,1993,7.5
35,NM,1994,6.5
35,NM,1995,6.3
35,NM,1996,7.6
35,NM,1997,6.9
35,NM,1998,6.3
35,NM,1999,5.7
35,NM,2000,5.0
35,NM,2001,4.9
35,NM,2002,5.4
35,NM,2003,5.8
35,NM,2004,5.7
35,NM,2005,5.6
35,NM,2006,4.4
35,NM,2007,3.6
35,NM,2008,3.8
35,NM,2009,6.4
35,NM,2010,8.0
35,NM,2011,7.2
35,NM,2012,7.0
35,NM,2013,7.0
35,NM,2014,6.7
35,NM,2015,6.6
35,NM,2016,6.5
35,NM,2017,6.6
35,NM,2018,4.9
35,NM,2019,5.0
35,NM,2020,5.9
35,NM,2021,8.0
35,NM,2022,4.7
35,NM,2023,3.6
35,NM,2024,3.9
35,NM,2025,4.1
35,NM,2026,4.8
36,NY,1976,10.2
36,NY,1977,9.8
36,NY,1978,8.0
36,NY,1979,7.0
36,NY,1980,7.2
36,NY,1981,7.6
36,NY,1982,8.3
36,NY,1983,9.6
36,NY,1984,7.3
36,NY,1985,6.8
36,NY,1986,6.6
36,NY,1987,5.0
36,NY,1988,4.0
36,NY,1989,4.6
36,NY,1990,5.1
36,NY,1991,7.0
36,NY,1992,8.6
36,NY,1993,8.1
36,NY,1994,7.4
36,NY,1995,6.2
36,NY,1996,6.3
36,NY,1997,6.6
36,NY,1998,5.8
36,NY,1999,5.3
36,NY,2000,4.6
36,NY,2001,4.2
36,NY,2002,6.3
36,NY,2003,6.4
36,NY,2004,6.2
36,NY,2005,5.0
36,NY,2006,4.7
36,NY,2007,4.2
36,NY,2008,4.8
36,NY,2009,7.9
36,NY,2010,8.9
36,NY,2011,8.2
36,NY,2012,8.7
36,NY,2013,8.1
36,NY,2014,6.7
36,NY,2015,5.6
36,NY,2016,4.8
36,NY,2017,4.6
36,NY,2018,4.3
36,NY,2019,3.9
36,NY,2020,4.2
36,NY,2021,8.1
36,NY,2022,4.6
36,NY,2023,4.0
36,NY,2024,4.1
36,NY,2025,4.1
36,NY,2026,4.6
37,NC,1976,6.5
37,NC,1977,6.2
37,NC,1978,4.7
37,NC,1979,4.7
37,NC,1980,5.7
37,NC,1981,6.2
37,NC,1982,8.9
37,NC,1983,9.8
37,NC,1984,6.7
37,NC,1985,6.1
37,NC,1986,5.3
37,NC,1987,4.9
37,NC,1988,3.8
37,NC,1989,3.5
37,NC,1990,3.6
37,NC,1991,5.9
37,NC,1992,6.4
37,NC,1993,5.5
37,NC,1994,4.5
37,NC,1995,4.1
37,NC,1996,4.6
37,NC,1997,3.9
37,NC,1998,3.7
37,NC,1999,3.2
37,NC,2000,3.4
37,NC,2001,4.8
37,NC,2002,6.8
37,NC,2003,6.3
37,NC,2004,5.7
37,NC,2005,5.3
37,NC,2006,4.6
37,NC,2007,4.5
37,NC,2008,4.9
37,NC,2009,10.8
37,NC,2010,11.2
37,NC,2011,10.3
37,NC,2012,9.6
37,NC,2013,8.9
37,NC,2014,6.3
37,NC,2015,5.8
37,NC,2016,5.2
37,NC,2017,4.7
37,NC,2018,4.1
37,NC,2019,3.9
37,NC,2020,4.0
37,NC,2021,5.4
37,NC,2022,3.6
37,NC,2023,3.5
37,NC,2024,3.6
37,NC,2025,3.8
37,NC,2026,3.7
38,ND,1976,3.5
38,ND,1977,4.4
38,ND,1978,4.2
38,ND,1979,4.3
38,ND,1980,4.4
38,ND,1981,5.0
38,ND,1982,5.1
38,ND,1983,6.3
38,ND,1984,5.2
38,ND,1985,5.5
38,ND,1986,5.8
38,ND,1987,5.1
38,ND,1988,4.6
38,ND,1989,4.3
38,ND,1990,4.1
38,ND,1991,4.4
38,ND,1992,4.5
38,ND,1993,4.4
38,ND,1994,3.9
38,ND,1995,3.4
38,ND,1996,3.2
38,ND,1997,3.1
38,ND,1998,2.8
38,ND,1999,3.2
38,ND,2000,2.9
38,ND,2001,2.7
38,ND,2002,3.4
38,ND,2003,3.4
38,ND,2004,3.3
38,ND,2005,3.4
38,ND,2006,3.1
38,ND,2007,3.0
38,ND,2008,2.8
38,ND,2009,4.0
38,ND,2010,3.8
38,ND,2011,3.4
38,ND,2012,2.9
38,ND,2013,3.0
38,ND,2014,2.7
38,ND,2015,2.7
38,ND,2016,3.1
38,ND,2017,2.7
38,ND,2018,2.6
38,ND,2019,2.3
38,ND,2020,2.5
38,ND,2021,3.7
38,ND,2022,2.1
38,ND,2023,2.0
38,ND,2024,2.3
38,ND,2025,2.6
38,ND,2026,2.5
39,OH,1976,8.1
39,OH,1977,7.1
39,OH,1978,5.6
39,OH,1979,5.7
39,OH,1980,7.3
39,OH,1981,8.9
39,OH,1982,12.0
39,OH,1983,13.6
39,OH,1984,9.7
39,OH,1985,8.9
39,OH,1986,8.4
39,OH,1987,7.7
39,OH,1988,6.3
39,OH,1989,5.2
39,OH,1990,5.7
39,OH,1991,6.8
39,OH,1992,7.3
39,OH,1993,6.9
39,OH,1994,6.2
39,OH,1995,4.5
39,OH,1996,5.1
39,OH,1997,4.9
39,OH,1998,4.2
39,OH,1999,4.3
39,OH,2000,4.1
39,OH,2001,3.9
39,OH,2002,5.9
39,OH,2003,6.3
39,OH,2004,6.2
39,OH,2005,6.1
39,OH,2006,5.3
39,OH,2007,5.5
39,OH,2008,5.8
39,OH,2009,9.9
39,OH,2010,10.5
39,OH,2011,8.9
39,OH,2012,7.5
39,OH,2013,7.5
39,OH,2014,6.2
39,OH,2015,5.1
39,OH,2016,5.0
39,OH,2017,5.1
39,OH,2018,4.5
39,OH,2019,4.0
39,OH,2020,4.8
39,OH,2021,6.0
39,OH,2022,3.9
39,OH,2023,3.5
39,OH,2024,4.1
39,OH,2025,4.8
39,OH,2026,4.1
40,OK,1976,5.8
40,OK,1977,5.2
40,OK,1978,3.7
40,OK,1979,3.1
40,OK,1980,3.3
40,OK,1981,3.4
40,OK,1982,4.8
40,OK,1983,8.8
40,OK,1984,6.7
40,OK,1985,7.2
40,OK,1986,8.0
40,OK,1987,7.7
40,OK,1988,6.4
40,OK,1989,5.8
40,OK,1990,5.2
40,OK,1991,6.1
40,OK,1992,6.1
40,OK,1993,5.6
40,OK,1994,5.6
40,OK,1995,4.5
40,OK,1996,4.2
40,OK,1997,4.0
40,OK,1998,3.9
40,OK,1999,3.7
40,OK,2000,3.0
40,OK,2001,3.1
40,OK,2002,4.6
40,OK,2003,5.3
40,OK,2004,4.9
40,OK,2005,4.4
40,OK,2006,3.8
40,OK,2007,4.1
40,OK,2008,3.2
40,OK,2009,6.1
40,OK,2010,6.8
40,OK,2011,5.6
40,OK,2012,5.1
40,OK,2013,5.2
40,OK,2014,4.6
40,OK,2015,4.2
40,OK,2016,4.6
40,OK,2017,4.2
40,OK,2018,3.5
40,OK,2019,3.1
40,OK,2020,3.2
40,OK,2021,4.8
40,OK,2022,2.9
40,OK,2023,2.9
40,OK,2024,3.3
40,OK,2025,3.1
40,OK,2026,3.9
41,OR,1976,9.4
41,OR,1977,8.6
41,OR,1978,5.6
41,OR,1979,7.0
41,OR,1980,7.4
41,OR,1981,9.4
41,OR,1982,11.1
41,OR,1983,11.3
41,OR,1984,9.4
41,OR,1985,9.0
41,OR,1986,8.6
41,OR,1987,6.2
41,OR,1988,5.9
41,OR,1989,5.4
41,OR,1990,5.0
41,OR,1991,5.8
41,OR,1992,7.3
41,OR,1993,7.2
41,OR,1994,5.8
41,OR,1995,4.6
41,OR,1996,5.5
41,OR,1997,5.8
41,OR,1998,5.4
41,OR,1999,5.6
41,OR,2000,5.1
41,OR,2001,5.6
41,OR,2002,7.7
41,OR,2003,8.0
41,OR,2004,7.6
41,OR,2005,6.4
41,OR,2006,5.5
41,OR,2007,5.0
41,OR,2008,5.1
41,OR,2009,10.7
41,OR,2010,10.7
41,OR,2011,9.6
41,OR,2012,8.8
41,OR,2013,8.2
41,OR,2014,7.0
41,OR,2015,5.7
41,OR,2016,4.9
41,OR,2017,4.0
41,OR,2018,4.0
41,OR,2019,4.0
41,OR,2020,3.7
41,OR,2021,6.1
41,OR,2022,3.7
41,OR,2023,3.6
41,OR,2024,4.2
41,OR,2025,5.0
41,OR,2026,5.2
42,PA,1976,8.1
42,PA,1977,8.0
42,PA,1978,7.2
42,PA,1979,6.9
42,PA,1980,7.7
42,PA,1981,8.0
42,PA,1982,10.1
42,PA,1983,12.1
42,PA,1984,9.0
42,PA,1985,8.2
42,PA,1986,7.4
42,PA,1987,5.9
42,PA,1988,5.3
42,PA,1989,4.7
42,PA,1990,5.2
42,PA,1991,6.9
42,PA,1992,7.4
42,PA,1993,6.9
42,PA,1994,6.6
42,PA,1995,5.8
42,PA,1996,5.8
42,PA,1997,5.3
42,PA,1998,4.7
42,PA,1999,4.5
42,PA,2000,4.1
42,PA,2001,4.5
42,PA,2002,5.6
42,PA,2003,5.8
42,PA,2004,5.4
42,PA,2005,5.1
42,PA,2006,4.7
42,PA,2007,4.4
42,PA,2008,4.9
42,PA,2009,7.8
42,PA,2010,8.4
42,PA,2011,7.6
42,PA,2012,7.5
42,PA,2013,7.3
42,PA,2014,6.3
42,PA,2015,5.6
42,PA,2016,5.3
42,PA,2017,5.1
42,PA,2018,4.6
42,PA,2019,4.3
42,PA,2020,4.8
42,PA,2021,6.8
42,PA,2022,4.2
42,PA,2023,3.7
42,PA,2024,3.7
42,PA,2025,4.2
42,PA,2026,4.2
44,RI,1976,7.7
44,RI,1977,8.6
44,RI,1978,6.6
44,RI,1979,6.3
44,RI,1980,6.8
44,RI,1981,7.2
44,RI,1982,9.4
44,RI,1983,9.4
44,RI,1984,6.1
44,RI,1985,4.9
44,RI,1986,3.8
44,RI,1987,4.1
44,RI,1988,2.8
44,RI,1989,3.2
44,RI,1990,5.7
44,RI,1991,7.9
44,RI,1992,9.1
44,RI,1993,8.1
44,RI,1994,6.9
44,RI,1995,6.4
44,RI,1996,5.3
44,RI,1997,5.6
44,RI,1998,4.9
44,RI,1999,3.9
44,RI,2000,4.1
44,RI,2001,4.4
44,RI,2002,4.7
44,RI,2003,5.6
44,RI,2004,5.7
44,RI,2005,4.9
44,RI,2006,5.4
44,RI,2007,4.7
44,RI,2008,6.5
44,RI,2009,10.8
44,RI,2010,11.8
44,RI,2011,11.1
44,RI,2012,10.7
44,RI,2013,9.5
44,RI,2014,8.5
44,RI,2015,6.4
44,RI,2016,5.5
44,RI,2017,4.5
44,RI,2018,4.3
44,RI,2019,3.6
44,RI,2020,3.7
44,RI,2021,6.2
44,RI,2022,3.2
44,RI,2023,2.7
44,RI,2024,4.0
44,RI,2025,4.5
44,RI,2026,4.7
45,SC,1976,7.3
45,SC,1977,7.2
45,SC,1978,5.6
45,SC,1979,5.0
45,SC,1980,6.1
45,SC,1981,7.4
45,SC,1982,10.3
45,SC,1983,11.2
45,SC,1984,7.2
45,SC,1985,6.4
45,SC,1986,6.8
45,SC,1987,6.0
45,SC,1988,4.8
45,SC,1989,4.3
45,SC,1990,4.6
45,SC,1991,5.8
45,SC,1992,6.7
45,SC,1993,7.5
45,SC,1994,6.7
45,SC,1995,5.0
45,SC,1996,5.6
45,SC,1997,5.2
45,SC,1998,3.3
45,SC,1999,4.0
45,SC,2000,3.8
45,SC,2001,4.6
45,SC,2002,6.0
45,SC,2003,6.6
45,SC,2004,6.9
45,SC,2005,6.9
45,SC,2006,6.5
45,SC,2007,5.7
45,SC,2008,5.8
45,SC,2009,10.4
45,SC,2010,11.4
45,SC,2011,10.6
45,SC,2012,9.4
45,SC,2013,8.1
45,SC,2014,6.0
45,SC,2015,6.3
45,SC,2016,5.2
45,SC,2017,4.2
45,SC,2018,3.5
45,SC,2019,3.1
45,SC,2020,3.1
45,SC,2021,4.3
45,SC,2022,3.2
45,SC,2023,3.0
45,SC,2024,3.7
45,SC,2025,4.2
45,SC,2026,4.9
46,SD,1976,3.3
46,SD,1977,3.7
46,SD,1978,3.0
46,SD,1979,3.4
46,SD,1980,4.2
46,SD,1981,4.9
46,SD,1982,5.0
46,SD,1983,5.8
46,SD,1984,4.2
46,SD,1985,4.8
46,SD,1986,4.8
46,SD,1987,4.4
46,SD,1988,4.3
46,SD,1989,3.9
46,SD,1990,3.6
46,SD,1991,3.6
46,SD,1992,3.4
46,SD,1993,3.6
46,SD,1994,3.3
46,SD,1995,3.1
46,SD,1996,3.4
46,SD,1997,3.0
46,SD,1998,2.9
46,SD,1999,2.7
46,SD,2000,2.4
46,SD,2001,2.8
46,SD,2002,3.4
46,SD,2003,3.4
46,SD,2004,3.5
46,SD,2005,3.7
46,SD,2006,3.0
46,SD,2007,2.9
46,SD,2008,2.6
46,SD,2009,4.6
46,SD,2010,4.9
46,SD,2011,4.8
46,SD,2012,4.0
46,SD,2013,3.8
46,SD,2014,3.4
46,SD,2015,3.1
46,SD,2016,2.8
46,SD,2017,3.0
46,SD,2018,2.9
46,SD,2019,2.8
46,SD,2020,2.4
46,SD,2021,2.8
46,SD,2022,1.9
46,SD,2023,1.8
46,SD,2024,1.7
46,SD,2025,2.0
46,SD,2026,2.3
47,TN,1976,6.0
47,TN,1977,6.5
47,TN,1978,5.7
47,TN,1979,5.7
47,TN,1980,6.5
47,TN,1981,8.4
47,TN,1982,11.2
47,TN,1983,12.5
47,TN,1984,9.1
47,TN,1985,8.0
47,TN,1986,8.0
47,TN,1987,7.2
47,TN,1988,5.8
47,TN,1989,5.1
47,TN,1990,5.0
47,TN,1991,6.7
47,TN,1992,6.7
47,TN,1993,6.1
47,TN,1994,5.0
47,TN,1995,4.8
47,TN,1996,5.2
47,TN,1997,5.4
47,TN,1998,4.4
47,TN,1999,4.1
47,TN,2000,3.7
47,TN,2001,4.1
47,TN,2002,5.5
47,TN,2003,5.4
47,TN,2004,5.2
47,TN,2005,5.7
47,TN,2006,5.4
47,TN,2007,4.4
47,TN,2008,5.5
47,TN,2009,10.1
47,TN,2010,10.2
47,TN,2011,9.3
47,TN,2012,8.0
47,TN,2013,7.9
47,TN,2014,6.7
47,TN,2015,5.9
47,TN,2016,4.7
47,TN,2017,4.1
47,TN,2018,3.5
47,TN,2019,3.4
47,TN,2020,3.5
47,TN,2021,5.1
47,TN,2022,3.3
47,TN,2023,3.3
47,TN,2024,3.2
47,TN,2025,3.5
47,TN,2026,3.6
48,TX,1976,5.9
48,TX,1977,5.7
48,TX,1978,5.0
48,TX,1979,4.4
48,TX,1980,5.1
48,TX,1981,5.2
48,TX,1982,6.1
48,TX,1983,8.6
48,TX,1984,6.3
48,TX,1985,6.7
48,TX,1986,8.3
48,TX,1987,8.9
48,TX,1988,7.7
48,TX,1989,6.8
48,TX,1990,6.2
48,TX,1991,6.9
48,TX,1992,7.7
48,TX,1993,7.4
48,TX,1994,6.9
48,TX,1995,5.9
48,TX,1996,6.0
48,TX,1997,5.7
48,TX,1998,4.9
48,TX,1999,4.7
48,TX,2000,4.6
48,TX,2001,4.3
48,TX,2002,6.3
48,TX,2003,6.8
48,TX,2004,6.2
48,TX,2005,5.6
48,TX,2006,5.2
48,TX,2007,4.4
48,TX,2008,4.3
48,TX,2009,6.4
48,TX,2010,8.4
48,TX,2011,8.1
48,TX,2012,6.7
48,TX,2013,6.6
48,TX,2014,5.5
48,TX,2015,4.5
48,TX,2016,4.5
48,TX,2017,4.7
48,TX,2018,4.0
48,TX,2019,3.6
48,TX,2020,5.0
48,TX,2021,6.4
48,TX,2022,4.0
48,TX,2023,4.1
48,TX,2024,4.0
48,TX,2025,4.1
48,TX,2026,4.3
49,UT,1976,5.8
49,UT,1977,5.5
49,UT,1978,4.2
49,UT,1979,3.9
49,UT,1980,5.7
49,UT,1981,6.5
49,UT,1982,7.4
49,UT,1983,9.8
49,UT,1984,6.9
49,UT,1985,6.2
49,UT,1986,5.8
49,UT,1987,6.7
49,UT,1988,5.1
49,UT,1989,4.6
49,UT,1990,4.4
49,UT,1991,4.7
49,UT,1992,5.0
49,UT,1993,4.3
49,UT,1994,3.7
49,UT,1995,3.5
49,UT,1996,3.4
49,UT,1997,3.2
49,UT,1998,3.5
49,UT,1999,3.6
49,UT,2000,3.1
49,UT,2001,3.9
49,UT,2002,5.5
49,UT,2003,5.7
49,UT,2004,5.3
49,UT,2005,4.4
49,UT,2006,3.2
49,UT,2007,2.4
49,UT,2008,2.9
49,UT,2009,7.2
49,UT,2010,8.4
49,UT,2011,7.9
49,UT,2012,4.8
49,UT,2013,4.4
49,UT,2014,3.7
49,UT,2015,3.5
49,UT,2016,3.5
49,UT,2017,3.2
49,UT,2018,3.0
49,UT,2019,2.7
49,UT,2020,2.5
49,UT,2021,3.1
49,UT,2022,2.3
49,UT,2023,2.6
49,UT,2024,3.1
49,UT,2025,3.4
49,UT,2026,3.8
50,VT,1976,8.6
50,VT,1977,7.5
50,VT,1978,5.7
50,VT,1979,5.2
50,VT,1980,5.6
50,VT,1981,5.6
50,VT,1982,6.9
50,VT,1983,7.2
50,VT,1984,5.2
50,VT,1985,4.7
50,VT,1986,4.3
50,VT,1987,3.9
50,VT,1988,2.9
50,VT,1989,3.1
50,VT,1990,4.3
50,VT,1991,6.6
50,VT,1992,6.2
50,VT,1993,5.3
50,VT,1994,4.5
50,VT,1995,4.1
50,VT,1996,4.2
50,VT,1997,4.1
50,VT,1998,3.5
50,VT,1999,3.1
50,VT,2000,2.7
50,VT,2001,3.1
50,VT,2002,3.7
50,VT,2003,4.4
50,VT,2004,3.8
50,VT,2005,3.4
50,VT,2006,3.5
50,VT,2007,3.8
50,VT,2008,4.0
50,VT,2009,6.5
50,VT,2010,6.5
50,VT,2011,5.6
50,VT,2012,4.8
50,VT,2013,4.5
50,VT,2014,4.0
50,VT,2015,3.6
50,VT,2016,3.2
50,VT,2017,3.1
50,VT,2018,2.7
50,VT,2019,2.1
50,VT,2020,2.4
50,VT,2021,4.2
50,VT,2022,2.3
50,VT,2023,1.9
50,VT,2024,2.1
50,VT,2025,2.6
50,VT,2026,2.6
51,VA,1976,6.0
51,VA,1977,5.7
51,VA,1978,5.2
51,VA,1979,4.9
51,VA,1980,4.9
51,VA,1981,5.6
51,VA,1982,7.1
51,VA,1983,7.1
51,VA,1984,5.0
51,VA,1985,5.3
51,VA,1986,5.0
51,VA,1987,4.5
51,VA,1988,3.8
51,VA,1989,3.8
51,VA,1990,3.9
51,VA,1991,5.9
51,VA,1992,6.3
51,VA,1993,5.3
51,VA,1994,4.9
51,VA,1995,4.3
51,VA,1996,4.3
51,VA,1997,4.0
51,VA,1998,2.9
51,VA,1999,2.6
51,VA,2000,2.4
51,VA,2001,2.6
51,VA,2002,4.3
51,VA,2003,4.2
51,VA,2004,3.8
51,VA,2005,3.6
51,VA,2006,3.0
51,VA,2007,2.9
51,VA,2008,3.5
51,VA,2009,6.5
51,VA,2010,7.0
51,VA,2011,6.3
51,VA,2012,5.9
51,VA,2013,5.6
51,VA,2014,5.2
51,VA,2015,4.6
51,VA,2016,4.0
51,VA,2017,3.8
51,VA,2018,3.2
51,VA,2019,2.9
51,VA,2020,3.2
51,VA,2021,4.6
51,VA,2022,2.6
51,VA,2023,2.7
51,VA,2024,2.8
51,VA,2025,3.3
51,VA,2026,3.8
53,WA,1976,8.5
53,WA,1977,9.2
53,WA,1978,6.6
53,WA,1979,6.9
53,WA,1980,7.2
53,WA,1981,8.7
53,WA,1982,11.5
53,WA,1983,11.7
53,WA,1984,9.6
53,WA,1985,8.6
53,WA,1986,8.0
