HRMONTH,teacher_0,teacher_1,employed_0,employed_1,PWSSWGT_0
4,0,0,1,1,2858.6847
4,0,0,0,0,2480.6982
4,0,0,0,0,2204.6849
4,0,0,1,1,2623.9695
4,0,0,0,0,3726.9171
4,0,0,0,0,2423.785
4,0,0,0,0,2591.6242
4,0,0,1,1,2823.0285
4,0,0,1,1,3114.4015
4,0,0,1,1,3728.7091
4,0,0,0,1,3201.9482
4,0,0,1,1,3279.6647
4,0,0,1,1,2953.2315
4,0,0,1,1,2401.5397
4,0,0,1,1,3038.2671
4,0,0,1,1,3182.9812
4,0,0,1,1,2760.4914
4,1,1,1,1,3083.3283
4,0,0,1,1,3273.6877
4,0,0,1,1,3207.9234
4,0,0,1,1,4107.3785
4,0,0,0,0,2651.1335
4,0,0,0,0,2540.5612
4,0,0,1,1,3114.4015
4,0,0,1,1,2823.0285
4,0,0,1,1,3137.6992
4,0,0,0,0,2757.77
4,0,0,1,1,3356.1673
4,0,0,0,0,2358.4072
4,0,0,0,0,2664.2675
4,0,0,0,0,2583.3035
4,0,0,0,1,3425.1522
4,0,0,1,1,2469.2551
4,0,0,1,1,3807.4091
4,0,0,0,0,2545.2314
4,0,0,1,1,2941.5349
4,0,0,0,1,2100.586
4,0,0,0,0,2408.4316
4,0,0,1,1,2762.1939
4,0,0,1,1,3527.0498
4,0,0,1,1,2878.348
4,0,0,1,1,3289.8288
4,0,0,1,1,4090.8968
4,0,0,1,1,1473.0664
4,0,0,1,1,1285.3482
4,0,0,1,0,1511.2973
4,0,0,0,0,1415.2711
4,0,0,1,1,1847.5059
4,0,0,0,1,1394.263
4,0,0,0,0,1976.4117
4,0,0,0,0,1461.7379
4,0,0,1,1,1238.7975
4,0,0,0,0,1532.8545
4,0,0,0,0,1549.3834
4,0,0,1,1,1335.5373
4,0,0,1,1,1314.8358
4,0,0,0,0,1690.1839
4,0,0,1,1,1773.4082
4,0,0,1,1,2578.8787
4,0,0,1,1,1959.2695
