HRHHID,HRHHID2,PULINENO,HRMONTH,base_year,n_obs,returned
479210923840772,86001,1,12,2009,1.0,0.0
410220345870182,86001,2,12,2009,2.0,0.0
634819580757209,86001,2,12,2009,2.0,0.0
634819580757209,86001,3,12,2009,2.0,0.0
634819580757209,86001,1,12,2009,2.0,1.0
720509988864087,86001,2,12,2009,1.0,0.0
072472150990192,87001,1,12,2009,3.0,0.0
207005722105545,86001,2,12,2009,1.0,0.0
036302760979895,86001,1,12,2009,1.0,0.0
956056397289170,86001,2,12,2009,2.0,0.0
976529510499209,87001,2,12,2009,3.0,0.0
948639570599200,86001,1,12,2009,1.0,0.0
050999092327329,86001,2,12,2009,1.0,0.0
820907999768698,86001,2,12,2009,2.0,0.0
813845048909191,86001,1,12,2009,1.0,1.0
730309905326353,86001,1,12,2009,1.0,0.0
047016198380250,86001,1,12,2009,2.0,0.0
536079480749306,86001,1,12,2009,2.0,0.0
830609956223076,86001,2,12,2009,2.0,0.0
083463860987790,86001,1,12,2009,2.0,0.0
073743058909593,86001,2,12,2009,2.0,0.0
305081206042791,87001,2,12,2009,3.0,0.0
947289570396308,86001,2,12,2009,1.0,0.0
640981095531269,87001,1,12,2009,3.0,1.0
988599610956305,87001,2,12,2009,3.0,0.0
396907208052878,86001,1,12,2009,1.0,0.0
952079900379930,86001,1,12,2009,1.0,0.0
366998800095969,86001,1,12,2009,2.0,0.0
495938903046209,86001,2,12,2009,2.0,0.0
299920028230914,87001,2,12,2009,3.0,0.0
769054269419580,87001,2,12,2009,3.0,0.0
904738210359404,87001,2,12,2009,3.0,0.0
599640628480914,87001,2,12,2009,3.0,0.0
599870786840914,87001,1,12,2009,1.0,0.0
417051502085621,87001,2,12,2009,3.0,1.0
340961097641079,87001,2,12,2009,3.0,0.0
274633057908991,86001,1,12,2009,1.0,0.0
008904734991167,86001,2,12,2009,2.0,0.0
768518170949403,86001,2,12,2009,1.0,0.0
999200989550914,87001,1,12,2009,3.0,0.0
020905064357319,86001,1,12,2009,1.0,0.0
150007922901566,87001,2,12,2009,3.0,0.0
964759510599503,87001,1,12,2009,,
596978807057549,86001,2,12,2009,2.0,0.0
020094799100919,87001,2,1,2010,3.0,0.0
800209925936296,86001,1,1,2010,1.0,0.0
026730840962189,86001,1,1,2010,1.0,0.0
410220189640080,86001,1,1,2010,1.0,0.0
320162009202150,87001,2,1,2010,3.0,0.0
360603028909595,86001,2,1,2010,1.0,0.0
045420260982696,87001,2,1,2010,3.0,0.0
100609985100886,87001,2,1,2010,2.0,0.0
829090529600269,87001,2,1,2010,3.0,0.0
033891820962699,86001,1,1,2010,1.0,0.0
110209986690985,87001,2,1,2010,2.0,0.0
890824091812809,87001,2,1,2010,3.0,0.0
299770727840911,87001,2,1,2010,2.0,0.0
062421120993598,87001,2,1,2010,2.0,1.0
131250078909896,86001,2,1,2010,1.0,1.0
310870639200081,86001,1,1,2010,1.0,0.0
399060839890681,86001,1,1,2010,1.0,0.0
067035162180960,86001,2,1,2010,1.0,0.0
108903151990406,86001,1,1,2010,1.0,0.0
417769310399103,87001,2,1,2010,2.0,0.0
956077855189110,86001,1,1,2010,1.0,0.0
385166509700974,86001,2,1,2010,1.0,0.0
210909989920696,87001,1,1,2010,2.0,0.0
037030130280660,86001,2,1,2010,1.0,0.0
508902602991180,86001,2,1,2010,1.0,0.0
702903402998053,87001,1,1,2010,3.0,0.0
041372240984090,87001,1,1,2010,3.0,0.0
079052840966697,86001,1,1,2010,1.0,1.0
410220345870182,86001,2,1,2010,1.0,0.0
479810245680712,87001,2,1,2010,2.0,0.0
634819580757209,86001,1,1,2010,1.0,1.0
480153005728640,86001,2,1,2010,1.0,0.0
072472150990192,87001,1,1,2010,2.0,0.0
956056397289170,86001,2,1,2010,1.0,0.0
976529510499209,87001,2,1,2010,2.0,0.0
910974099321609,87001,1,1,2010,2.0,0.0
268962907014769,87001,1,1,2010,3.0,0.0
820907999768698,86001,2,1,2010,1.0,0.0
365908107068069,86001,1,1,2010,1.0,1.0
801908243596643,87001,2,1,2010,,
910024873329520,87001,2,1,2010,2.0,0.0
051773860984192,86001,2,1,2010,1.0,1.0
070433260963694,87001,1,1,2010,3.0,1.0
536079480749306,86001,1,1,2010,1.0,0.0
669570855220983,86001,2,1,2010,1.0,0.0
816169720919301,87001,2,1,2010,3.0,0.0
830609956223076,86001,2,1,2010,1.0,0.0
083463860987790,86001,1,1,2010,1.0,0.0
073743058909593,86001,2,1,2010,1.0,0.0
305081206042791,87001,2,1,2010,2.0,0.0
988599610956305,87001,2,1,2010,2.0,0.0
910009801329640,87001,1,1,2010,3.0,0.0
366998800095969,86001,1,1,2010,1.0,0.0
423494539000981,87001,1,1,2010,3.0,1.0
240209924593072,87001,2,1,2010,3.0,1.0
495938903046209,86001,2,1,2010,1.0,0.0
029054120990797,87001,1,1,2010,2.0,0.0
769054269419580,87001,2,1,2010,2.0,0.0
904738210359404,87001,2,1,2010,2.0,0.0
721494829600935,87001,2,1,2010,3.0,0.0
340961097641079,87001,2,1,2010,2.0,0.0
917449610019400,87001,2,1,2010,2.0,0.0
008904734991167,86001,2,1,2010,1.0,0.0
560287007241670,87001,1,1,2010,2.0,0.0
999200989550914,87001,1,1,2010,2.0,0.0
702602625997210,87001,2,1,2010,3.0,0.0
800869120446509,87001,1,1,2010,3.0,0.0
150007922901566,87001,2,1,2010,2.0,0.0
402905075995771,87001,2,1,2010,3.0,0.0
250109940315091,87001,1,1,2010,3.0,0.0
595902402031439,87001,1,1,2010,3.0,1.0
945444620596509,87001,1,1,2010,3.0,0.0
596978807057549,86001,2,1,2010,1.0,0.0
250609998315990,87001,1,1,2010,3.0,0.0
020094799100919,87001,2,2,2010,2.0,0.0
320162009202150,87001,2,2,2010,2.0,0.0
045420260982696,87001,2,2,2010,2.0,0.0
100609985100886,87001,2,2,2010,1.0,0.0
200609958816697,87001,2,2,2010,1.0,0.0
200609994853891,87001,1,2,2010,2.0,0.0
290570063905975,87001,2,2,2010,3.0,0.0
630599077202669,87001,2,2,2010,2.0,1.0
950389630429102,87001,3,2,2010,,
110209986690985,87001,2,2,2010,1.0,0.0
890824091812809,87001,2,2,2010,2.0,0.0
299770727840911,87001,2,2,2010,1.0,0.0
062421120993598,87001,2,2,2010,1.0,1.0
220921091913489,87001,2,2,2010,3.0,0.0
740131000912400,87001,1,2,2010,2.0,0.0
310300082523712,87001,2,2,2010,3.0,1.0
025026155120470,87001,2,2,2010,2.0,0.0
417769310399103,87001,2,2,2010,1.0,0.0
620870098112019,87001,1,2,2010,2.0,0.0
977689810239105,87001,1,2,2010,1.0,0.0
095011370995593,87001,1,2,2010,3.0,0.0
199933909099818,87001,2,2,2010,3.0,0.0
950986096713779,87001,1,2,2010,3.0,0.0
999070993080731,87001,1,2,2010,3.0,0.0
210909989920696,87001,1,2,2010,1.0,0.0
702903402998053,87001,1,2,2010,2.0,0.0
963559530506205,87001,1,2,2010,3.0,0.0
041372240984090,87001,1,2,2010,2.0,0.0
479810245680712,87001,2,2,2010,1.0,0.0
842613073908773,87001,1,2,2010,3.0,1.0
320509922103150,87001,1,2,2010,3.0,0.0
905129210039201,87001,2,2,2010,1.0,1.0
072472150990192,87001,1,2,2010,1.0,0.0
917204120600149,87001,2,2,2010,1.0,0.0
976529510499209,87001,2,2,2010,1.0,0.0
987069030919203,87001,1,2,2010,3.0,1.0
268962907014769,87001,1,2,2010,2.0,0.0
390953207019355,87001,2,2,2010,3.0,0.0
725053912339050,87001,1,2,2010,3.0,1.0
330300050155212,87001,2,2,2010,3.0,1.0
910024873329520,87001,2,2,2010,1.0,0.0
954389630429302,87001,3,2,2010,3.0,0.0
230609982276176,87001,1,2,2010,2.0,0.0
280960090233859,87001,2,2,2010,3.0,0.0
649150608760933,87001,1,2,2010,3.0,1.0
907006339329890,87001,1,2,2010,,
046923360970194,87001,3,2,2010,3.0,0.0
944006433339760,87001,1,2,2010,3.0,1.0
260976098533539,87001,1,2,2010,3.0,0.0
305081206042791,87001,2,2,2010,1.0,0.0
490973093533929,87001,1,2,2010,3.0,0.0
140995092333859,87001,1,2,2010,3.0,0.0
077070132420700,87001,1,2,2010,2.0,0.0
214160093908573,87001,1,2,2010,3.0,0.0
029054120990797,87001,1,2,2010,1.0,0.0
769054269419580,87001,2,2,2010,1.0,0.0
904738210359404,87001,2,2,2010,1.0,0.0
340606987835888,87001,1,2,2010,3.0,0.0
721494829600935,87001,2,2,2010,2.0,0.0
340961097641079,87001,2,2,2010,1.0,0.0
917449610019400,87001,2,2,2010,1.0,0.0
560287007241670,87001,1,2,2010,1.0,0.0
218290810160404,87001,1,2,2010,1.0,1.0
218290810160404,87001,2,2,2010,1.0,1.0
999200989550914,87001,1,2,2010,1.0,0.0
565982103013099,87001,2,2,2010,1.0,0.0
702602625997210,87001,2,2,2010,2.0,0.0
800869120446509,87001,1,2,2010,2.0,0.0
150007922901566,87001,2,2,2010,1.0,0.0
505106083905998,87001,1,2,2010,3.0,0.0
250109940315091,87001,1,2,2010,2.0,0.0
303909325393543,87001,1,2,2010,3.0,0.0
250609998315990,87001,1,2,2010,2.0,0.0
699780194560915,87001,1,2,2010,1.0,1.0
320162009202150,87001,2,3,2010,1.0,0.0
045420260982696,87001,2,3,2010,1.0,0.0
200609958816697,87001,2,3,2010,,
200609994853891,87001,1,3,2010,1.0,0.0
345176509100474,87001,2,3,2010,3.0,0.0
890824091812809,87001,2,3,2010,1.0,0.0
220921091913489,87001,2,3,2010,2.0,0.0
110134009312460,87001,1,3,2010,1.0,1.0
531619074909099,87001,2,3,2010,3.0,0.0
740131000912400,87001,1,3,2010,1.0,0.0
873709840579106,87001,1,3,2010,3.0,0.0
873709840579106,87001,2,3,2010,3.0,0.0
990003959139300,87001,1,3,2010,2.0,0.0
310300082523712,87001,2,3,2010,2.0,1.0
025026155120470,87001,2,3,2010,1.0,0.0
867678740099105,87001,1,3,2010,3.0,0.0
602900911479037,87001,2,3,2010,1.0,0.0
620870098112019,87001,1,3,2010,1.0,0.0
095011370995593,87001,1,3,2010,2.0,0.0
199933909099818,87001,2,3,2010,2.0,0.0
999070993080731,87001,1,3,2010,2.0,0.0
702903402998053,87001,1,3,2010,1.0,0.0
963559530506205,87001,1,3,2010,2.0,0.0
963574330326207,87001,2,3,2010,2.0,0.0
041372240984090,87001,1,3,2010,1.0,0.0
299904205032437,87001,2,3,2010,3.0,0.0
299904205032437,87001,3,3,2010,3.0,0.0
320509922103150,87001,1,3,2010,2.0,0.0
887879740589205,87001,1,3,2010,,
067172470697549,87001,2,3,2010,3.0,0.0
268962907014769,87001,1,3,2010,1.0,0.0
420909925029694,87001,1,3,2010,3.0,0.0
220907991771992,87001,2,3,2010,1.0,0.0
078313410986595,87001,1,3,2010,3.0,0.0
078313410986595,87001,2,3,2010,3.0,0.0
230107931194399,87001,2,3,2010,1.0,0.0
163073112320540,87001,2,3,2010,1.0,0.0
404703963998733,87001,1,3,2010,3.0,0.0
910024873329520,87001,2,3,2010,,
954389630429302,87001,3,3,2010,2.0,0.0
230609982276176,87001,1,3,2010,1.0,0.0
280960090233859,87001,2,3,2010,2.0,0.0
806439340359303,87001,1,3,2010,3.0,0.0
904905853495966,87001,2,3,2010,3.0,0.0
010013460980999,87001,2,3,2010,3.0,1.0
046923360970194,87001,3,3,2010,2.0,0.0
260976098533539,87001,1,3,2010,2.0,0.0
361994706017719,87001,1,3,2010,3.0,0.0
490973093533929,87001,1,3,2010,2.0,0.0
140995092333859,87001,1,3,2010,2.0,0.0
214529004907199,87001,1,3,2010,3.0,0.0
214160093908573,87001,1,3,2010,2.0,0.0
496924806053159,87001,2,3,2010,3.0,1.0
259700985580944,87001,2,3,2010,3.0,0.0
947418470400143,87001,1,3,2010,1.0,0.0
064444350994690,87001,2,3,2010,2.0,1.0
340606987835888,87001,1,3,2010,2.0,0.0
046078183440170,87001,2,3,2010,3.0,0.0
984983044909990,87001,3,3,2010,3.0,0.0
702602625997210,87001,2,3,2010,1.0,0.0
800869120446509,87001,1,3,2010,1.0,0.0
505106083905998,87001,1,3,2010,2.0,0.0
250109940315091,87001,1,3,2010,1.0,0.0
450109904969992,87001,1,3,2010,3.0,0.0
596903502082118,87001,1,3,2010,2.0,0.0
303909325393543,87001,1,3,2010,2.0,0.0
641598969500955,87001,2,3,2010,3.0,0.0
250609998315990,87001,1,3,2010,1.0,0.0
007025306047591,87001,2,4,2010,3.0,0.0
990567095104488,87001,1,4,2010,1.0,0.0
360603025905595,87001,1,4,2010,3.0,0.0
290570063905975,87001,2,4,2010,1.0,0.0
720899650197105,87001,2,4,2010,3.0,0.0
345176509100474,87001,2,4,2010,2.0,0.0
220921091913489,87001,2,4,2010,1.0,0.0
379980530650951,87001,1,4,2010,3.0,0.0
873709840579106,87001,1,4,2010,2.0,0.0
873709840579106,87001,2,4,2010,2.0,0.0
979053978159170,87001,2,4,2010,3.0,1.0
990003959139300,87001,1,4,2010,1.0,0.0
405008451106387,87001,2,4,2010,3.0,0.0
571797065908591,87001,2,4,2010,3.0,0.0
095011370995593,87001,1,4,2010,1.0,0.0
999820524080951,87001,1,4,2010,3.0,1.0
999070993080731,87001,1,4,2010,1.0,0.0
520306410890998,87001,1,4,2010,1.0,0.0
963559530506205,87001,1,4,2010,1.0,0.0
988053988259730,87001,2,4,2010,3.0,0.0
299904205032437,87001,2,4,2010,2.0,0.0
299904205032437,87001,3,4,2010,2.0,0.0
860948074725009,87001,2,4,2010,3.0,0.0
320509922103150,87001,1,4,2010,1.0,0.0
353292349700872,87001,2,4,2010,3.0,0.0
560973078523479,87001,2,4,2010,1.0,0.0
067172470697549,87001,2,4,2010,2.0,0.0
092240073908670,87001,2,4,2010,1.0,0.0
420909925029694,87001,1,4,2010,2.0,0.0
025292590799595,87001,2,4,2010,3.0,1.0
078313410986595,87001,1,4,2010,2.0,0.0
078313410986595,87001,2,4,2010,2.0,0.0
072583510792595,87001,2,4,2010,3.0,0.0
693041913359190,87001,2,4,2010,,
961309640486309,87001,1,4,2010,2.0,0.0
744042613349060,87001,2,4,2010,2.0,0.0
390953207019355,87001,2,4,2010,1.0,0.0
015953530991493,87001,4,4,2010,3.0,0.0
330300050155212,87001,2,4,2010,1.0,0.0
330309974061386,87001,1,4,2010,1.0,0.0
404703963998733,87001,1,4,2010,2.0,0.0
330409968839685,87001,1,4,2010,1.0,0.0
330409968839685,87001,3,4,2010,1.0,0.0
954389630429302,87001,3,4,2010,1.0,0.0
663842024907792,87001,2,4,2010,2.0,1.0
904905853495966,87001,2,4,2010,2.0,0.0
046923360970194,87001,3,4,2010,1.0,0.0
055393560698498,87001,2,4,2010,3.0,0.0
061763560999793,87001,1,4,2010,3.0,0.0
973016996359670,87001,1,4,2010,,
260976098533539,87001,1,4,2010,1.0,0.0
304604333994067,87001,2,4,2010,2.0,1.0
490973093533929,87001,1,4,2010,1.0,0.0
380982095433529,87001,1,4,2010,1.0,1.0
942059722359410,87001,1,4,2010,3.0,0.0
140995092333859,87001,1,4,2010,1.0,0.0
214529004907199,87001,1,4,2010,2.0,0.0
414357045906690,87001,2,4,2010,3.0,0.0
259700985580944,87001,2,4,2010,2.0,0.0
024043055001703,87001,2,4,2010,3.0,0.0
244140015900098,87001,2,4,2010,3.0,1.0
057794540012403,87001,4,4,2010,3.0,0.0
947418470400143,87001,1,4,2010,,
340606987835888,87001,1,4,2010,1.0,0.0
046078183440170,87001,2,4,2010,2.0,0.0
889770257660944,87002,2,4,2010,2.0,0.0
984983044909990,87001,3,4,2010,2.0,0.0
099810809950655,87001,2,4,2010,3.0,0.0
140905062353859,87001,1,4,2010,1.0,0.0
350009988015659,87001,1,4,2010,1.0,1.0
505106083905998,87001,1,4,2010,1.0,0.0
115770045001002,87001,2,4,2010,3.0,0.0
450109904969992,87001,1,4,2010,2.0,0.0
596903502082118,87001,1,4,2010,1.0,0.0
303909325393543,87001,1,4,2010,1.0,0.0
905905575891203,87001,2,4,2010,3.0,0.0
499520831120955,87001,2,4,2010,3.0,0.0
641598969500955,87001,2,4,2010,2.0,0.0
007025306047591,87001,2,5,2010,2.0,0.0
042250660955795,87001,2,5,2010,3.0,0.0
720564095506529,87001,1,5,2010,3.0,0.0
544090939600914,87001,2,5,2010,1.0,0.0
600807949970299,87001,1,5,2010,3.0,0.0
949889150567002,87001,2,5,2010,2.0,0.0
069580195860961,87001,1,5,2010,3.0,0.0
720899650197105,87001,2,5,2010,2.0,0.0
345176509100474,87001,2,5,2010,1.0,0.0
379980530650951,87001,1,5,2010,2.0,0.0
873709840579106,87001,1,5,2010,1.0,0.0
873709840579106,87001,2,5,2010,1.0,0.0
860578094716009,87001,1,5,2010,3.0,0.0
405008451106387,87001,2,5,2010,2.0,0.0
571797065908591,87001,2,5,2010,2.0,0.0
981319095001909,87001,2,5,2010,2.0,0.0
520306410890998,87001,1,5,2010,,
350939077725959,87001,2,5,2010,2.0,0.0
988053988259730,87001,2,5,2010,2.0,0.0
151290309400870,87001,1,5,2010,2.0,0.0
842961056907598,87001,1,5,2010,3.0,0.0
860948074725009,87001,2,5,2010,2.0,0.0
039802560996990,87001,1,5,2010,2.0,0.0
292994001010749,87001,1,5,2010,1.0,0.0
353292349700872,87001,2,5,2010,2.0,0.0
067172470697549,87001,2,5,2010,1.0,0.0
390892070026679,87001,1,5,2010,3.0,0.0
420909925029694,87001,1,5,2010,1.0,0.0
078313410986595,87001,1,5,2010,1.0,0.0
078313410986595,87001,2,5,2010,1.0,0.0
072583510792595,87001,2,5,2010,2.0,0.0
961309640486309,87001,1,5,2010,1.0,0.0
744042613349060,87001,2,5,2010,1.0,0.0
015953530991493,87001,4,5,2010,2.0,0.0
404703963998733,87001,1,5,2010,1.0,0.0
095503460950498,87001,1,5,2010,1.0,0.0
398996700090634,87001,2,5,2010,3.0,0.0
904905853495966,87001,2,5,2010,1.0,0.0
055393560698498,87001,2,5,2010,2.0,0.0
061763560999793,87001,1,5,2010,2.0,0.0
763226006909197,87001,1,5,2010,3.0,0.0
473934096909095,87001,3,5,2010,3.0,0.0
506901573991497,87001,2,5,2010,1.0,0.0
988979750679309,87001,3,5,2010,2.0,0.0
942059722359410,87001,1,5,2010,2.0,0.0
214529004907199,87001,1,5,2010,1.0,0.0
414357045906690,87001,2,5,2010,2.0,0.0
259700985580944,87001,2,5,2010,1.0,0.0
024043055001703,87001,2,5,2010,2.0,0.0
289920028230964,87001,1,5,2010,3.0,0.0
812519060569400,87001,2,5,2010,3.0,0.0
057794540012403,87001,4,5,2010,2.0,0.0
640407960219626,87001,1,5,2010,3.0,0.0
240673099544969,87001,2,5,2010,1.0,0.0
046078183440170,87001,2,5,2010,1.0,0.0
789729250939409,87001,1,5,2010,2.0,0.0
099810809950655,87001,2,5,2010,2.0,0.0
115770045001002,87001,2,5,2010,2.0,0.0
450109904969992,87001,1,5,2010,1.0,0.0
594986301040159,87001,1,5,2010,3.0,0.0
650307927978591,87001,2,5,2010,3.0,0.0
905905575891203,87001,2,5,2010,2.0,0.0
345599729400979,87001,1,5,2010,1.0,0.0
499520831120955,87001,2,5,2010,2.0,0.0
650406992216397,87001,2,5,2010,3.0,0.0
641598969500955,87001,2,5,2010,1.0,0.0
956489950807505,87001,1,5,2010,2.0,1.0
664093119400982,87001,1,6,2010,2.0,1.0
134400660370001,87001,2,6,2010,2.0,1.0
007025306047591,87001,2,6,2010,1.0,0.0
350946076909165,87001,1,6,2010,2.0,0.0
042250660955795,87001,2,6,2010,2.0,0.0
562095529600999,87001,1,6,2010,2.0,0.0
700609928558964,87001,2,6,2010,3.0,1.0
960266066907895,87001,1,6,2010,2.0,0.0
999006481079700,87001,1,6,2010,3.0,0.0
275096359600130,87001,1,6,2010,,
896579860329000,87001,3,6,2010,2.0,0.0
916056795079640,87001,1,6,2010,2.0,1.0
058068182060140,87001,1,6,2010,2.0,1.0
106700670994248,87001,1,6,2010,2.0,0.0
600807949970299,87001,1,6,2010,2.0,0.0
899620724440970,87001,2,6,2010,3.0,0.0
949889150567002,87001,2,6,2010,1.0,0.0
175955602009078,87001,1,6,2010,1.0,0.0
960718071517078,87001,1,6,2010,3.0,0.0
492029550079102,87001,2,6,2010,1.0,0.0
710200058308219,87001,1,6,2010,3.0,0.0
031339006909997,87001,1,6,2010,2.0,0.0
906900151996886,87001,2,6,2010,2.0,0.0
860578094716009,87001,1,6,2010,2.0,0.0
405008451106387,87001,2,6,2010,1.0,0.0
571797065908591,87001,2,6,2010,1.0,0.0
967559570509105,87001,1,6,2010,3.0,0.0
037881570997492,87001,2,6,2010,1.0,0.0
271393096909794,87001,1,6,2010,2.0,1.0
889009760349101,87001,1,6,2010,2.0,0.0
106706311996949,87001,1,6,2010,2.0,0.0
350939077725959,87001,2,6,2010,1.0,0.0
988053988259730,87001,2,6,2010,1.0,0.0
842961056907598,87001,1,6,2010,2.0,0.0
860948074725009,87001,2,6,2010,1.0,0.0
579530968230972,87001,3,6,2010,3.0,0.0
505379760779202,87001,2,6,2010,2.0,0.0
972025727279160,87001,1,6,2010,3.0,0.0
039802560996990,87001,1,6,2010,1.0,0.0
159293249600898,87001,2,6,2010,1.0,0.0
699810214000972,87001,1,6,2010,3.0,1.0
353292349700872,87001,2,6,2010,1.0,0.0
770997099927229,87001,1,6,2010,3.0,1.0
072583510792595,87001,2,6,2010,1.0,0.0
605900963895333,87001,2,6,2010,1.0,0.0
015953530991493,87001,4,6,2010,1.0,0.0
550942095937929,87001,2,6,2010,3.0,0.0
956094986379830,87001,1,6,2010,3.0,0.0
735979950559307,87001,2,6,2010,1.0,0.0
398996700090634,87001,2,6,2010,2.0,0.0
394957400094618,87001,2,6,2010,3.0,0.0
395967203035608,87001,2,6,2010,3.0,0.0
730609991563962,87001,2,6,2010,3.0,1.0
950056989379150,87001,2,6,2010,3.0,1.0
055393560698498,87001,2,6,2010,1.0,0.0
763226006909197,87001,1,6,2010,2.0,0.0
699280992350973,87001,2,6,2010,3.0,0.0
473934096909095,87001,3,6,2010,2.0,0.0
158820760960304,87001,2,6,2010,2.0,1.0
988979750679309,87001,3,6,2010,1.0,0.0
998819770866307,87001,1,6,2010,3.0,0.0
414357045906690,87001,2,6,2010,1.0,0.0
971959970959409,87001,2,6,2010,3.0,0.0
630920092047069,87001,1,6,2010,3.0,0.0
024043055001703,87001,2,6,2010,1.0,0.0
812519060569400,87001,2,6,2010,2.0,0.0
057794540012403,87001,4,6,2010,1.0,0.0
640407960219626,87001,1,6,2010,2.0,0.0
744429035001705,87001,1,6,2010,1.0,0.0
007600864947486,87001,1,6,2010,3.0,0.0
196770070270408,87001,2,6,2010,3.0,0.0
853477939600829,87001,1,6,2010,1.0,0.0
807000594106787,87001,1,6,2010,3.0,1.0
905047970479730,87001,1,6,2010,3.0,0.0
484864037908893,87001,2,6,2010,3.0,1.0
640809902979046,87001,1,6,2010,2.0,0.0
968269470459402,87001,1,6,2010,3.0,0.0
402007103046831,87001,3,6,2010,3.0,0.0
099810809950655,87001,2,6,2010,1.0,0.0
115770045001002,87001,2,6,2010,1.0,0.0
594986301040159,87001,1,6,2010,2.0,0.0
167593379100912,87001,2,6,2010,2.0,0.0
905905575891203,87001,2,6,2010,1.0,0.0
535619077908099,87001,1,6,2010,3.0,0.0
499520831120955,87001,2,6,2010,1.0,0.0
650406992216397,87001,2,6,2010,2.0,0.0
199690256620680,87001,2,7,2010,3.0,1.0
686060684200967,87001,1,7,2010,3.0,1.0
299090750810670,87001,1,7,2010,1.0,0.0
653072927089380,87001,2,7,2010,3.0,0.0
350946076909165,87001,1,7,2010,1.0,0.0
042250660955795,87001,2,7,2010,1.0,0.0
096828705042634,87001,2,7,2010,,
562095529600999,87001,1,7,2010,1.0,0.0
960266066907895,87001,1,7,2010,1.0,0.0
983026914079110,87001,2,7,2010,2.0,0.0
999006481079700,87001,1,7,2010,2.0,0.0
260312098809592,87001,1,7,2010,3.0,0.0
408908140561646,87001,3,7,2010,3.0,0.0
964026623067950,87001,1,7,2010,1.0,0.0
763097549600976,87001,4,7,2010,1.0,1.0
960183017806340,87001,1,7,2010,1.0,0.0
600807949970299,87001,1,7,2010,1.0,0.0
780785007908496,87001,2,7,2010,2.0,1.0
864094239800978,87001,1,7,2010,1.0,1.0
098916905090939,87001,2,7,2010,1.0,1.0
999830325310970,87001,2,7,2010,2.0,1.0
960718071517078,87001,1,7,2010,2.0,0.0
090591720977593,87001,2,7,2010,1.0,0.0
710200058308219,87001,1,7,2010,2.0,0.0
931855068909196,87001,1,7,2010,3.0,0.0
290856099516819,87001,2,7,2010,1.0,0.0
508706981791585,87001,4,7,2010,3.0,0.0
282199348500905,87001,2,7,2010,3.0,0.0
970199149500136,87001,3,7,2010,2.0,0.0
975554480226105,87001,1,7,2010,3.0,0.0
906900151996886,87001,2,7,2010,1.0,0.0
860578094716009,87001,1,7,2010,1.0,0.0
967559570509105,87001,1,7,2010,2.0,0.0
889960521980981,87001,2,7,2010,3.0,1.0
074165754900974,87001,2,7,2010,2.0,1.0
889009760349101,87001,1,7,2010,1.0,0.0
450608098228679,87001,1,7,2010,3.0,0.0
296988905059059,87001,1,7,2010,3.0,0.0
291928306041289,87001,1,7,2010,3.0,1.0
054182640111107,87001,2,7,2010,1.0,0.0
842961056907598,87001,1,7,2010,1.0,0.0
725054912279050,87001,1,7,2010,2.0,0.0
725054912279050,87001,2,7,2010,2.0,0.0
452680087908798,87001,1,7,2010,2.0,0.0
505379760779202,87001,2,7,2010,1.0,0.0
162613026909597,87001,1,7,2010,1.0,1.0
808606073996150,87001,1,7,2010,2.0,1.0
397958508013169,87001,2,7,2010,2.0,0.0
120615070438489,87001,1,7,2010,2.0,0.0
980113016236430,87001,1,7,2010,1.0,0.0
830307960881499,87001,1,7,2010,3.0,0.0
270933071537149,87001,1,7,2010,2.0,1.0
830307931145599,87001,2,7,2010,3.0,1.0
520846098238349,87001,2,7,2010,3.0,0.0
550942095937929,87001,2,7,2010,2.0,0.0
956094986379830,87001,1,7,2010,2.0,0.0
500763092537519,87001,1,7,2010,2.0,0.0
394957400094618,87001,2,7,2010,2.0,0.0
730609991563962,87001,2,7,2010,2.0,1.0
876889460829309,87001,2,7,2010,1.0,0.0
699280992350973,87001,2,7,2010,2.0,0.0
473063046909697,87001,1,7,2010,1.0,1.0
473934096909095,87001,3,7,2010,1.0,0.0
063133770695990,87001,2,7,2010,2.0,1.0
158820760960304,87001,2,7,2010,1.0,1.0
998819770866307,87001,1,7,2010,2.0,0.0
108903933792469,87001,1,7,2010,3.0,0.0
190903076347739,87001,1,7,2010,2.0,0.0
630920092047069,87001,1,7,2010,2.0,0.0
840209922103190,87001,1,7,2010,,
036654820010903,87001,2,7,2010,3.0,0.0
410086304039411,87001,2,7,2010,1.0,0.0
640407960219626,87001,1,7,2010,1.0,0.0
844816007908972,87001,2,7,2010,,
060475189600966,87001,2,7,2010,1.0,1.0
006334860985297,87001,2,7,2010,3.0,0.0
905047970479730,87001,1,7,2010,2.0,0.0
484864037908893,87001,1,7,2010,2.0,0.0
899180115780974,87001,2,7,2010,2.0,1.0
498808503064827,87001,1,7,2010,3.0,1.0
562577249000955,87001,2,7,2010,1.0,0.0
850109963211995,87001,1,7,2010,3.0,1.0
167593379100912,87001,2,7,2010,1.0,0.0
936083830589500,87001,1,7,2010,3.0,0.0
630969097257669,87001,1,7,2010,2.0,0.0
199860255500910,88001,2,8,2010,3.0,1.0
560917092407899,87001,1,8,2010,1.0,0.0
299090750810670,87001,1,8,2010,,
379095969200663,87001,3,8,2010,1.0,0.0
653072927089380,87001,2,8,2010,2.0,0.0
517098119400144,88001,2,8,2010,3.0,1.0
999006481079700,87001,1,8,2010,1.0,0.0
059430160990694,88001,2,8,2010,3.0,1.0
260312098809592,87001,1,8,2010,2.0,0.0
